REF_DATE,GEO,New housing price indexes,VALUE,STATUS
2008-02,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99,NA
2008-02,"London, Ontario",Total (house and land),85.2,NA
2008-02,"London, Ontario",House only,82,NA
2008-02,"London, Ontario",Land only,99.8,NA
2008-02,"Windsor, Ontario",Total (house and land),94.6,NA
2008-02,"Windsor, Ontario",House only,94.4,NA
2008-02,"Windsor, Ontario",Land only,94.7,NA
2008-02,"Greater Sudbury, Ontario",Total (house and land),94.8,NA
2008-02,"Greater Sudbury, Ontario",House only,95.1,NA
2008-02,"Greater Sudbury, Ontario",Land only,94.1,NA
2008-02,Prairie Region,Total (house and land),100.3,NA
2008-02,Prairie Region,House only,102.2,NA
2008-02,Prairie Region,Land only,96.6,NA
2008-02,Manitoba,Total (house and land),74.4,NA
2008-02,Manitoba,House only,75.4,NA
2008-02,Manitoba,Land only,72.4,NA
2008-02,"Winnipeg, Manitoba",Total (house and land),74.4,NA
2008-02,"Winnipeg, Manitoba",House only,75.4,NA
2008-02,"Winnipeg, Manitoba",Land only,72.4,NA
2008-02,Saskatchewan,Total (house and land),88.3,NA
2008-02,Saskatchewan,House only,95.2,NA
2008-02,Saskatchewan,Land only,69.1,NA
2008-02,"Regina, Saskatchewan",Total (house and land),73.9,NA
2008-02,"Regina, Saskatchewan",House only,78.9,NA
2008-02,"Regina, Saskatchewan",Land only,59.4,NA
2008-02,"Saskatoon, Saskatchewan",Total (house and land),102.7,NA
2008-02,"Saskatoon, Saskatchewan",House only,112.3,NA
2008-02,"Saskatoon, Saskatchewan",Land only,77,NA
2008-02,Alberta,Total (house and land),103.6,NA
2008-02,Alberta,House only,105.3,NA
2008-02,Alberta,Land only,100.4,NA
2008-02,"Calgary, Alberta",Total (house and land),93,NA
2008-02,"Calgary, Alberta",House only,96.1,NA
2008-02,"Calgary, Alberta",Land only,87.5,NA
2008-02,"Edmonton, Alberta",Total (house and land),115.1,NA
2008-02,"Edmonton, Alberta",House only,115,NA
2008-02,"Edmonton, Alberta",Land only,115.8,NA
2008-02,British Columbia,Total (house and land),101.6,NA
2008-02,British Columbia,House only,103.3,NA
2008-02,British Columbia,Land only,99.8,NA
2008-02,"Vancouver, British Columbia",Total (house and land),100,NA
2008-02,"Vancouver, British Columbia",House only,101,NA
2008-02,"Vancouver, British Columbia",Land only,99.5,NA
2008-02,"Victoria, British Columbia",Total (house and land),116,NA
2008-02,"Victoria, British Columbia",House only,126,NA
2008-02,"Victoria, British Columbia",Land only,102.6,NA
2008-03,Canada,Total (house and land),88.1,NA
2008-03,Canada,House only,86.4,NA
2008-03,Canada,Land only,92.2,NA
2008-03,Atlantic Region,Total (house and land),84,NA
2008-03,Atlantic Region,House only,86.1,NA
2008-03,Atlantic Region,Land only,77,NA
2008-03,Newfoundland and Labrador,Total (house and land),72.1,NA
2008-03,Newfoundland and Labrador,House only,75.6,NA
2008-03,Newfoundland and Labrador,Land only,63.8,NA
2008-03,"St. John's, Newfoundland and Labrador",Total (house and land),72.1,NA
2008-03,"St. John's, Newfoundland and Labrador",House only,75.6,NA
2008-03,"St. John's, Newfoundland and Labrador",Land only,63.8,NA
2008-03,Prince Edward Island,Total (house and land),98.6,NA
2008-03,Prince Edward Island,House only,101.3,NA
2008-03,Prince Edward Island,Land only,87.4,NA
2008-03,"Charlottetown, Prince Edward Island",Total (house and land),98.6,NA
2008-03,"Charlottetown, Prince Edward Island",House only,101.3,NA
2008-03,"Charlottetown, Prince Edward Island",Land only,87.4,NA
2008-03,Nova Scotia,Total (house and land),89.5,NA
2008-03,Nova Scotia,House only,89.5,NA
2008-03,Nova Scotia,Land only,89.4,NA
2008-03,"Halifax, Nova Scotia",Total (house and land),89.5,NA
2008-03,"Halifax, Nova Scotia",House only,89.5,NA
2008-03,"Halifax, Nova Scotia",Land only,89.4,NA
2008-03,New Brunswick,Total (house and land),92.3,NA
2008-03,New Brunswick,House only,92.5,NA
2008-03,New Brunswick,Land only,92.7,NA
2008-03,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),92.3,NA
2008-03,"Saint John, Fredericton, and Moncton, New Brunswick",House only,92.5,NA
2008-03,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,92.7,NA
2008-03,Quebec,Total (house and land),86.6,NA
2008-03,Quebec,House only,88.8,NA
2008-03,Quebec,Land only,81.2,NA
2008-03,"Québec, Quebec",Total (house and land),84.5,NA
2008-03,"Québec, Quebec",House only,89.9,NA
2008-03,"Québec, Quebec",Land only,74,NA
2008-03,"Montréal, Quebec",Total (house and land),86.9,NA
2008-03,"Montréal, Quebec",House only,88.5,NA
2008-03,"Montréal, Quebec",Land only,83.2,NA
2008-03,Ontario,Total (house and land),78.6,NA
2008-03,Ontario,House only,73.7,NA
2008-03,Ontario,Land only,90.1,NA
2008-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),89.5,NA
2008-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,89.8,NA
2008-03,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,91,NA
2008-03,"Toronto, Ontario",Total (house and land),74.5,NA
2008-03,"Toronto, Ontario",House only,67.7,NA
2008-03,"Toronto, Ontario",Land only,88.7,NA
2008-03,"Hamilton, Ontario",Total (house and land),86.1,NA
2008-03,"Hamilton, Ontario",House only,82.1,NA
2008-03,"Hamilton, Ontario",Land only,95.1,NA
2008-03,"St. Catharines-Niagara, Ontario",Total (house and land),86.1,NA
2008-03,"St. Catharines-Niagara, Ontario",House only,82.3,NA
2008-03,"St. Catharines-Niagara, Ontario",Land only,96.1,NA
2008-03,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),85.6,NA
2008-03,"Kitchener-Cambridge-Waterloo, Ontario",House only,81.4,NA
2008-03,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99,NA
2008-03,"London, Ontario",Total (house and land),85.5,NA
2008-03,"London, Ontario",House only,82.3,NA
2008-03,"London, Ontario",Land only,99.8,NA
2008-03,"Windsor, Ontario",Total (house and land),94.4,NA
2008-03,"Windsor, Ontario",House only,94.3,NA
2008-03,"Windsor, Ontario",Land only,94.7,NA
2008-03,"Greater Sudbury, Ontario",Total (house and land),95,NA
2008-03,"Greater Sudbury, Ontario",House only,95.4,NA
2008-03,"Greater Sudbury, Ontario",Land only,94.1,NA
2008-03,Prairie Region,Total (house and land),100.3,NA
2008-03,Prairie Region,House only,101.9,NA
2008-03,Prairie Region,Land only,97.2,NA
2008-03,Manitoba,Total (house and land),75.2,NA
2008-03,Manitoba,House only,76.1,NA
2008-03,Manitoba,Land only,73.2,NA
2008-03,"Winnipeg, Manitoba",Total (house and land),75.2,NA
2008-03,"Winnipeg, Manitoba",House only,76.1,NA
2008-03,"Winnipeg, Manitoba",Land only,73.2,NA
2008-03,Saskatchewan,Total (house and land),90,NA
2008-03,Saskatchewan,House only,97.3,NA
2008-03,Saskatchewan,Land only,70,NA
2008-03,"Regina, Saskatchewan",Total (house and land),75.2,NA
2008-03,"Regina, Saskatchewan",House only,80.4,NA
2008-03,"Regina, Saskatchewan",Land only,60,NA
2008-03,"Saskatoon, Saskatchewan",Total (house and land),104.8,NA
2008-03,"Saskatoon, Saskatchewan",House only,114.9,NA
2008-03,"Saskatoon, Saskatchewan",Land only,78.2,NA
2008-03,Alberta,Total (house and land),103.3,NA
2008-03,Alberta,House only,104.7,NA
2008-03,Alberta,Land only,101.1,NA
2008-03,"Calgary, Alberta",Total (house and land),93.6,NA
2008-03,"Calgary, Alberta",House only,96.4,NA
2008-03,"Calgary, Alberta",Land only,88.6,NA
2008-03,"Edmonton, Alberta",Total (house and land),113.8,NA
2008-03,"Edmonton, Alberta",House only,113.1,NA
2008-03,"Edmonton, Alberta",Land only,115.8,NA
2008-03,British Columbia,Total (house and land),102.2,NA
2008-03,British Columbia,House only,104.1,NA
2008-03,British Columbia,Land only,99.8,NA
2008-03,"Vancouver, British Columbia",Total (house and land),100.7,NA
2008-03,"Vancouver, British Columbia",House only,101.9,NA
2008-03,"Vancouver, British Columbia",Land only,99.5,NA
2008-03,"Victoria, British Columbia",Total (house and land),116,NA
2008-03,"Victoria, British Columbia",House only,126,NA
2008-03,"Victoria, British Columbia",Land only,102.6,NA
2008-04,Canada,Total (house and land),88.1,NA
2008-04,Canada,House only,86.3,NA
2008-04,Canada,Land only,92.4,NA
2008-04,Atlantic Region,Total (house and land),84.9,NA
2008-04,Atlantic Region,House only,86.9,NA
2008-04,Atlantic Region,Land only,78.2,NA
2008-04,Newfoundland and Labrador,Total (house and land),74.6,NA
2008-04,Newfoundland and Labrador,House only,77.9,NA
2008-04,Newfoundland and Labrador,Land only,66.2,NA
2008-04,"St. John's, Newfoundland and Labrador",Total (house and land),74.6,NA
2008-04,"St. John's, Newfoundland and Labrador",House only,77.9,NA
2008-04,"St. John's, Newfoundland and Labrador",Land only,66.2,NA
2008-04,Prince Edward Island,Total (house and land),98.6,NA
2008-04,Prince Edward Island,House only,101.3,NA
2008-04,Prince Edward Island,Land only,87.4,NA
2008-04,"Charlottetown, Prince Edward Island",Total (house and land),98.6,NA
2008-04,"Charlottetown, Prince Edward Island",House only,101.3,NA
2008-04,"Charlottetown, Prince Edward Island",Land only,87.4,NA
2008-04,Nova Scotia,Total (house and land),89.5,NA
2008-04,Nova Scotia,House only,89.5,NA
2008-04,Nova Scotia,Land only,89.4,NA
2008-04,"Halifax, Nova Scotia",Total (house and land),89.5,NA
2008-04,"Halifax, Nova Scotia",House only,89.5,NA
2008-04,"Halifax, Nova Scotia",Land only,89.4,NA
2008-04,New Brunswick,Total (house and land),92.3,NA
2008-04,New Brunswick,House only,92.5,NA
2008-04,New Brunswick,Land only,92.7,NA
2008-04,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),92.3,NA
2008-04,"Saint John, Fredericton, and Moncton, New Brunswick",House only,92.5,NA
2008-04,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,92.7,NA
2008-04,Quebec,Total (house and land),86.6,NA
2008-04,Quebec,House only,88.7,NA
2008-04,Quebec,Land only,81.8,NA
2008-04,"Québec, Quebec",Total (house and land),85.4,NA
2008-04,"Québec, Quebec",House only,89.9,NA
2008-04,"Québec, Quebec",Land only,76.9,NA
2008-04,"Montréal, Quebec",Total (house and land),86.8,NA
2008-04,"Montréal, Quebec",House only,88.3,NA
2008-04,"Montréal, Quebec",Land only,83.2,NA
2008-04,Ontario,Total (house and land),78.7,NA
2008-04,Ontario,House only,73.8,NA
2008-04,Ontario,Land only,90.2,NA
2008-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),89.5,NA
2008-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,89.8,NA
2008-04,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,91,NA
2008-04,"Toronto, Ontario",Total (house and land),74.6,NA
2008-04,"Toronto, Ontario",House only,67.7,NA
2008-04,"Toronto, Ontario",Land only,88.7,NA
2008-04,"Hamilton, Ontario",Total (house and land),86,NA
2008-04,"Hamilton, Ontario",House only,81.9,NA
2008-04,"Hamilton, Ontario",Land only,95.1,NA
2008-04,"St. Catharines-Niagara, Ontario",Total (house and land),86.5,NA
2008-04,"St. Catharines-Niagara, Ontario",House only,82.6,NA
2008-04,"St. Catharines-Niagara, Ontario",Land only,97.1,NA
2008-04,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),85.8,NA
2008-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,81.7,NA
2008-04,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99,NA
2008-04,"London, Ontario",Total (house and land),86,NA
2008-04,"London, Ontario",House only,83,NA
2008-04,"London, Ontario",Land only,99.8,NA
2008-04,"Windsor, Ontario",Total (house and land),94.8,NA
2008-04,"Windsor, Ontario",House only,94.7,NA
2008-04,"Windsor, Ontario",Land only,94.7,NA
2008-04,"Greater Sudbury, Ontario",Total (house and land),95,NA
2008-04,"Greater Sudbury, Ontario",House only,95.4,NA
2008-04,"Greater Sudbury, Ontario",Land only,94.1,NA
2008-04,Prairie Region,Total (house and land),99.9,NA
2008-04,Prairie Region,House only,101.2,NA
2008-04,Prairie Region,Land only,97.4,NA
2008-04,Manitoba,Total (house and land),75.2,NA
2008-04,Manitoba,House only,76.6,NA
2008-04,Manitoba,Land only,71.9,NA
2008-04,"Winnipeg, Manitoba",Total (house and land),75.2,NA
2008-04,"Winnipeg, Manitoba",House only,76.6,NA
2008-04,"Winnipeg, Manitoba",Land only,71.9,NA
2008-04,Saskatchewan,Total (house and land),93.1,NA
2008-04,Saskatchewan,House only,100.4,NA
2008-04,Saskatchewan,Land only,72.7,NA
2008-04,"Regina, Saskatchewan",Total (house and land),80.5,NA
2008-04,"Regina, Saskatchewan",House only,85.8,NA
2008-04,"Regina, Saskatchewan",Land only,65.1,NA
2008-04,"Saskatoon, Saskatchewan",Total (house and land),105.2,NA
2008-04,"Saskatoon, Saskatchewan",House only,115.4,NA
2008-04,"Saskatoon, Saskatchewan",Land only,78.2,NA
2008-04,Alberta,Total (house and land),102.6,NA
2008-04,Alberta,House only,103.5,NA
2008-04,Alberta,Land only,101.2,NA
2008-04,"Calgary, Alberta",Total (house and land),92.9,NA
2008-04,"Calgary, Alberta",House only,95.2,NA
2008-04,"Calgary, Alberta",Land only,88.6,NA
2008-04,"Edmonton, Alberta",Total (house and land),113.1,NA
2008-04,"Edmonton, Alberta",House only,112,NA
2008-04,"Edmonton, Alberta",Land only,116.1,NA
2008-04,British Columbia,Total (house and land),102.2,NA
2008-04,British Columbia,House only,104.1,NA
2008-04,British Columbia,Land only,100,NA
2008-04,"Vancouver, British Columbia",Total (house and land),100.8,NA
2008-04,"Vancouver, British Columbia",House only,101.9,NA
2008-04,"Vancouver, British Columbia",Land only,99.8,NA
2008-04,"Victoria, British Columbia",Total (house and land),115.7,NA
2008-04,"Victoria, British Columbia",House only,125.6,NA
2008-04,"Victoria, British Columbia",Land only,102.6,NA
2008-05,Canada,Total (house and land),88.1,NA
2008-05,Canada,House only,86.2,NA
2008-05,Canada,Land only,92.5,NA
2008-05,Atlantic Region,Total (house and land),86.1,NA
2008-05,Atlantic Region,House only,87.8,NA
2008-05,Atlantic Region,Land only,80.2,NA
2008-05,Newfoundland and Labrador,Total (house and land),77.4,NA
2008-05,Newfoundland and Labrador,House only,80.6,NA
2008-05,Newfoundland and Labrador,Land only,69.1,NA
2008-05,"St. John's, Newfoundland and Labrador",Total (house and land),77.4,NA
2008-05,"St. John's, Newfoundland and Labrador",House only,80.6,NA
2008-05,"St. John's, Newfoundland and Labrador",Land only,69.1,NA
2008-05,Prince Edward Island,Total (house and land),98.6,NA
2008-05,Prince Edward Island,House only,101.3,NA
2008-05,Prince Edward Island,Land only,87.4,NA
2008-05,"Charlottetown, Prince Edward Island",Total (house and land),98.6,NA
2008-05,"Charlottetown, Prince Edward Island",House only,101.3,NA
2008-05,"Charlottetown, Prince Edward Island",Land only,87.4,NA
2008-05,Nova Scotia,Total (house and land),89.9,NA
2008-05,Nova Scotia,House only,89.5,NA
2008-05,Nova Scotia,Land only,91.3,NA
2008-05,"Halifax, Nova Scotia",Total (house and land),89.9,NA
2008-05,"Halifax, Nova Scotia",House only,89.5,NA
2008-05,"Halifax, Nova Scotia",Land only,91.3,NA
2008-05,New Brunswick,Total (house and land),92.3,NA
2008-05,New Brunswick,House only,92.4,NA
2008-05,New Brunswick,Land only,93.4,NA
2008-05,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),92.3,NA
2008-05,"Saint John, Fredericton, and Moncton, New Brunswick",House only,92.4,NA
2008-05,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,93.4,NA
2008-05,Quebec,Total (house and land),87.9,NA
2008-05,Quebec,House only,90.2,NA
2008-05,Quebec,Land only,82.7,NA
2008-05,"Québec, Quebec",Total (house and land),85.7,NA
2008-05,"Québec, Quebec",House only,90.2,NA
2008-05,"Québec, Quebec",Land only,77.2,NA
2008-05,"Montréal, Quebec",Total (house and land),88.3,NA
2008-05,"Montréal, Quebec",House only,90,NA
2008-05,"Montréal, Quebec",Land only,84.1,NA
2008-05,Ontario,Total (house and land),78.7,NA
2008-05,Ontario,House only,73.8,NA
2008-05,Ontario,Land only,90.2,NA
2008-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),90,NA
2008-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,90.4,NA
2008-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,91,NA
2008-05,"Toronto, Ontario",Total (house and land),74.5,NA
2008-05,"Toronto, Ontario",House only,67.7,NA
2008-05,"Toronto, Ontario",Land only,88.7,NA
2008-05,"Hamilton, Ontario",Total (house and land),86.2,NA
2008-05,"Hamilton, Ontario",House only,82.2,NA
2008-05,"Hamilton, Ontario",Land only,95.1,NA
2008-05,"St. Catharines-Niagara, Ontario",Total (house and land),86.6,NA
2008-05,"St. Catharines-Niagara, Ontario",House only,82.7,NA
2008-05,"St. Catharines-Niagara, Ontario",Land only,97.1,NA
2008-05,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),85.8,NA
2008-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,81.6,NA
2008-05,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99,NA
2008-05,"London, Ontario",Total (house and land),86.3,NA
2008-05,"London, Ontario",House only,83.3,NA
2008-05,"London, Ontario",Land only,99.8,NA
2008-05,"Windsor, Ontario",Total (house and land),94.5,NA
2008-05,"Windsor, Ontario",House only,94.4,NA
2008-05,"Windsor, Ontario",Land only,94.7,NA
2008-05,"Greater Sudbury, Ontario",Total (house and land),96.8,NA
2008-05,"Greater Sudbury, Ontario",House only,96.9,NA
2008-05,"Greater Sudbury, Ontario",Land only,97,NA
2008-05,Prairie Region,Total (house and land),98.8,NA
2008-05,Prairie Region,House only,99.9,NA
2008-05,Prairie Region,Land only,97.1,NA
2008-05,Manitoba,Total (house and land),76.6,NA
2008-05,Manitoba,House only,76.9,NA
2008-05,Manitoba,Land only,75.6,NA
2008-05,"Winnipeg, Manitoba",Total (house and land),76.6,NA
2008-05,"Winnipeg, Manitoba",House only,76.9,NA
2008-05,"Winnipeg, Manitoba",Land only,75.6,NA
2008-05,Saskatchewan,Total (house and land),93.9,NA
2008-05,Saskatchewan,House only,101,NA
2008-05,Saskatchewan,Land only,74.1,NA
2008-05,"Regina, Saskatchewan",Total (house and land),81.6,NA
2008-05,"Regina, Saskatchewan",House only,86.8,NA
2008-05,"Regina, Saskatchewan",Land only,65.9,NA
2008-05,"Saskatoon, Saskatchewan",Total (house and land),105.8,NA
2008-05,"Saskatoon, Saskatchewan",House only,115.4,NA
2008-05,"Saskatoon, Saskatchewan",Land only,80.4,NA
2008-05,Alberta,Total (house and land),101.2,NA
2008-05,Alberta,House only,101.8,NA
2008-05,Alberta,Land only,100.4,NA
2008-05,"Calgary, Alberta",Total (house and land),92.1,NA
2008-05,"Calgary, Alberta",House only,94.3,NA
2008-05,"Calgary, Alberta",Land only,87.9,NA
2008-05,"Edmonton, Alberta",Total (house and land),110.9,NA
2008-05,"Edmonton, Alberta",House only,109.3,NA
2008-05,"Edmonton, Alberta",Land only,115.2,NA
2008-05,British Columbia,Total (house and land),101.9,NA
2008-05,British Columbia,House only,103.6,NA
2008-05,British Columbia,Land only,100,NA
2008-05,"Vancouver, British Columbia",Total (house and land),100.5,NA
2008-05,"Vancouver, British Columbia",House only,101.5,NA
2008-05,"Vancouver, British Columbia",Land only,99.8,NA
2008-05,"Victoria, British Columbia",Total (house and land),115,NA
2008-05,"Victoria, British Columbia",House only,124.4,NA
2008-05,"Victoria, British Columbia",Land only,102.6,NA
2008-06,Canada,Total (house and land),88.2,NA
2008-06,Canada,House only,86.3,NA
2008-06,Canada,Land only,92.7,NA
2008-06,Atlantic Region,Total (house and land),87.1,NA
2008-06,Atlantic Region,House only,88.3,NA
2008-06,Atlantic Region,Land only,83,NA
2008-06,Newfoundland and Labrador,Total (house and land),79.6,NA
2008-06,Newfoundland and Labrador,House only,81.9,NA
2008-06,Newfoundland and Labrador,Land only,74,NA
2008-06,"St. John's, Newfoundland and Labrador",Total (house and land),79.6,NA
2008-06,"St. John's, Newfoundland and Labrador",House only,81.9,NA
2008-06,"St. John's, Newfoundland and Labrador",Land only,74,NA
2008-06,Prince Edward Island,Total (house and land),98.9,NA
2008-06,Prince Edward Island,House only,101.7,NA
2008-06,Prince Edward Island,Land only,87.4,NA
2008-06,"Charlottetown, Prince Edward Island",Total (house and land),98.9,NA
2008-06,"Charlottetown, Prince Edward Island",House only,101.7,NA
2008-06,"Charlottetown, Prince Edward Island",Land only,87.4,NA
2008-06,Nova Scotia,Total (house and land),90.3,NA
2008-06,Nova Scotia,House only,89.6,NA
2008-06,Nova Scotia,Land only,92.8,NA
2008-06,"Halifax, Nova Scotia",Total (house and land),90.3,NA
2008-06,"Halifax, Nova Scotia",House only,89.6,NA
2008-06,"Halifax, Nova Scotia",Land only,92.8,NA
2008-06,New Brunswick,Total (house and land),92.6,NA
2008-06,New Brunswick,House only,92.6,NA
2008-06,New Brunswick,Land only,93.6,NA
2008-06,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),92.6,NA
2008-06,"Saint John, Fredericton, and Moncton, New Brunswick",House only,92.6,NA
2008-06,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,93.6,NA
2008-06,Quebec,Total (house and land),88,NA
2008-06,Quebec,House only,90.3,NA
2008-06,Quebec,Land only,82.7,NA
2008-06,"Québec, Quebec",Total (house and land),85.9,NA
2008-06,"Québec, Quebec",House only,90.5,NA
2008-06,"Québec, Quebec",Land only,77.2,NA
2008-06,"Montréal, Quebec",Total (house and land),88.4,NA
2008-06,"Montréal, Quebec",House only,90.1,NA
2008-06,"Montréal, Quebec",Land only,84.2,NA
2008-06,Ontario,Total (house and land),79,NA
2008-06,Ontario,House only,74.2,NA
2008-06,Ontario,Land only,90.2,NA
2008-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),90.8,NA
2008-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,91.3,NA
2008-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,91,NA
2008-06,"Toronto, Ontario",Total (house and land),74.8,NA
2008-06,"Toronto, Ontario",House only,68,NA
2008-06,"Toronto, Ontario",Land only,88.7,NA
2008-06,"Hamilton, Ontario",Total (house and land),85.7,NA
2008-06,"Hamilton, Ontario",House only,81.5,NA
2008-06,"Hamilton, Ontario",Land only,95.1,NA
2008-06,"St. Catharines-Niagara, Ontario",Total (house and land),87,NA
2008-06,"St. Catharines-Niagara, Ontario",House only,83.2,NA
2008-06,"St. Catharines-Niagara, Ontario",Land only,97.1,NA
2008-06,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),85.9,NA
2008-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,81.8,NA
2008-06,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99,NA
2008-06,"London, Ontario",Total (house and land),87,NA
2008-06,"London, Ontario",House only,84.1,NA
2008-06,"London, Ontario",Land only,100.1,NA
2008-06,"Windsor, Ontario",Total (house and land),94.8,NA
2008-06,"Windsor, Ontario",House only,94.7,NA
2008-06,"Windsor, Ontario",Land only,94.7,NA
2008-06,"Greater Sudbury, Ontario",Total (house and land),96.7,NA
2008-06,"Greater Sudbury, Ontario",House only,96.9,NA
2008-06,"Greater Sudbury, Ontario",Land only,96.3,NA
2008-06,Prairie Region,Total (house and land),98.5,NA
2008-06,Prairie Region,House only,99,NA
2008-06,Prairie Region,Land only,97.7,NA
2008-06,Manitoba,Total (house and land),77.4,NA
2008-06,Manitoba,House only,77.4,NA
2008-06,Manitoba,Land only,77.4,NA
2008-06,"Winnipeg, Manitoba",Total (house and land),77.4,NA
2008-06,"Winnipeg, Manitoba",House only,77.4,NA
2008-06,"Winnipeg, Manitoba",Land only,77.4,NA
2008-06,Saskatchewan,Total (house and land),92.6,NA
2008-06,Saskatchewan,House only,98.6,NA
2008-06,Saskatchewan,Land only,76.3,NA
2008-06,"Regina, Saskatchewan",Total (house and land),81.9,NA
2008-06,"Regina, Saskatchewan",House only,87.3,NA
2008-06,"Regina, Saskatchewan",Land only,65.9,NA
2008-06,"Saskatoon, Saskatchewan",Total (house and land),102.8,NA
2008-06,"Saskatoon, Saskatchewan",House only,109.7,NA
2008-06,"Saskatoon, Saskatchewan",Land only,84.8,NA
2008-06,Alberta,Total (house and land),100.8,NA
2008-06,Alberta,House only,100.9,NA
2008-06,Alberta,Land only,100.8,NA
2008-06,"Calgary, Alberta",Total (house and land),92,NA
2008-06,"Calgary, Alberta",House only,93.9,NA
2008-06,"Calgary, Alberta",Land only,88.6,NA
2008-06,"Edmonton, Alberta",Total (house and land),110,NA
2008-06,"Edmonton, Alberta",House only,107.9,NA
2008-06,"Edmonton, Alberta",Land only,115.2,NA
2008-06,British Columbia,Total (house and land),101.9,NA
2008-06,British Columbia,House only,103.5,NA
2008-06,British Columbia,Land only,100,NA
2008-06,"Vancouver, British Columbia",Total (house and land),100.4,NA
2008-06,"Vancouver, British Columbia",House only,101.4,NA
2008-06,"Vancouver, British Columbia",Land only,99.8,NA
2008-06,"Victoria, British Columbia",Total (house and land),115,NA
2008-06,"Victoria, British Columbia",House only,124.3,NA
2008-06,"Victoria, British Columbia",Land only,102.6,NA
2008-07,Canada,Total (house and land),88.2,NA
2008-07,Canada,House only,86.3,NA
2008-07,Canada,Land only,92.8,NA
2008-07,Atlantic Region,Total (house and land),88.3,NA
2008-07,Atlantic Region,House only,89.5,NA
2008-07,Atlantic Region,Land only,84.1,NA
2008-07,Newfoundland and Labrador,Total (house and land),82,NA
2008-07,Newfoundland and Labrador,House only,84.5,NA
2008-07,Newfoundland and Labrador,Land only,75.6,NA
2008-07,"St. John's, Newfoundland and Labrador",Total (house and land),82,NA
2008-07,"St. John's, Newfoundland and Labrador",House only,84.5,NA
2008-07,"St. John's, Newfoundland and Labrador",Land only,75.6,NA
2008-07,Prince Edward Island,Total (house and land),98.9,NA
2008-07,Prince Edward Island,House only,101.7,NA
2008-07,Prince Edward Island,Land only,87.4,NA
2008-07,"Charlottetown, Prince Edward Island",Total (house and land),98.9,NA
2008-07,"Charlottetown, Prince Edward Island",House only,101.7,NA
2008-07,"Charlottetown, Prince Edward Island",Land only,87.4,NA
2008-07,Nova Scotia,Total (house and land),90.5,NA
2008-07,Nova Scotia,House only,89.6,NA
2008-07,Nova Scotia,Land only,93.9,NA
2008-07,"Halifax, Nova Scotia",Total (house and land),90.5,NA
2008-07,"Halifax, Nova Scotia",House only,89.6,NA
2008-07,"Halifax, Nova Scotia",Land only,93.9,NA
2008-07,New Brunswick,Total (house and land),93.5,NA
2008-07,New Brunswick,House only,93.8,NA
2008-07,New Brunswick,Land only,93.6,NA
2008-07,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),93.5,NA
2008-07,"Saint John, Fredericton, and Moncton, New Brunswick",House only,93.8,NA
2008-07,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,93.6,NA
2008-07,Quebec,Total (house and land),88.1,NA
2008-07,Quebec,House only,90.4,NA
2008-07,Quebec,Land only,82.7,NA
2008-07,"Québec, Quebec",Total (house and land),85.9,NA
2008-07,"Québec, Quebec",House only,90.5,NA
2008-07,"Québec, Quebec",Land only,77.2,NA
2008-07,"Montréal, Quebec",Total (house and land),88.5,NA
2008-07,"Montréal, Quebec",House only,90.2,NA
2008-07,"Montréal, Quebec",Land only,84.2,NA
2008-07,Ontario,Total (house and land),79,NA
2008-07,Ontario,House only,74.2,NA
2008-07,Ontario,Land only,90.2,NA
