REF_DATE,GEO,New housing price indexes,VALUE,STATUS
2013-04,"St. Catharines-Niagara, Ontario",Total (house and land),89.8,NA
2013-04,"St. Catharines-Niagara, Ontario",House only,86.6,NA
2013-04,"St. Catharines-Niagara, Ontario",Land only,98.4,NA
2013-04,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),93,NA
2013-04,"Kitchener-Cambridge-Waterloo, Ontario",House only,91.1,NA
2013-04,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99.3,NA
2013-04,"London, Ontario",Total (house and land),92.8,NA
2013-04,"London, Ontario",House only,91.4,NA
2013-04,"London, Ontario",Land only,98.3,NA
2013-04,"Windsor, Ontario",Total (house and land),93.4,NA
2013-04,"Windsor, Ontario",House only,93.2,NA
2013-04,"Windsor, Ontario",Land only,94.2,NA
2013-04,"Greater Sudbury, Ontario",Total (house and land),98,NA
2013-04,"Greater Sudbury, Ontario",House only,97.5,NA
2013-04,"Greater Sudbury, Ontario",Land only,99.6,NA
2013-04,Prairie Region,Total (house and land),96.4,NA
2013-04,Prairie Region,House only,97.1,NA
2013-04,Prairie Region,Land only,95.1,NA
2013-04,Manitoba,Total (house and land),94.2,NA
2013-04,Manitoba,House only,93.1,NA
2013-04,Manitoba,Land only,96.3,NA
2013-04,"Winnipeg, Manitoba",Total (house and land),94.2,NA
2013-04,"Winnipeg, Manitoba",House only,93.1,NA
2013-04,"Winnipeg, Manitoba",Land only,96.3,NA
2013-04,Saskatchewan,Total (house and land),100.4,NA
2013-04,Saskatchewan,House only,101.6,NA
2013-04,Saskatchewan,Land only,97,NA
2013-04,"Regina, Saskatchewan",Total (house and land),100.8,NA
2013-04,"Regina, Saskatchewan",House only,102.2,NA
2013-04,"Regina, Saskatchewan",Land only,96.7,NA
2013-04,"Saskatoon, Saskatchewan",Total (house and land),100.2,NA
2013-04,"Saskatoon, Saskatchewan",House only,101.3,NA
2013-04,"Saskatoon, Saskatchewan",Land only,97.3,NA
2013-04,Alberta,Total (house and land),96.1,NA
2013-04,Alberta,House only,96.9,NA
2013-04,Alberta,Land only,94.7,NA
2013-04,"Calgary, Alberta",Total (house and land),92,NA
2013-04,"Calgary, Alberta",House only,92.8,NA
2013-04,"Calgary, Alberta",Land only,91,NA
2013-04,"Edmonton, Alberta",Total (house and land),100.1,NA
2013-04,"Edmonton, Alberta",House only,100.9,NA
2013-04,"Edmonton, Alberta",Land only,98.6,NA
2013-04,British Columbia,Total (house and land),95.3,NA
2013-04,British Columbia,House only,93.3,NA
2013-04,British Columbia,Land only,99.3,NA
2013-04,"Vancouver, British Columbia",Total (house and land),95.1,NA
2013-04,"Vancouver, British Columbia",House only,93,NA
2013-04,"Vancouver, British Columbia",Land only,99.2,NA
2013-04,"Victoria, British Columbia",Total (house and land),97.5,NA
2013-04,"Victoria, British Columbia",House only,96.7,NA
2013-04,"Victoria, British Columbia",Land only,99.6,NA
2013-05,Canada,Total (house and land),93.4,NA
2013-05,Canada,House only,92.4,NA
2013-05,Canada,Land only,95.4,NA
2013-05,Atlantic Region,Total (house and land),98.6,NA
2013-05,Atlantic Region,House only,98.9,NA
2013-05,Atlantic Region,Land only,97.4,NA
2013-05,Newfoundland and Labrador,Total (house and land),98.8,NA
2013-05,Newfoundland and Labrador,House only,99.5,NA
2013-05,Newfoundland and Labrador,Land only,96.6,NA
2013-05,"St. John's, Newfoundland and Labrador",Total (house and land),98.8,NA
2013-05,"St. John's, Newfoundland and Labrador",House only,99.5,NA
2013-05,"St. John's, Newfoundland and Labrador",Land only,96.6,NA
2013-05,Prince Edward Island,Total (house and land),100.6,NA
2013-05,Prince Edward Island,House only,101.5,NA
2013-05,Prince Edward Island,Land only,96.7,NA
2013-05,"Charlottetown, Prince Edward Island",Total (house and land),100.6,NA
2013-05,"Charlottetown, Prince Edward Island",House only,101.5,NA
2013-05,"Charlottetown, Prince Edward Island",Land only,96.7,NA
2013-05,Nova Scotia,Total (house and land),97.9,NA
2013-05,Nova Scotia,House only,97.9,NA
2013-05,Nova Scotia,Land only,98.1,NA
2013-05,"Halifax, Nova Scotia",Total (house and land),97.9,NA
2013-05,"Halifax, Nova Scotia",House only,97.9,NA
2013-05,"Halifax, Nova Scotia",Land only,98.1,NA
2013-05,New Brunswick,Total (house and land),98.4,NA
2013-05,New Brunswick,House only,98.2,NA
2013-05,New Brunswick,Land only,100,NA
2013-05,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.4,NA
2013-05,"Saint John, Fredericton, and Moncton, New Brunswick",House only,98.2,NA
2013-05,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100,NA
2013-05,Quebec,Total (house and land),98.4,NA
2013-05,Quebec,House only,98.6,NA
2013-05,Quebec,Land only,98.4,NA
2013-05,"Québec, Quebec",Total (house and land),100.4,NA
2013-05,"Québec, Quebec",House only,101.5,NA
2013-05,"Québec, Quebec",Land only,98.8,NA
2013-05,"Montréal, Quebec",Total (house and land),97.9,NA
2013-05,"Montréal, Quebec",House only,97.8,NA
2013-05,"Montréal, Quebec",Land only,98.2,NA
2013-05,Ontario,Total (house and land),88.8,NA
2013-05,Ontario,House only,86.5,NA
2013-05,Ontario,Land only,93.6,NA
2013-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),101.2,NA
2013-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,103.2,NA
2013-05,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,97.1,NA
2013-05,"Toronto, Ontario",Total (house and land),86.1,NA
2013-05,"Toronto, Ontario",House only,82.4,NA
2013-05,"Toronto, Ontario",Land only,92.5,NA
2013-05,"Hamilton, Ontario",Total (house and land),90.5,NA
2013-05,"Hamilton, Ontario",House only,87.9,NA
2013-05,"Hamilton, Ontario",Land only,96.3,NA
2013-05,"St. Catharines-Niagara, Ontario",Total (house and land),90.3,NA
2013-05,"St. Catharines-Niagara, Ontario",House only,87.2,NA
2013-05,"St. Catharines-Niagara, Ontario",Land only,98.6,NA
2013-05,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),93.1,NA
2013-05,"Kitchener-Cambridge-Waterloo, Ontario",House only,91.2,NA
2013-05,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99.3,NA
2013-05,"London, Ontario",Total (house and land),92.8,NA
2013-05,"London, Ontario",House only,91.4,NA
2013-05,"London, Ontario",Land only,98.3,NA
2013-05,"Windsor, Ontario",Total (house and land),93.4,NA
2013-05,"Windsor, Ontario",House only,93.2,NA
2013-05,"Windsor, Ontario",Land only,94.2,NA
2013-05,"Greater Sudbury, Ontario",Total (house and land),98.6,NA
2013-05,"Greater Sudbury, Ontario",House only,98,NA
2013-05,"Greater Sudbury, Ontario",Land only,100.4,NA
2013-05,Prairie Region,Total (house and land),96.7,NA
2013-05,Prairie Region,House only,97.5,NA
2013-05,Prairie Region,Land only,95.3,NA
2013-05,Manitoba,Total (house and land),94.6,NA
2013-05,Manitoba,House only,93.8,NA
2013-05,Manitoba,Land only,96.3,NA
2013-05,"Winnipeg, Manitoba",Total (house and land),94.6,NA
2013-05,"Winnipeg, Manitoba",House only,93.8,NA
2013-05,"Winnipeg, Manitoba",Land only,96.3,NA
2013-05,Saskatchewan,Total (house and land),100.4,NA
2013-05,Saskatchewan,House only,101.7,NA
2013-05,Saskatchewan,Land only,97,NA
2013-05,"Regina, Saskatchewan",Total (house and land),100.9,NA
2013-05,"Regina, Saskatchewan",House only,102.4,NA
2013-05,"Regina, Saskatchewan",Land only,96.7,NA
2013-05,"Saskatoon, Saskatchewan",Total (house and land),100.2,NA
2013-05,"Saskatoon, Saskatchewan",House only,101.3,NA
2013-05,"Saskatoon, Saskatchewan",Land only,97.3,NA
2013-05,Alberta,Total (house and land),96.4,NA
2013-05,Alberta,House only,97.2,NA
2013-05,Alberta,Land only,95,NA
2013-05,"Calgary, Alberta",Total (house and land),92.8,NA
2013-05,"Calgary, Alberta",House only,93.7,NA
2013-05,"Calgary, Alberta",Land only,91.4,NA
2013-05,"Edmonton, Alberta",Total (house and land),99.9,NA
2013-05,"Edmonton, Alberta",House only,100.6,NA
2013-05,"Edmonton, Alberta",Land only,98.6,NA
2013-05,British Columbia,Total (house and land),95.1,NA
2013-05,British Columbia,House only,93,NA
2013-05,British Columbia,Land only,99.3,NA
2013-05,"Vancouver, British Columbia",Total (house and land),94.9,NA
2013-05,"Vancouver, British Columbia",House only,92.7,NA
2013-05,"Vancouver, British Columbia",Land only,99.2,NA
2013-05,"Victoria, British Columbia",Total (house and land),97.5,NA
2013-05,"Victoria, British Columbia",House only,96.7,NA
2013-05,"Victoria, British Columbia",Land only,99.6,NA
2013-06,Canada,Total (house and land),93.5,NA
2013-06,Canada,House only,92.5,NA
2013-06,Canada,Land only,95.5,NA
2013-06,Atlantic Region,Total (house and land),98.6,NA
2013-06,Atlantic Region,House only,98.9,NA
2013-06,Atlantic Region,Land only,97.4,NA
2013-06,Newfoundland and Labrador,Total (house and land),98.8,NA
2013-06,Newfoundland and Labrador,House only,99.5,NA
2013-06,Newfoundland and Labrador,Land only,96.6,NA
2013-06,"St. John's, Newfoundland and Labrador",Total (house and land),98.8,NA
2013-06,"St. John's, Newfoundland and Labrador",House only,99.5,NA
2013-06,"St. John's, Newfoundland and Labrador",Land only,96.6,NA
2013-06,Prince Edward Island,Total (house and land),100.8,NA
2013-06,Prince Edward Island,House only,101.8,NA
2013-06,Prince Edward Island,Land only,96.7,NA
2013-06,"Charlottetown, Prince Edward Island",Total (house and land),100.8,NA
2013-06,"Charlottetown, Prince Edward Island",House only,101.8,NA
2013-06,"Charlottetown, Prince Edward Island",Land only,96.7,NA
2013-06,Nova Scotia,Total (house and land),97.8,NA
2013-06,Nova Scotia,House only,97.8,NA
2013-06,Nova Scotia,Land only,98.1,NA
2013-06,"Halifax, Nova Scotia",Total (house and land),97.8,NA
2013-06,"Halifax, Nova Scotia",House only,97.8,NA
2013-06,"Halifax, Nova Scotia",Land only,98.1,NA
2013-06,New Brunswick,Total (house and land),98.4,NA
2013-06,New Brunswick,House only,98.2,NA
2013-06,New Brunswick,Land only,100,NA
2013-06,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.4,NA
2013-06,"Saint John, Fredericton, and Moncton, New Brunswick",House only,98.2,NA
2013-06,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100,NA
2013-06,Quebec,Total (house and land),98.6,NA
2013-06,Quebec,House only,98.7,NA
2013-06,Quebec,Land only,98.4,NA
2013-06,"Québec, Quebec",Total (house and land),100.4,NA
2013-06,"Québec, Quebec",House only,101.5,NA
2013-06,"Québec, Quebec",Land only,98.8,NA
2013-06,"Montréal, Quebec",Total (house and land),98,NA
2013-06,"Montréal, Quebec",House only,98,NA
2013-06,"Montréal, Quebec",Land only,98.2,NA
2013-06,Ontario,Total (house and land),88.8,NA
2013-06,Ontario,House only,86.5,NA
2013-06,Ontario,Land only,93.6,NA
2013-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),101.3,NA
2013-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,103.1,NA
2013-06,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,97.3,NA
2013-06,"Toronto, Ontario",Total (house and land),86.1,NA
2013-06,"Toronto, Ontario",House only,82.4,NA
2013-06,"Toronto, Ontario",Land only,92.5,NA
2013-06,"Hamilton, Ontario",Total (house and land),90.4,NA
2013-06,"Hamilton, Ontario",House only,87.6,NA
2013-06,"Hamilton, Ontario",Land only,96.3,NA
2013-06,"St. Catharines-Niagara, Ontario",Total (house and land),90.5,NA
2013-06,"St. Catharines-Niagara, Ontario",House only,87.5,NA
2013-06,"St. Catharines-Niagara, Ontario",Land only,98.6,NA
2013-06,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),93.3,NA
2013-06,"Kitchener-Cambridge-Waterloo, Ontario",House only,91.4,NA
2013-06,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99.3,NA
2013-06,"London, Ontario",Total (house and land),93.2,NA
2013-06,"London, Ontario",House only,92,NA
2013-06,"London, Ontario",Land only,98.3,NA
2013-06,"Windsor, Ontario",Total (house and land),93.2,NA
2013-06,"Windsor, Ontario",House only,93,NA
2013-06,"Windsor, Ontario",Land only,94.2,NA
2013-06,"Greater Sudbury, Ontario",Total (house and land),98.6,NA
2013-06,"Greater Sudbury, Ontario",House only,98,NA
2013-06,"Greater Sudbury, Ontario",Land only,100.4,NA
2013-06,Prairie Region,Total (house and land),97,NA
2013-06,Prairie Region,House only,97.8,NA
2013-06,Prairie Region,Land only,95.6,NA
2013-06,Manitoba,Total (house and land),94.8,NA
2013-06,Manitoba,House only,94,NA
2013-06,Manitoba,Land only,96.3,NA
2013-06,"Winnipeg, Manitoba",Total (house and land),94.8,NA
2013-06,"Winnipeg, Manitoba",House only,94,NA
2013-06,"Winnipeg, Manitoba",Land only,96.3,NA
2013-06,Saskatchewan,Total (house and land),100.8,NA
2013-06,Saskatchewan,House only,102.2,NA
2013-06,Saskatchewan,Land only,97,NA
2013-06,"Regina, Saskatchewan",Total (house and land),101.1,NA
2013-06,"Regina, Saskatchewan",House only,102.6,NA
2013-06,"Regina, Saskatchewan",Land only,96.7,NA
2013-06,"Saskatoon, Saskatchewan",Total (house and land),100.7,NA
2013-06,"Saskatoon, Saskatchewan",House only,102,NA
2013-06,"Saskatoon, Saskatchewan",Land only,97.3,NA
2013-06,Alberta,Total (house and land),96.7,NA
2013-06,Alberta,House only,97.5,NA
2013-06,Alberta,Land only,95.4,NA
2013-06,"Calgary, Alberta",Total (house and land),93.3,NA
2013-06,"Calgary, Alberta",House only,94,NA
2013-06,"Calgary, Alberta",Land only,92.3,NA
2013-06,"Edmonton, Alberta",Total (house and land),100.2,NA
2013-06,"Edmonton, Alberta",House only,101,NA
2013-06,"Edmonton, Alberta",Land only,98.6,NA
2013-06,British Columbia,Total (house and land),94.9,NA
2013-06,British Columbia,House only,92.7,NA
2013-06,British Columbia,Land only,99.3,NA
2013-06,"Vancouver, British Columbia",Total (house and land),94.7,NA
2013-06,"Vancouver, British Columbia",House only,92.3,NA
2013-06,"Vancouver, British Columbia",Land only,99.2,NA
2013-06,"Victoria, British Columbia",Total (house and land),97.4,NA
2013-06,"Victoria, British Columbia",House only,96.6,NA
2013-06,"Victoria, British Columbia",Land only,99.6,NA
2013-07,Canada,Total (house and land),93.6,NA
2013-07,Canada,House only,92.7,NA
2013-07,Canada,Land only,95.6,NA
2013-07,Atlantic Region,Total (house and land),99,NA
2013-07,Atlantic Region,House only,99.3,NA
2013-07,Atlantic Region,Land only,98,NA
2013-07,Newfoundland and Labrador,Total (house and land),99.4,NA
2013-07,Newfoundland and Labrador,House only,100,NA
2013-07,Newfoundland and Labrador,Land only,97.6,NA
2013-07,"St. John's, Newfoundland and Labrador",Total (house and land),99.4,NA
2013-07,"St. John's, Newfoundland and Labrador",House only,100,NA
2013-07,"St. John's, Newfoundland and Labrador",Land only,97.6,NA
2013-07,Prince Edward Island,Total (house and land),100.9,NA
2013-07,Prince Edward Island,House only,101.9,NA
2013-07,Prince Edward Island,Land only,96.7,NA
2013-07,"Charlottetown, Prince Edward Island",Total (house and land),100.9,NA
2013-07,"Charlottetown, Prince Edward Island",House only,101.9,NA
2013-07,"Charlottetown, Prince Edward Island",Land only,96.7,NA
2013-07,Nova Scotia,Total (house and land),98.2,NA
2013-07,Nova Scotia,House only,98.2,NA
2013-07,Nova Scotia,Land only,98.3,NA
2013-07,"Halifax, Nova Scotia",Total (house and land),98.2,NA
2013-07,"Halifax, Nova Scotia",House only,98.2,NA
2013-07,"Halifax, Nova Scotia",Land only,98.3,NA
2013-07,New Brunswick,Total (house and land),98.4,NA
2013-07,New Brunswick,House only,98.2,NA
2013-07,New Brunswick,Land only,100,NA
2013-07,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.4,NA
2013-07,"Saint John, Fredericton, and Moncton, New Brunswick",House only,98.2,NA
2013-07,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,100,NA
2013-07,Quebec,Total (house and land),98.5,NA
2013-07,Quebec,House only,98.7,NA
2013-07,Quebec,Land only,98.4,NA
2013-07,"Québec, Quebec",Total (house and land),100.4,NA
2013-07,"Québec, Quebec",House only,101.5,NA
2013-07,"Québec, Quebec",Land only,98.8,NA
2013-07,"Montréal, Quebec",Total (house and land),97.9,NA
2013-07,"Montréal, Quebec",House only,97.9,NA
2013-07,"Montréal, Quebec",Land only,98.2,NA
2013-07,Ontario,Total (house and land),89,NA
2013-07,Ontario,House only,86.7,NA
2013-07,Ontario,Land only,93.6,NA
2013-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),101.1,NA
2013-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,102.8,NA
2013-07,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,97.3,NA
2013-07,"Toronto, Ontario",Total (house and land),86.4,NA
2013-07,"Toronto, Ontario",House only,82.8,NA
2013-07,"Toronto, Ontario",Land only,92.6,NA
2013-07,"Hamilton, Ontario",Total (house and land),90.5,NA
2013-07,"Hamilton, Ontario",House only,87.9,NA
2013-07,"Hamilton, Ontario",Land only,96.3,NA
2013-07,"St. Catharines-Niagara, Ontario",Total (house and land),90.8,NA
2013-07,"St. Catharines-Niagara, Ontario",House only,87.8,NA
2013-07,"St. Catharines-Niagara, Ontario",Land only,98.6,NA
2013-07,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),93.3,NA
2013-07,"Kitchener-Cambridge-Waterloo, Ontario",House only,91.4,NA
2013-07,"Kitchener-Cambridge-Waterloo, Ontario",Land only,99.3,NA
2013-07,"London, Ontario",Total (house and land),93.2,NA
2013-07,"London, Ontario",House only,92,NA
2013-07,"London, Ontario",Land only,98.3,NA
2013-07,"Windsor, Ontario",Total (house and land),93.5,NA
2013-07,"Windsor, Ontario",House only,93.3,NA
2013-07,"Windsor, Ontario",Land only,94.2,NA
2013-07,"Greater Sudbury, Ontario",Total (house and land),98.4,NA
2013-07,"Greater Sudbury, Ontario",House only,98,NA
2013-07,"Greater Sudbury, Ontario",Land only,99.4,NA
2013-07,Prairie Region,Total (house and land),97.2,NA
2013-07,Prairie Region,House only,98,NA
2013-07,Prairie Region,Land only,95.7,NA
2013-07,Manitoba,Total (house and land),94.9,NA
2013-07,Manitoba,House only,94.3,NA
2013-07,Manitoba,Land only,96.3,NA
2013-07,"Winnipeg, Manitoba",Total (house and land),94.9,NA
2013-07,"Winnipeg, Manitoba",House only,94.3,NA
2013-07,"Winnipeg, Manitoba",Land only,96.3,NA
2013-07,Saskatchewan,Total (house and land),100.6,NA
2013-07,Saskatchewan,House only,102,NA
2013-07,Saskatchewan,Land only,97,NA
2013-07,"Regina, Saskatchewan",Total (house and land),101.1,NA
2013-07,"Regina, Saskatchewan",House only,102.6,NA
2013-07,"Regina, Saskatchewan",Land only,96.7,NA
2013-07,"Saskatoon, Saskatchewan",Total (house and land),100.5,NA
2013-07,"Saskatoon, Saskatchewan",House only,101.6,NA
2013-07,"Saskatoon, Saskatchewan",Land only,97.3,NA
2013-07,Alberta,Total (house and land),96.9,NA
2013-07,Alberta,House only,97.8,NA
2013-07,Alberta,Land only,95.5,NA
2013-07,"Calgary, Alberta",Total (house and land),93.8,NA
2013-07,"Calgary, Alberta",House only,94.7,NA
2013-07,"Calgary, Alberta",Land only,92.5,NA
2013-07,"Edmonton, Alberta",Total (house and land),100.1,NA
2013-07,"Edmonton, Alberta",House only,100.9,NA
2013-07,"Edmonton, Alberta",Land only,98.6,NA
2013-07,British Columbia,Total (house and land),95.1,NA
2013-07,British Columbia,House only,92.9,NA
2013-07,British Columbia,Land only,99.3,NA
2013-07,"Vancouver, British Columbia",Total (house and land),95,NA
2013-07,"Vancouver, British Columbia",House only,92.6,NA
2013-07,"Vancouver, British Columbia",Land only,99.2,NA
2013-07,"Victoria, British Columbia",Total (house and land),97.4,NA
2013-07,"Victoria, British Columbia",House only,96.6,NA
2013-07,"Victoria, British Columbia",Land only,99.6,NA
2013-08,Canada,Total (house and land),93.7,NA
2013-08,Canada,House only,92.8,NA
2013-08,Canada,Land only,95.7,NA
