REF_DATE,GEO,North American Industry Classification System (NAICS),VALUE,STATUS,Classification Code for North American Industry Classification System (NAICS)
2008-07,Canada,Convenience stores [44512],89.9,NA,[44512]
2008-07,Canada,Specialty food stores [4452],81.3,NA,[4452]
2008-07,Canada,Other specialty food stores [44529],90.8,NA,[44529]
2008-07,Canada,"Beer, wine and liquor stores [4453]",94.4,NA,[4453]
2008-07,Canada,"Beer, wine and liquor stores [44531]",94.4,NA,[44531]
2008-07,Canada,Health and personal care stores [446],89.7,NA,[446]
2008-07,Canada,Health and personal care stores [4461],89.7,NA,[4461]
2008-07,Canada,Pharmacies and drug stores [44611],89.1,NA,[44611]
2008-07,Canada,"Cosmetics, beauty supplies and perfume stores [44612]",93.2,NA,[44612]
2008-07,Canada,Optical goods stores [44613],92.4,NA,[44613]
2008-07,Canada,Other health and personal care stores [44619],96.2,NA,[44619]
2008-07,Canada,Gasoline stations [447],98,NA,[447]
2008-07,Canada,Gasoline stations [4471],98,NA,[4471]
2008-07,Canada,Gasoline stations with convenience stores [44711],84.8,NA,[44711]
2008-07,Canada,Other gasoline stations [44719],103.4,NA,[44719]
2008-07,Canada,Clothing and clothing accessories stores [448],100.1,NA,[448]
2008-07,Canada,Clothing stores [4481],99.4,NA,[4481]
2008-07,Canada,Men's clothing stores [44811],101.4,NA,[44811]
2008-07,Canada,Women's clothing stores [44812],98.6,NA,[44812]
2008-07,Canada,Family clothing stores [44814],100.4,NA,[44814]
2008-07,Canada,Other clothing stores [44819],100.3,NA,[44819]
2008-07,Canada,Shoe stores [4482],111,NA,[4482]
2008-07,Canada,Shoe stores [44821],111,NA,[44821]
2008-07,Canada,"Jewellery, luggage and leather goods stores [4483]",96,NA,[4483]
2008-07,Canada,Jewellery stores [44831],94.5,NA,[44831]
2008-07,Canada,Luggage and leather goods stores [44832],109.4,NA,[44832]
2008-07,Canada,"Sporting goods, hobby, book and music stores [451]",98.5,NA,[451]
2008-07,Canada,"Sporting goods, hobby and musical instrument stores [4511]",99.9,NA,[4511]
2008-07,Canada,Sporting goods stores [45111],97.5,NA,[45111]
2008-07,Canada,"Hobby, toy and game stores [45112]",108.4,NA,[45112]
2008-07,Canada,"Sewing, needlework and piece goods stores [45113]",91,NA,[45113]
2008-07,Canada,Musical instrument and supplies stores [45114],96.7,NA,[45114]
2008-07,Canada,Book stores and news dealers [4513],92.6,NA,[4513]
2008-07,Canada,Book stores and news dealers [45131],92.6,NA,[45131]
2008-07,Canada,General merchandise stores [452],85.9,NA,[452]
2008-07,Canada,Other general merchandise stores [4529],97.6,NA,[4529]
2008-07,Canada,All other general merchandise stores [45299],97.9,NA,[45299]
2008-07,Canada,Miscellaneous store retailers [453],90.2,NA,[453]
2008-07,Canada,"Office supplies, stationery and gift stores [4532]",88.7,NA,[4532]
2008-07,Canada,Office supplies and stationery stores [45321],87.8,NA,[45321]
2008-07,Canada,Other miscellaneous store retailers [4539],89.3,NA,[4539]
2008-07,Canada,Pet and pet supplies stores [45391],79.3,NA,[45391]
2008-07,Canada,All other miscellaneous store retailers [45399],91.5,NA,[45399]
2008-10,Canada,Retail trade [44-45],91.4,NA,[44-45]
2008-10,Canada,"Automotive parts, accessories and tire stores [4413]",95,NA,[4413]
2008-10,Canada,Automotive parts and accessories stores [44131],96.4,NA,[44131]
2008-10,Canada,Tire dealers [44132],94.1,NA,[44132]
2008-10,Canada,Furniture and home furnishings stores [442],97.1,NA,[442]
2008-10,Canada,Furniture stores [4421],96.8,NA,[4421]
2008-10,Canada,Furniture stores [44211],96.8,NA,[44211]
2008-10,Canada,Home furnishings stores [4422],97.4,NA,[4422]
2008-10,Canada,Floor covering stores [44221],94,NA,[44221]
2008-10,Canada,Other home furnishings stores [44229],100.3,NA,[44229]
2008-10,Canada,Electronics and appliance stores [443],120.2,NA,[443]
2008-10,Canada,Electronics and appliance stores [4431],120.2,NA,[4431]
2008-10,Canada,Electronics and appliance stores [44314],120.2,NA,[44314]
2008-10,Canada,Building material and garden equipment and supplies dealers [444],85.4,NA,[444]
2008-10,Canada,Building material and supplies dealers [4441],84.9,NA,[4441]
2008-10,Canada,Home centres [44411],81.5,NA,[44411]
2008-10,Canada,Paint and wallpaper stores [44412],98,NA,[44412]
2008-10,Canada,Other building material dealers [44419],100.5,NA,[44419]
2008-10,Canada,Lawn and garden equipment and supplies stores [4442],97.4,NA,[4442]
2008-10,Canada,Nursery stores and garden centres [44422],93.8,NA,[44422]
2008-10,Canada,Food and beverage stores [445],88.4,NA,[445]
2008-10,Canada,Grocery stores [4451],87.6,NA,[4451]
2008-10,Canada,Supermarkets and other grocery (except convenience) stores [44511],87.3,NA,[44511]
2008-10,Canada,Convenience stores [44512],91,NA,[44512]
2008-10,Canada,Specialty food stores [4452],83.1,NA,[4452]
2008-10,Canada,Other specialty food stores [44529],92,NA,[44529]
2008-10,Canada,"Beer, wine and liquor stores [4453]",94.5,NA,[4453]
2008-10,Canada,"Beer, wine and liquor stores [44531]",94.5,NA,[44531]
2008-10,Canada,Health and personal care stores [446],88.8,NA,[446]
2008-10,Canada,Health and personal care stores [4461],88.8,NA,[4461]
2008-10,Canada,Pharmacies and drug stores [44611],88.1,NA,[44611]
2008-10,Canada,"Cosmetics, beauty supplies and perfume stores [44612]",92.2,NA,[44612]
2008-10,Canada,Optical goods stores [44613],93.3,NA,[44613]
2008-10,Canada,Other health and personal care stores [44619],96.1,NA,[44619]
2008-10,Canada,Gasoline stations [447],97.4,NA,[447]
2008-10,Canada,Gasoline stations [4471],97.4,NA,[4471]
2008-10,Canada,Gasoline stations with convenience stores [44711],85.6,NA,[44711]
2008-10,Canada,Other gasoline stations [44719],102.3,NA,[44719]
2008-10,Canada,Clothing and clothing accessories stores [448],100.1,NA,[448]
2008-10,Canada,Clothing stores [4481],99.4,NA,[4481]
2008-10,Canada,Men's clothing stores [44811],100.9,NA,[44811]
2008-10,Canada,Women's clothing stores [44812],99.2,NA,[44812]
2008-10,Canada,Family clothing stores [44814],100.5,NA,[44814]
2008-10,Canada,Other clothing stores [44819],99.6,NA,[44819]
2008-10,Canada,Shoe stores [4482],111.2,NA,[4482]
2008-10,Canada,Shoe stores [44821],111.2,NA,[44821]
2008-10,Canada,"Jewellery, luggage and leather goods stores [4483]",95.7,NA,[4483]
2008-10,Canada,Jewellery stores [44831],94.3,NA,[44831]
2008-10,Canada,Luggage and leather goods stores [44832],108.4,NA,[44832]
2008-10,Canada,"Sporting goods, hobby, book and music stores [451]",97.7,NA,[451]
2008-10,Canada,"Sporting goods, hobby and musical instrument stores [4511]",98.3,NA,[4511]
2008-10,Canada,Sporting goods stores [45111],94.9,NA,[45111]
2008-10,Canada,"Hobby, toy and game stores [45112]",108.6,NA,[45112]
2008-10,Canada,"Sewing, needlework and piece goods stores [45113]",90.6,NA,[45113]
2008-10,Canada,Musical instrument and supplies stores [45114],96.9,NA,[45114]
2008-10,Canada,Book stores and news dealers [4513],94.9,NA,[4513]
2008-10,Canada,Book stores and news dealers [45131],94.9,NA,[45131]
2008-10,Canada,General merchandise stores [452],84,NA,[452]
2008-10,Canada,Other general merchandise stores [4529],92.5,NA,[4529]
2008-10,Canada,All other general merchandise stores [45299],92.8,NA,[45299]
2008-10,Canada,Miscellaneous store retailers [453],90.5,NA,[453]
2008-10,Canada,"Office supplies, stationery and gift stores [4532]",87.1,NA,[4532]
2008-10,Canada,Office supplies and stationery stores [45321],84.4,NA,[45321]
2008-10,Canada,Other miscellaneous store retailers [4539],91.1,NA,[4539]
2008-10,Canada,Pet and pet supplies stores [45391],80.6,NA,[45391]
2008-10,Canada,All other miscellaneous store retailers [45399],93.7,NA,[45399]
2009-01,Canada,Retail trade [44-45],92.6,NA,[44-45]
2009-01,Canada,"Automotive parts, accessories and tire stores [4413]",95.5,NA,[4413]
2009-01,Canada,Automotive parts and accessories stores [44131],98.4,NA,[44131]
2009-01,Canada,Tire dealers [44132],93.5,NA,[44132]
2009-01,Canada,Furniture and home furnishings stores [442],98.8,NA,[442]
2009-01,Canada,Furniture stores [4421],98.6,NA,[4421]
2009-01,Canada,Furniture stores [44211],98.6,NA,[44211]
2009-01,Canada,Home furnishings stores [4422],99.2,NA,[4422]
2009-01,Canada,Floor covering stores [44221],96.8,NA,[44221]
2009-01,Canada,Other home furnishings stores [44229],101.1,NA,[44229]
2009-01,Canada,Electronics and appliance stores [443],120.9,NA,[443]
2009-01,Canada,Electronics and appliance stores [4431],120.9,NA,[4431]
2009-01,Canada,Electronics and appliance stores [44314],120.9,NA,[44314]
2009-01,Canada,Building material and garden equipment and supplies dealers [444],88.3,NA,[444]
2009-01,Canada,Building material and supplies dealers [4441],87.6,NA,[4441]
2009-01,Canada,Home centres [44411],84.3,NA,[44411]
2009-01,Canada,Paint and wallpaper stores [44412],98.1,NA,[44412]
2009-01,Canada,Other building material dealers [44419],102.6,NA,[44419]
2009-01,Canada,Lawn and garden equipment and supplies stores [4442],102.8,NA,[4442]
2009-01,Canada,Nursery stores and garden centres [44422],98.6,NA,[44422]
2009-01,Canada,Food and beverage stores [445],90.8,NA,[445]
2009-01,Canada,Grocery stores [4451],90.5,NA,[4451]
2009-01,Canada,Supermarkets and other grocery (except convenience) stores [44511],90.3,NA,[44511]
2009-01,Canada,Convenience stores [44512],92.3,NA,[44512]
2009-01,Canada,Specialty food stores [4452],84.1,NA,[4452]
2009-01,Canada,Other specialty food stores [44529],93,NA,[44529]
2009-01,Canada,"Beer, wine and liquor stores [4453]",94.8,NA,[4453]
2009-01,Canada,"Beer, wine and liquor stores [44531]",94.8,NA,[44531]
2009-01,Canada,Health and personal care stores [446],93.4,NA,[446]
2009-01,Canada,Health and personal care stores [4461],93.4,NA,[4461]
2009-01,Canada,Pharmacies and drug stores [44611],93.5,NA,[44611]
2009-01,Canada,"Cosmetics, beauty supplies and perfume stores [44612]",94.5,NA,[44612]
2009-01,Canada,Optical goods stores [44613],86.7,NA,[44613]
2009-01,Canada,Other health and personal care stores [44619],96.4,NA,[44619]
2009-01,Canada,Gasoline stations [447],96,NA,[447]
2009-01,Canada,Gasoline stations [4471],96,NA,[4471]
2009-01,Canada,Gasoline stations with convenience stores [44711],89.5,NA,[44711]
2009-01,Canada,Other gasoline stations [44719],98.6,NA,[44719]
2009-01,Canada,Clothing and clothing accessories stores [448],99.9,NA,[448]
2009-01,Canada,Clothing stores [4481],99.1,NA,[4481]
2009-01,Canada,Men's clothing stores [44811],98.8,NA,[44811]
2009-01,Canada,Women's clothing stores [44812],97.9,NA,[44812]
2009-01,Canada,Family clothing stores [44814],102.2,NA,[44814]
2009-01,Canada,Other clothing stores [44819],96.1,NA,[44819]
2009-01,Canada,Shoe stores [4482],106.5,NA,[4482]
2009-01,Canada,Shoe stores [44821],106.5,NA,[44821]
2009-01,Canada,"Jewellery, luggage and leather goods stores [4483]",100.4,NA,[4483]
2009-01,Canada,Jewellery stores [44831],99.9,NA,[44831]
2009-01,Canada,Luggage and leather goods stores [44832],104.4,NA,[44832]
2009-01,Canada,"Sporting goods, hobby, book and music stores [451]",98.8,NA,[451]
2009-01,Canada,"Sporting goods, hobby and musical instrument stores [4511]",99.3,NA,[4511]
2009-01,Canada,Sporting goods stores [45111],97.9,NA,[45111]
2009-01,Canada,"Hobby, toy and game stores [45112]",103.9,NA,[45112]
2009-01,Canada,"Sewing, needlework and piece goods stores [45113]",92.8,NA,[45113]
2009-01,Canada,Musical instrument and supplies stores [45114],99.3,NA,[45114]
2009-01,Canada,Book stores and news dealers [4513],96.6,NA,[4513]
2009-01,Canada,Book stores and news dealers [45131],96.6,NA,[45131]
2009-01,Canada,General merchandise stores [452],83.2,NA,[452]
2009-01,Canada,Other general merchandise stores [4529],90.1,NA,[4529]
2009-01,Canada,All other general merchandise stores [45299],90.4,NA,[45299]
2009-01,Canada,Miscellaneous store retailers [453],91.2,NA,[453]
