REF_DATE,GEO,Commodity,"Machinery and equipment, domestic and imported",VALUE,STATUS
2004-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,74.9,NA
2004-04,Canada,Prefabricated wood buildings and components,Domestic,74.2,NA
2004-04,Canada,Prefabricated wood buildings and components,Imported,107.3,NA
2004-04,Canada,Springs and wire products,Total domestic and imported,98.6,NA
2004-04,Canada,Springs and wire products,Domestic,95.6,NA
2004-04,Canada,Springs and wire products,Imported,101.5,NA
2004-04,Canada,Computers and computer peripheral equipment,Imported,174,NA
2004-04,Canada,Telephone apparatus,Imported,132.5,NA
2004-04,Canada,Transformers,Total domestic and imported,79.4,NA
2004-04,Canada,Transformers,Domestic,76.3,NA
2004-04,Canada,Transformers,Imported,80.1,NA
2004-04,Canada,Electric motors and generators,Total domestic and imported,102.4,NA
2004-04,Canada,Electric motors and generators,Domestic,67.4,NA
2004-04,Canada,Electric motors and generators,Imported,103.2,NA
2004-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,101.7,NA
2004-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98,NA
2004-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,102.5,NA
2004-04,Canada,Wiring devices,Total domestic and imported,108.8,NA
2004-04,Canada,Wiring devices,Domestic,102.3,NA
2004-04,Canada,Wiring devices,Imported,113.4,NA
2004-04,Canada,Passenger cars,Total domestic and imported,131.1,NA
2004-04,Canada,Passenger cars,Domestic,106.3,NA
2004-04,Canada,Passenger cars,Imported,135.9,NA
2004-04,Canada,Buses,Total domestic and imported,104.9,NA
2004-04,Canada,Buses,Domestic,101.5,NA
2004-04,Canada,Buses,Imported,104.9,NA
2004-04,Canada,Aircraft parts and equipment,Total domestic and imported,102.4,NA
2004-04,Canada,Aircraft parts and equipment,Domestic,88.2,NA
2004-04,Canada,Aircraft parts and equipment,Imported,115.1,NA
2004-04,Canada,Railroad rolling stocks,Imported,103.1,NA
2004-04,Canada,Ships,Imported,110.7,NA
2004-04,Canada,Sporting and athletic goods,Total domestic and imported,111.1,NA
2004-04,Canada,Sporting and athletic goods,Domestic,96.9,NA
2004-04,Canada,Sporting and athletic goods,Imported,121.1,NA
2004-04,Canada,Signs,Imported,118.5,NA
2004-07,Canada,Carpets and rugs,Total domestic and imported,103.1,NA
2004-07,Canada,Carpets and rugs,Domestic,99.1,NA
2004-07,Canada,Carpets and rugs,Imported,105.7,NA
2004-07,Canada,Wood containers and pallets,Imported,126,NA
2004-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,75.3,NA
2004-07,Canada,Prefabricated wood buildings and components,Domestic,74.7,NA
2004-07,Canada,Prefabricated wood buildings and components,Imported,106.1,NA
2004-07,Canada,Springs and wire products,Total domestic and imported,99.9,NA
2004-07,Canada,Springs and wire products,Domestic,98,NA
2004-07,Canada,Springs and wire products,Imported,101,NA
2004-07,Canada,Computers and computer peripheral equipment,Imported,165.2,NA
2004-07,Canada,Telephone apparatus,Imported,127.4,NA
2004-07,Canada,Transformers,Total domestic and imported,78.2,NA
2004-07,Canada,Transformers,Domestic,77.4,NA
2004-07,Canada,Transformers,Imported,78.2,NA
2004-07,Canada,Electric motors and generators,Total domestic and imported,99.9,NA
2004-07,Canada,Electric motors and generators,Domestic,69.9,NA
2004-07,Canada,Electric motors and generators,Imported,100.6,NA
2004-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,99.8,NA
2004-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98,NA
2004-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,100.2,NA
2004-07,Canada,Wiring devices,Total domestic and imported,109.9,NA
2004-07,Canada,Wiring devices,Domestic,109.7,NA
2004-07,Canada,Wiring devices,Imported,111.8,NA
2004-07,Canada,Passenger cars,Total domestic and imported,123.5,NA
2004-07,Canada,Passenger cars,Domestic,103.8,NA
2004-07,Canada,Passenger cars,Imported,127.2,NA
2004-07,Canada,Buses,Total domestic and imported,103.9,NA
2004-07,Canada,Buses,Domestic,102.5,NA
2004-07,Canada,Buses,Imported,103.5,NA
2004-07,Canada,Aircraft parts and equipment,Total domestic and imported,100.3,NA
2004-07,Canada,Aircraft parts and equipment,Domestic,88.3,NA
2004-07,Canada,Aircraft parts and equipment,Imported,110.8,NA
2004-07,Canada,Railroad rolling stocks,Imported,99.3,NA
2004-07,Canada,Ships,Imported,106.4,NA
2004-07,Canada,Sporting and athletic goods,Total domestic and imported,109.8,NA
2004-07,Canada,Sporting and athletic goods,Domestic,99.1,NA
2004-07,Canada,Sporting and athletic goods,Imported,117.3,NA
2004-07,Canada,Signs,Imported,114.1,NA
2004-10,Canada,Carpets and rugs,Total domestic and imported,101.2,NA
2004-10,Canada,Carpets and rugs,Domestic,99.7,NA
2004-10,Canada,Carpets and rugs,Imported,101.2,NA
2004-10,Canada,Wood containers and pallets,Imported,117.7,NA
2004-10,Canada,Prefabricated wood buildings and components,Total domestic and imported,75.3,NA
2004-10,Canada,Prefabricated wood buildings and components,Domestic,74.7,NA
2004-10,Canada,Prefabricated wood buildings and components,Imported,101.8,NA
2004-10,Canada,Springs and wire products,Total domestic and imported,97.7,NA
2004-10,Canada,Springs and wire products,Domestic,98,NA
2004-10,Canada,Springs and wire products,Imported,95.6,NA
2004-10,Canada,Computers and computer peripheral equipment,Imported,153.1,NA
2004-10,Canada,Telephone apparatus,Imported,119,NA
2004-10,Canada,Transformers,Total domestic and imported,76.8,NA
2004-10,Canada,Transformers,Domestic,79.6,NA
2004-10,Canada,Transformers,Imported,75.7,NA
2004-10,Canada,Electric motors and generators,Total domestic and imported,94.2,NA
2004-10,Canada,Electric motors and generators,Domestic,73.6,NA
2004-10,Canada,Electric motors and generators,Imported,94.7,NA
2004-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,93.5,NA
2004-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98,NA
2004-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,92.9,NA
2004-10,Canada,Wiring devices,Total domestic and imported,101.5,NA
2004-10,Canada,Wiring devices,Domestic,107.7,NA
2004-10,Canada,Wiring devices,Imported,100.6,NA
2004-10,Canada,Passenger cars,Total domestic and imported,121.6,NA
2004-10,Canada,Passenger cars,Domestic,107.3,NA
2004-10,Canada,Passenger cars,Imported,124.3,NA
2004-10,Canada,Buses,Total domestic and imported,100.4,NA
2004-10,Canada,Buses,Domestic,103.4,NA
2004-10,Canada,Buses,Imported,99.2,NA
2004-10,Canada,Aircraft parts and equipment,Total domestic and imported,96.6,NA
2004-10,Canada,Aircraft parts and equipment,Domestic,88.4,NA
2004-10,Canada,Aircraft parts and equipment,Imported,103.6,NA
2004-10,Canada,Railroad rolling stocks,Imported,95.6,NA
2004-10,Canada,Ships,Imported,99.5,NA
2004-10,Canada,Sporting and athletic goods,Total domestic and imported,105.5,NA
2004-10,Canada,Sporting and athletic goods,Domestic,100.2,NA
2004-10,Canada,Sporting and athletic goods,Imported,109.2,NA
2004-10,Canada,Signs,Imported,106.5,NA
2005-01,Canada,Carpets and rugs,Total domestic and imported,101.6,NA
2005-01,Canada,Carpets and rugs,Domestic,99.8,NA
2005-01,Canada,Carpets and rugs,Imported,102,NA
2005-01,Canada,Wood containers and pallets,Imported,118.3,NA
2005-01,Canada,Prefabricated wood buildings and components,Total domestic and imported,76.5,NA
2005-01,Canada,Prefabricated wood buildings and components,Domestic,75.9,NA
2005-01,Canada,Prefabricated wood buildings and components,Imported,103.7,NA
2005-01,Canada,Springs and wire products,Total domestic and imported,98.2,NA
2005-01,Canada,Springs and wire products,Domestic,98,NA
2005-01,Canada,Springs and wire products,Imported,96.7,NA
2005-01,Canada,Computers and computer peripheral equipment,Imported,152.4,NA
2005-01,Canada,Telephone apparatus,Imported,119.6,NA
2005-01,Canada,Transformers,Total domestic and imported,79.6,NA
2005-01,Canada,Transformers,Domestic,82.6,NA
2005-01,Canada,Transformers,Imported,78.5,NA
2005-01,Canada,Electric motors and generators,Total domestic and imported,98.2,NA
2005-01,Canada,Electric motors and generators,Domestic,77,NA
2005-01,Canada,Electric motors and generators,Imported,98.7,NA
2005-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,96,NA
2005-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98,NA
2005-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,95.8,NA
2005-01,Canada,Wiring devices,Total domestic and imported,99.9,NA
2005-01,Canada,Wiring devices,Domestic,105.7,NA
2005-01,Canada,Wiring devices,Imported,99.2,NA
2005-01,Canada,Passenger cars,Total domestic and imported,121.5,NA
2005-01,Canada,Passenger cars,Domestic,105.5,NA
2005-01,Canada,Passenger cars,Imported,124.5,NA
2005-01,Canada,Buses,Total domestic and imported,102.1,NA
2005-01,Canada,Buses,Domestic,100.5,NA
2005-01,Canada,Buses,Imported,101.8,NA
2005-01,Canada,Aircraft parts and equipment,Total domestic and imported,98.2,NA
2005-01,Canada,Aircraft parts and equipment,Domestic,89.4,NA
2005-01,Canada,Aircraft parts and equipment,Imported,105.7,NA
2005-01,Canada,Railroad rolling stocks,Imported,101.4,NA
2005-01,Canada,Ships,Imported,100.7,NA
2005-01,Canada,Sporting and athletic goods,Total domestic and imported,106.4,NA
2005-01,Canada,Sporting and athletic goods,Domestic,100.7,NA
2005-01,Canada,Sporting and athletic goods,Imported,110.3,NA
2005-01,Canada,Signs,Imported,109.3,NA
2005-04,Canada,Carpets and rugs,Total domestic and imported,103.2,NA
2005-04,Canada,Carpets and rugs,Domestic,99.5,NA
2005-04,Canada,Carpets and rugs,Imported,105.5,NA
2005-04,Canada,Wood containers and pallets,Imported,119.9,NA
2005-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,76.5,NA
2005-04,Canada,Prefabricated wood buildings and components,Domestic,75.9,NA
2005-04,Canada,Prefabricated wood buildings and components,Imported,106.7,NA
2005-04,Canada,Springs and wire products,Total domestic and imported,98.6,NA
2005-04,Canada,Springs and wire products,Domestic,98,NA
2005-04,Canada,Springs and wire products,Imported,97.9,NA
2005-04,Canada,Computers and computer peripheral equipment,Imported,153.8,NA
2005-04,Canada,Telephone apparatus,Imported,121.3,NA
2005-04,Canada,Transformers,Total domestic and imported,82.1,NA
2005-04,Canada,Transformers,Domestic,84.6,NA
2005-04,Canada,Transformers,Imported,81.2,NA
2005-04,Canada,Electric motors and generators,Total domestic and imported,99.8,NA
2005-04,Canada,Electric motors and generators,Domestic,79.4,NA
2005-04,Canada,Electric motors and generators,Imported,100.3,NA
2005-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,98.5,NA
2005-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98,NA
2005-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,98.7,NA
2005-04,Canada,Wiring devices,Total domestic and imported,101.9,NA
2005-04,Canada,Wiring devices,Domestic,103.9,NA
2005-04,Canada,Wiring devices,Imported,102.7,NA
2005-04,Canada,Passenger cars,Total domestic and imported,121.5,NA
2005-04,Canada,Passenger cars,Domestic,104.6,NA
2005-04,Canada,Passenger cars,Imported,124.7,NA
2005-04,Canada,Buses,Total domestic and imported,104.5,NA
2005-04,Canada,Buses,Domestic,101.2,NA
2005-04,Canada,Buses,Imported,104.4,NA
2005-04,Canada,Aircraft parts and equipment,Total domestic and imported,99.5,NA
2005-04,Canada,Aircraft parts and equipment,Domestic,90.2,NA
2005-04,Canada,Aircraft parts and equipment,Imported,107.6,NA
2005-04,Canada,Railroad rolling stocks,Imported,105.2,NA
2005-04,Canada,Ships,Imported,103,NA
2005-04,Canada,Sporting and athletic goods,Total domestic and imported,106.1,NA
2005-04,Canada,Sporting and athletic goods,Domestic,97,NA
2005-04,Canada,Sporting and athletic goods,Imported,112.4,NA
2005-04,Canada,Signs,Imported,111.9,NA
2005-07,Canada,Carpets and rugs,Total domestic and imported,102.1,NA
2005-07,Canada,Carpets and rugs,Domestic,99.7,NA
2005-07,Canada,Carpets and rugs,Imported,103,NA
2005-07,Canada,Wood containers and pallets,Imported,115.8,NA
2005-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,76.5,NA
2005-07,Canada,Prefabricated wood buildings and components,Domestic,75.9,NA
2005-07,Canada,Prefabricated wood buildings and components,Imported,103.9,NA
2005-07,Canada,Springs and wire products,Total domestic and imported,97.2,NA
2005-07,Canada,Springs and wire products,Domestic,98,NA
2005-07,Canada,Springs and wire products,Imported,94.4,NA
2005-07,Canada,Computers and computer peripheral equipment,Imported,147.9,NA
2005-07,Canada,Telephone apparatus,Imported,117.1,NA
2005-07,Canada,Transformers,Total domestic and imported,81,NA
2005-07,Canada,Transformers,Domestic,85.5,NA
2005-07,Canada,Transformers,Imported,79.4,NA
2005-07,Canada,Electric motors and generators,Total domestic and imported,97,NA
2005-07,Canada,Electric motors and generators,Domestic,81.6,NA
2005-07,Canada,Electric motors and generators,Imported,97.3,NA
2005-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,94.8,NA
2005-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98,NA
2005-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,94.4,NA
2005-07,Canada,Wiring devices,Total domestic and imported,98.4,NA
2005-07,Canada,Wiring devices,Domestic,101.7,NA
2005-07,Canada,Wiring devices,Imported,98.5,NA
2005-07,Canada,Passenger cars,Total domestic and imported,115.7,NA
2005-07,Canada,Passenger cars,Domestic,103.1,NA
2005-07,Canada,Passenger cars,Imported,118,NA
2005-07,Canada,Buses,Total domestic and imported,102.4,NA
2005-07,Canada,Buses,Domestic,101.1,NA
2005-07,Canada,Buses,Imported,102,NA
2005-07,Canada,Aircraft parts and equipment,Total domestic and imported,98.6,NA
2005-07,Canada,Aircraft parts and equipment,Domestic,91.1,NA
2005-07,Canada,Aircraft parts and equipment,Imported,105,NA
2005-07,Canada,Railroad rolling stocks,Imported,101.9,NA
2005-07,Canada,Ships,Imported,100.4,NA
2005-07,Canada,Sporting and athletic goods,Total domestic and imported,103.7,NA
2005-07,Canada,Sporting and athletic goods,Domestic,96.7,NA
2005-07,Canada,Sporting and athletic goods,Imported,108.5,NA
2005-07,Canada,Signs,Imported,108.9,NA
2005-10,Canada,Carpets and rugs,Total domestic and imported,102,NA
2005-10,Canada,Carpets and rugs,Domestic,99.7,NA
2005-10,Canada,Carpets and rugs,Imported,102.9,NA
2005-10,Canada,Wood containers and pallets,Imported,113.1,NA
2005-10,Canada,Prefabricated wood buildings and components,Total domestic and imported,76.5,NA
2005-10,Canada,Prefabricated wood buildings and components,Domestic,75.9,NA
2005-10,Canada,Prefabricated wood buildings and components,Imported,102.3,NA
2005-10,Canada,Springs and wire products,Total domestic and imported,96.6,NA
2005-10,Canada,Springs and wire products,Domestic,98,NA
2005-10,Canada,Springs and wire products,Imported,92.8,NA
2005-10,Canada,Computers and computer peripheral equipment,Imported,143.7,NA
2005-10,Canada,Telephone apparatus,Imported,114.3,NA
2005-10,Canada,Transformers,Total domestic and imported,81.7,NA
2005-10,Canada,Transformers,Domestic,87.3,NA
2005-10,Canada,Transformers,Imported,79.7,NA
2005-10,Canada,Electric motors and generators,Total domestic and imported,95.5,NA
2005-10,Canada,Electric motors and generators,Domestic,85.3,NA
2005-10,Canada,Electric motors and generators,Imported,95.7,NA
2005-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,93.8,NA
2005-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2005-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,93.3,NA
2005-10,Canada,Wiring devices,Total domestic and imported,102.3,NA
2005-10,Canada,Wiring devices,Domestic,101.3,NA
2005-10,Canada,Wiring devices,Imported,104.4,NA
2005-10,Canada,Passenger cars,Total domestic and imported,114.6,NA
2005-10,Canada,Passenger cars,Domestic,105.7,NA
2005-10,Canada,Passenger cars,Imported,116.2,NA
2005-10,Canada,Buses,Total domestic and imported,100.9,NA
2005-10,Canada,Buses,Domestic,99.6,NA
2005-10,Canada,Buses,Imported,100.5,NA
2005-10,Canada,Aircraft parts and equipment,Total domestic and imported,97.5,NA
2005-10,Canada,Aircraft parts and equipment,Domestic,91.1,NA
2005-10,Canada,Aircraft parts and equipment,Imported,102.7,NA
2005-10,Canada,Railroad rolling stocks,Imported,99.6,NA
2005-10,Canada,Ships,Imported,99.3,NA
2005-10,Canada,Sporting and athletic goods,Total domestic and imported,102,NA
2005-10,Canada,Sporting and athletic goods,Domestic,96.6,NA
2005-10,Canada,Sporting and athletic goods,Imported,105.7,NA
2005-10,Canada,Signs,Imported,106.9,NA
2006-01,Canada,Carpets and rugs,Total domestic and imported,102.9,NA
2006-01,Canada,Carpets and rugs,Domestic,100.6,NA
2006-01,Canada,Carpets and rugs,Imported,103.8,NA
2006-01,Canada,Wood containers and pallets,Imported,111.3,NA
2006-01,Canada,Prefabricated wood buildings and components,Total domestic and imported,80.8,NA
2006-01,Canada,Prefabricated wood buildings and components,Domestic,80.2,NA
2006-01,Canada,Prefabricated wood buildings and components,Imported,101.3,NA
2006-01,Canada,Springs and wire products,Total domestic and imported,96.1,NA
2006-01,Canada,Springs and wire products,Domestic,98,NA
2006-01,Canada,Springs and wire products,Imported,91.7,NA
2006-01,Canada,Computers and computer peripheral equipment,Imported,140.8,NA
2006-01,Canada,Telephone apparatus,Imported,113.7,NA
2006-01,Canada,Transformers,Total domestic and imported,83.4,NA
2006-01,Canada,Transformers,Domestic,91.5,NA
2006-01,Canada,Transformers,Imported,80.7,NA
2006-01,Canada,Electric motors and generators,Total domestic and imported,95.3,NA
2006-01,Canada,Electric motors and generators,Domestic,85.9,NA
2006-01,Canada,Electric motors and generators,Imported,95.5,NA
2006-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,94,NA
2006-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2006-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,93.4,NA
2006-01,Canada,Wiring devices,Total domestic and imported,102.2,NA
2006-01,Canada,Wiring devices,Domestic,100.2,NA
2006-01,Canada,Wiring devices,Imported,104.8,NA
2006-01,Canada,Passenger cars,Total domestic and imported,112.4,NA
2006-01,Canada,Passenger cars,Domestic,104.2,NA
2006-01,Canada,Passenger cars,Imported,113.8,NA
2006-01,Canada,Buses,Total domestic and imported,101.1,NA
2006-01,Canada,Buses,Domestic,99.1,NA
2006-01,Canada,Buses,Imported,100.8,NA
2006-01,Canada,Aircraft parts and equipment,Total domestic and imported,97.3,NA
2006-01,Canada,Aircraft parts and equipment,Domestic,91.8,NA
2006-01,Canada,Aircraft parts and equipment,Imported,101.7,NA
2006-01,Canada,Railroad rolling stocks,Imported,100.3,NA
2006-01,Canada,Ships,Imported,98.1,NA
2006-01,Canada,Sporting and athletic goods,Total domestic and imported,101.5,NA
2006-01,Canada,Sporting and athletic goods,Domestic,96.9,NA
2006-01,Canada,Sporting and athletic goods,Imported,104.6,NA
2006-01,Canada,Signs,Imported,105.3,NA
2006-04,Canada,Carpets and rugs,Total domestic and imported,101.6,NA
2006-04,Canada,Carpets and rugs,Domestic,101.8,NA
2006-04,Canada,Carpets and rugs,Imported,99.9,NA
2006-04,Canada,Wood containers and pallets,Imported,107.2,NA
2006-04,Canada,Prefabricated wood buildings and components,Total domestic and imported,83.5,NA
2006-04,Canada,Prefabricated wood buildings and components,Domestic,83,NA
2006-04,Canada,Prefabricated wood buildings and components,Imported,100.2,NA
2006-04,Canada,Springs and wire products,Total domestic and imported,95.4,NA
2006-04,Canada,Springs and wire products,Domestic,98,NA
2006-04,Canada,Springs and wire products,Imported,89.9,NA
2006-04,Canada,Computers and computer peripheral equipment,Imported,135.8,NA
2006-04,Canada,Telephone apparatus,Imported,111,NA
2006-04,Canada,Transformers,Total domestic and imported,85,NA
2006-04,Canada,Transformers,Domestic,94.5,NA
2006-04,Canada,Transformers,Imported,81.9,NA
2006-04,Canada,Electric motors and generators,Total domestic and imported,94.1,NA
2006-04,Canada,Electric motors and generators,Domestic,87.8,NA
2006-04,Canada,Electric motors and generators,Imported,94.2,NA
2006-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,92.4,NA
2006-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2006-04,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,91.6,NA
2006-04,Canada,Wiring devices,Total domestic and imported,98.9,NA
2006-04,Canada,Wiring devices,Domestic,101.4,NA
2006-04,Canada,Wiring devices,Imported,99.5,NA
2006-04,Canada,Passenger cars,Total domestic and imported,108.2,NA
2006-04,Canada,Passenger cars,Domestic,102.2,NA
2006-04,Canada,Passenger cars,Imported,109.2,NA
2006-04,Canada,Buses,Total domestic and imported,99.9,NA
2006-04,Canada,Buses,Domestic,99.7,NA
2006-04,Canada,Buses,Imported,99.3,NA
2006-04,Canada,Aircraft parts and equipment,Total domestic and imported,95.7,NA
2006-04,Canada,Aircraft parts and equipment,Domestic,91.6,NA
2006-04,Canada,Aircraft parts and equipment,Imported,98.8,NA
2006-04,Canada,Railroad rolling stocks,Imported,99.6,NA
2006-04,Canada,Ships,Imported,95.9,NA
2006-04,Canada,Sporting and athletic goods,Total domestic and imported,100.3,NA
2006-04,Canada,Sporting and athletic goods,Domestic,96.9,NA
2006-04,Canada,Sporting and athletic goods,Imported,102.6,NA
2006-04,Canada,Signs,Imported,102.8,NA
2006-07,Canada,Carpets and rugs,Total domestic and imported,102.5,NA
2006-07,Canada,Carpets and rugs,Domestic,102.4,NA
2006-07,Canada,Carpets and rugs,Imported,101.1,NA
2006-07,Canada,Wood containers and pallets,Imported,105.1,NA
2006-07,Canada,Prefabricated wood buildings and components,Total domestic and imported,84.4,NA
2006-07,Canada,Prefabricated wood buildings and components,Domestic,83.8,NA
2006-07,Canada,Prefabricated wood buildings and components,Imported,101.1,NA
2006-07,Canada,Springs and wire products,Total domestic and imported,93.4,NA
2006-07,Canada,Springs and wire products,Domestic,94.1,NA
2006-07,Canada,Springs and wire products,Imported,91,NA
2006-07,Canada,Computers and computer peripheral equipment,Imported,134,NA
2006-07,Canada,Telephone apparatus,Imported,110.4,NA
2006-07,Canada,Transformers,Total domestic and imported,90.3,NA
2006-07,Canada,Transformers,Domestic,98.1,NA
2006-07,Canada,Transformers,Imported,87.7,NA
2006-07,Canada,Electric motors and generators,Total domestic and imported,96.2,NA
2006-07,Canada,Electric motors and generators,Domestic,87.8,NA
2006-07,Canada,Electric motors and generators,Imported,96.4,NA
2006-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,93.4,NA
2006-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2006-07,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,92.8,NA
2006-07,Canada,Wiring devices,Total domestic and imported,101.1,NA
2006-07,Canada,Wiring devices,Domestic,102.1,NA
2006-07,Canada,Wiring devices,Imported,102.4,NA
2006-07,Canada,Passenger cars,Total domestic and imported,104.4,NA
2006-07,Canada,Passenger cars,Domestic,101.2,NA
2006-07,Canada,Passenger cars,Imported,104.9,NA
2006-07,Canada,Buses,Total domestic and imported,100.7,NA
2006-07,Canada,Buses,Domestic,99,NA
2006-07,Canada,Buses,Imported,100.3,NA
2006-07,Canada,Aircraft parts and equipment,Total domestic and imported,95.7,NA
2006-07,Canada,Aircraft parts and equipment,Domestic,91.7,NA
2006-07,Canada,Aircraft parts and equipment,Imported,98.7,NA
2006-07,Canada,Railroad rolling stocks,Imported,100,NA
2006-07,Canada,Ships,Imported,96.9,NA
2006-07,Canada,Sporting and athletic goods,Total domestic and imported,100.1,NA
2006-07,Canada,Sporting and athletic goods,Domestic,95.9,NA
2006-07,Canada,Sporting and athletic goods,Imported,102.9,NA
2006-07,Canada,Signs,Imported,103.9,NA
2006-10,Canada,Carpets and rugs,Total domestic and imported,102.1,NA
2006-10,Canada,Carpets and rugs,Domestic,99.9,NA
2006-10,Canada,Carpets and rugs,Imported,102.8,NA
2006-10,Canada,Wood containers and pallets,Imported,106.8,NA
2006-10,Canada,Prefabricated wood buildings and components,Total domestic and imported,85.5,NA
2006-10,Canada,Prefabricated wood buildings and components,Domestic,84.9,NA
2006-10,Canada,Prefabricated wood buildings and components,Imported,102.9,NA
2006-10,Canada,Springs and wire products,Total domestic and imported,94.2,NA
2006-10,Canada,Springs and wire products,Domestic,94.1,NA
2006-10,Canada,Springs and wire products,Imported,92.7,NA
2006-10,Canada,Computers and computer peripheral equipment,Imported,135.3,NA
2006-10,Canada,Telephone apparatus,Imported,111.2,NA
2006-10,Canada,Transformers,Total domestic and imported,93.3,NA
2006-10,Canada,Transformers,Domestic,101.7,NA
2006-10,Canada,Transformers,Imported,90.5,NA
2006-10,Canada,Electric motors and generators,Total domestic and imported,98.6,NA
2006-10,Canada,Electric motors and generators,Domestic,89.1,NA
2006-10,Canada,Electric motors and generators,Imported,98.8,NA
2006-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,96.1,NA
2006-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
2006-10,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Imported,95.8,NA
2006-10,Canada,Wiring devices,Total domestic and imported,101.2,NA
2006-10,Canada,Wiring devices,Domestic,99.7,NA
2006-10,Canada,Wiring devices,Imported,103.6,NA
2006-10,Canada,Passenger cars,Total domestic and imported,109.8,NA
2006-10,Canada,Passenger cars,Domestic,102.8,NA
2006-10,Canada,Passenger cars,Imported,111,NA
2006-10,Canada,Buses,Total domestic and imported,102.6,NA
2006-10,Canada,Buses,Domestic,98.9,NA
2006-10,Canada,Buses,Imported,102.6,NA
2006-10,Canada,Aircraft parts and equipment,Total domestic and imported,96.9,NA
2006-10,Canada,Aircraft parts and equipment,Domestic,92.1,NA
2006-10,Canada,Aircraft parts and equipment,Imported,100.7,NA
2006-10,Canada,Railroad rolling stocks,Imported,102.3,NA
2006-10,Canada,Ships,Imported,100.5,NA
2006-10,Canada,Sporting and athletic goods,Total domestic and imported,100.6,NA
2006-10,Canada,Sporting and athletic goods,Domestic,94.3,NA
2006-10,Canada,Sporting and athletic goods,Imported,105,NA
2006-10,Canada,Signs,Imported,105.9,NA
2007-01,Canada,Carpets and rugs,Total domestic and imported,103.2,NA
2007-01,Canada,Carpets and rugs,Domestic,99.5,NA
2007-01,Canada,Carpets and rugs,Imported,105.6,NA
2007-01,Canada,Wood containers and pallets,Imported,109.9,NA
2007-01,Canada,Prefabricated wood buildings and components,Total domestic and imported,89.9,NA
2007-01,Canada,Prefabricated wood buildings and components,Domestic,89.3,NA
2007-01,Canada,Prefabricated wood buildings and components,Imported,105.4,NA
2007-01,Canada,Springs and wire products,Total domestic and imported,95.2,NA
2007-01,Canada,Springs and wire products,Domestic,94.1,NA
2007-01,Canada,Springs and wire products,Imported,95.4,NA
2007-01,Canada,Computers and computer peripheral equipment,Imported,126.6,NA
2007-01,Canada,Telephone apparatus,Imported,114.4,NA
2007-01,Canada,Transformers,Total domestic and imported,98.2,NA
2007-01,Canada,Transformers,Domestic,102.4,NA
2007-01,Canada,Transformers,Imported,96.6,NA
2007-01,Canada,Electric motors and generators,Total domestic and imported,102.7,NA
2007-01,Canada,Electric motors and generators,Domestic,93.4,NA
2007-01,Canada,Electric motors and generators,Imported,102.9,NA
2007-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Total domestic and imported,101.3,NA
2007-01,Canada,"Switchgear, switchboard, relays and industrial control apparatus",Domestic,98.4,NA
