REF_DATE,GEO,North American Product Classification System (NAPCS),VALUE,STATUS,Classification Code for North American Product Classification System (NAPCS)
2018-05,Canada,Other metal ores and concentrates [155],96.9,E,[155]
2018-05,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",84.1,E,[15511]
2018-05,Canada,Bauxite and aluminum oxide [15521],100.6,E,[15521]
2018-05,Canada,Lead and zinc ores and concentrates [15522],123.6,NA,[15522]
2018-05,Canada,"Other metal ores and concentrates, n.e.c. [15523]",135.1,NA,[15523]
2018-05,Canada,Waste and scrap of metal [156],117.2,NA,[156]
2018-05,Canada,Waste and scrap of iron and steel [15611],102.3,NA,[15611]
2018-05,Canada,Waste and scrap of non-ferrous metals [15612],128.9,E,[15612]
2018-06,Canada,"Total, Raw materials price indexes (RMPI)",110.2,NA,NA
2018-06,Canada,Crude energy products [M51],121.1,NA,[M51]
2018-06,Canada,Crude oil and bitumen [141],121.8,NA,[141]
2018-06,Canada,Conventional crude oil [14111],121.3,NA,[14111]
2018-06,Canada,Natural gas [142],105.9,NA,[142]
2018-06,Canada,Coal [144],108.6,E,[144]
2018-06,Canada,Hard coal [14411],108.7,E,[14411]
2018-06,Canada,Brown coal [14412],108.7,E,[14412]
2018-06,Canada,Fuel wood and solid fuel products n.e.c. [14512],104.7,E,[14512]
2018-06,Canada,Steam and heated or cooled air or water [14513],105.9,E,[14513]
2018-06,Canada,"Total, excluding crude energy products",103.2,NA,NA
2018-06,Canada,Crop products [M11],97,NA,[M11]
2018-06,Canada,Wheat [112],99.6,NA,[112]
2018-06,Canada,Canola (including rapeseed) [113],111.9,NA,[113]
2018-06,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",98,NA,[114]
2018-06,Canada,Fresh fruit and nuts [11411],99.9,NA,[11411]
2018-06,Canada,Fresh potatoes [11421],91.9,NA,[11421]
2018-06,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],100,E,[11422]
2018-06,Canada,Other crop products [115],93.9,NA,[115]
2018-06,Canada,Grains (except wheat) [11511],89.7,NA,[11511]
2018-06,Canada,Oilseeds (except canola) [11512],93.6,NA,[11512]
2018-06,Canada,Other miscellaneous crop products [11513],101.7,NA,[11513]
2018-06,Canada,"Floriculture and nursery products, and sod [11514]",100.3,E,[11514]
2018-06,Canada,Animals and animal products [M21],103.3,NA,[M21]
2018-06,Canada,Live animals [111],108.4,NA,[111]
2018-06,Canada,Cattle and calves [11111],96.6,NA,[11111]
2018-06,Canada,Hogs [11112],134.2,NA,[11112]
2018-06,Canada,Poultry [11113],96.5,NA,[11113]
2018-06,Canada,Other live animals [11114],92,E,[11114]
2018-06,Canada,Other animal products [116],95.1,NA,[116]
2018-06,Canada,Eggs in shell [11611],94.4,NA,[11611]
2018-06,Canada,Unprocessed milk [11612],95.1,NA,[11612]
2018-06,Canada,"Raw furskins, and animal products n.e.c. [11613]",118.7,NA,[11613]
2018-06,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",97.9,NA,[121]
2018-06,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",97.9,NA,[12111]
2018-06,Canada,Non-metallic minerals [M31],99.6,NA,[M31]
2018-06,Canada,Potash [161],98.5,NA,[161]
2018-06,Canada,Potash [16111],98.5,NA,[16111]
2018-06,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",99.9,NA,[162]
2018-06,Canada,Stone [16211],95.8,NA,[16211]
2018-06,Canada,"Sand, gravel, clay, and refractory minerals [16212]",100.7,NA,[16212]
2018-06,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],99.8,NA,[163]
2018-06,Canada,Non-metallic minerals (except diamonds) [16312],99.8,NA,[16312]
2018-06,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",104.7,NA,[M41]
2018-06,Canada,"Logs, pulpwood and other forestry products [131]",105,NA,[131]
2018-06,Canada,Logs and bolts [13111],106.1,E,[13111]
2018-06,Canada,Pulpwood [13112],91.5,E,[13112]
2018-06,Canada,"Rough untreated poles, posts and piling [13113]",106.1,E,[13113]
2018-06,Canada,Natural rubber [282M],93.6,NA,[282M]
2018-06,Canada,Natural rubber [28211M],93.6,NA,[28211M]
2018-06,Canada,"Metal ores, concentrates and scrap [M61]",106.4,NA,[M61]
2018-06,Canada,Iron ores and concentrates [151],68.1,NA,[151]
2018-06,Canada,Iron ores and concentrates [15111],68.1,NA,[15111]
2018-06,Canada,Copper ores and concentrates [152],115.2,E,[152]
2018-06,Canada,Copper ores and concentrates [15211],115.2,NA,[15211]
2018-06,Canada,Nickel ores and concentrates [153],106.4,E,[153]
2018-06,Canada,Nickel ores and concentrates [15311],106.4,NA,[15311]
2018-06,Canada,Radioactive ores and concentrates [154],115.1,E,[154]
2018-06,Canada,Radioactive ores and concentrates [15411],115.1,NA,[15411]
2018-06,Canada,Other metal ores and concentrates [155],99.3,E,[155]
2018-06,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",85.7,E,[15511]
2018-06,Canada,Bauxite and aluminum oxide [15521],102.1,E,[15521]
2018-06,Canada,Lead and zinc ores and concentrates [15522],128.6,NA,[15522]
2018-06,Canada,"Other metal ores and concentrates, n.e.c. [15523]",139.6,NA,[15523]
2018-06,Canada,Waste and scrap of metal [156],126.7,NA,[156]
2018-06,Canada,Waste and scrap of iron and steel [15611],110.8,NA,[15611]
2018-06,Canada,Waste and scrap of non-ferrous metals [15612],139.2,E,[15612]
2018-07,Canada,"Total, Raw materials price indexes (RMPI)",111,NA,NA
2018-07,Canada,Crude energy products [M51],125.6,NA,[M51]
2018-07,Canada,Crude oil and bitumen [141],126.5,NA,[141]
2018-07,Canada,Conventional crude oil [14111],125.9,NA,[14111]
2018-07,Canada,Natural gas [142],105.1,NA,[142]
2018-07,Canada,Coal [144],110.4,E,[144]
2018-07,Canada,Hard coal [14411],110.5,E,[14411]
2018-07,Canada,Brown coal [14412],110.5,E,[14412]
2018-07,Canada,Fuel wood and solid fuel products n.e.c. [14512],104.1,E,[14512]
2018-07,Canada,Steam and heated or cooled air or water [14513],105.1,E,[14513]
2018-07,Canada,"Total, excluding crude energy products",101.2,NA,NA
2018-07,Canada,Crop products [M11],95.3,NA,[M11]
2018-07,Canada,Wheat [112],95.5,NA,[112]
2018-07,Canada,Canola (including rapeseed) [113],105.8,NA,[113]
2018-07,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",99.7,NA,[114]
2018-07,Canada,Fresh fruit and nuts [11411],99.9,NA,[11411]
2018-07,Canada,Fresh potatoes [11421],99,NA,[11421]
2018-07,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],100,E,[11422]
2018-07,Canada,Other crop products [115],92.5,NA,[115]
2018-07,Canada,Grains (except wheat) [11511],88.3,NA,[11511]
2018-07,Canada,Oilseeds (except canola) [11512],92,NA,[11512]
2018-07,Canada,Other miscellaneous crop products [11513],100.6,NA,[11513]
2018-07,Canada,"Floriculture and nursery products, and sod [11514]",100.3,E,[11514]
2018-07,Canada,Animals and animal products [M21],104.3,NA,[M21]
2018-07,Canada,Live animals [111],108.8,NA,[111]
2018-07,Canada,Cattle and calves [11111],97,NA,[11111]
2018-07,Canada,Hogs [11112],133.6,NA,[11112]
2018-07,Canada,Poultry [11113],98.4,NA,[11113]
2018-07,Canada,Other live animals [11114],92.7,E,[11114]
2018-07,Canada,Other animal products [116],95.1,NA,[116]
2018-07,Canada,Eggs in shell [11611],95,NA,[11611]
2018-07,Canada,Unprocessed milk [11612],95.1,NA,[11612]
2018-07,Canada,"Raw furskins, and animal products n.e.c. [11613]",116.2,NA,[11613]
2018-07,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",105.1,NA,[121]
2018-07,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",105.1,NA,[12111]
2018-07,Canada,Non-metallic minerals [M31],99.8,NA,[M31]
2018-07,Canada,Potash [161],98.5,NA,[161]
2018-07,Canada,Potash [16111],98.5,NA,[16111]
2018-07,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",100,NA,[162]
2018-07,Canada,Stone [16211],96.3,NA,[16211]
2018-07,Canada,"Sand, gravel, clay, and refractory minerals [16212]",100.8,NA,[16212]
2018-07,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],100.1,NA,[163]
2018-07,Canada,Non-metallic minerals (except diamonds) [16312],100.1,NA,[16312]
2018-07,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",104.1,NA,[M41]
2018-07,Canada,"Logs, pulpwood and other forestry products [131]",104.9,NA,[131]
2018-07,Canada,Logs and bolts [13111],106.1,E,[13111]
2018-07,Canada,Pulpwood [13112],90,E,[13112]
2018-07,Canada,"Rough untreated poles, posts and piling [13113]",106.1,E,[13113]
2018-07,Canada,Natural rubber [282M],88.6,NA,[282M]
2018-07,Canada,Natural rubber [28211M],88.6,NA,[28211M]
2018-07,Canada,"Metal ores, concentrates and scrap [M61]",101.3,NA,[M61]
2018-07,Canada,Iron ores and concentrates [151],67.7,NA,[151]
2018-07,Canada,Iron ores and concentrates [15111],67.7,NA,[15111]
2018-07,Canada,Copper ores and concentrates [152],103.5,E,[152]
2018-07,Canada,Copper ores and concentrates [15211],103.5,NA,[15211]
2018-07,Canada,Nickel ores and concentrates [153],101.3,E,[153]
2018-07,Canada,Nickel ores and concentrates [15311],101.3,NA,[15311]
2018-07,Canada,Radioactive ores and concentrates [154],115.1,E,[154]
2018-07,Canada,Radioactive ores and concentrates [15411],115.1,NA,[15411]
2018-07,Canada,Other metal ores and concentrates [155],94,E,[155]
2018-07,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",82.6,E,[15511]
2018-07,Canada,Bauxite and aluminum oxide [15521],104,E,[15521]
2018-07,Canada,Lead and zinc ores and concentrates [15522],113.3,NA,[15522]
2018-07,Canada,"Other metal ores and concentrates, n.e.c. [15523]",138.1,NA,[15523]
2018-07,Canada,Waste and scrap of metal [156],129.7,NA,[156]
2018-07,Canada,Waste and scrap of iron and steel [15611],113.4,NA,[15611]
2018-07,Canada,Waste and scrap of non-ferrous metals [15612],142.5,E,[15612]
2018-08,Canada,"Total, Raw materials price indexes (RMPI)",105.7,NA,NA
2018-08,Canada,Crude energy products [M51],118.2,NA,[M51]
2018-08,Canada,Crude oil and bitumen [141],118.9,NA,[141]
2018-08,Canada,Conventional crude oil [14111],118.4,NA,[14111]
2018-08,Canada,Natural gas [142],105.1,NA,[142]
2018-08,Canada,Coal [144],107.8,E,[144]
2018-08,Canada,Hard coal [14411],108,E,[14411]
2018-08,Canada,Brown coal [14412],108,E,[14412]
2018-08,Canada,Fuel wood and solid fuel products n.e.c. [14512],105.1,E,[14512]
2018-08,Canada,Steam and heated or cooled air or water [14513],105.1,E,[14513]
2018-08,Canada,"Total, excluding crude energy products",97.4,NA,NA
2018-08,Canada,Crop products [M11],96.1,NA,[M11]
2018-08,Canada,Wheat [112],102.3,NA,[112]
2018-08,Canada,Canola (including rapeseed) [113],105.6,NA,[113]
2018-08,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",96.7,NA,[114]
2018-08,Canada,Fresh fruit and nuts [11411],99.8,NA,[11411]
2018-08,Canada,Fresh potatoes [11421],86.6,NA,[11421]
2018-08,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],100,E,[11422]
2018-08,Canada,Other crop products [115],93.3,NA,[115]
2018-08,Canada,Grains (except wheat) [11511],91.1,NA,[11511]
2018-08,Canada,Oilseeds (except canola) [11512],93,NA,[11512]
2018-08,Canada,Other miscellaneous crop products [11513],97.3,NA,[11513]
2018-08,Canada,"Floriculture and nursery products, and sod [11514]",99.6,E,[11514]
2018-08,Canada,Animals and animal products [M21],96.7,NA,[M21]
2018-08,Canada,Live animals [111],95.3,NA,[111]
2018-08,Canada,Cattle and calves [11111],93.5,NA,[11111]
2018-08,Canada,Hogs [11112],95.5,NA,[11112]
2018-08,Canada,Poultry [11113],99,NA,[11113]
2018-08,Canada,Other live animals [11114],92.1,E,[11114]
2018-08,Canada,Other animal products [116],95.1,NA,[116]
2018-08,Canada,Eggs in shell [11611],95,NA,[11611]
2018-08,Canada,Unprocessed milk [11612],95.1,NA,[11612]
2018-08,Canada,"Raw furskins, and animal products n.e.c. [11613]",116.2,NA,[11613]
2018-08,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",106,NA,[121]
2018-08,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",106,NA,[12111]
2018-08,Canada,Non-metallic minerals [M31],99.5,NA,[M31]
2018-08,Canada,Potash [161],97.8,NA,[161]
2018-08,Canada,Potash [16111],97.8,NA,[16111]
2018-08,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",99.6,NA,[162]
2018-08,Canada,Stone [16211],94.5,NA,[16211]
2018-08,Canada,"Sand, gravel, clay, and refractory minerals [16212]",100.6,NA,[16212]
2018-08,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],100.4,NA,[163]
2018-08,Canada,Non-metallic minerals (except diamonds) [16312],100.4,NA,[16312]
2018-08,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",105.1,NA,[M41]
2018-08,Canada,"Logs, pulpwood and other forestry products [131]",105.9,NA,[131]
2018-08,Canada,Logs and bolts [13111],106.7,E,[13111]
2018-08,Canada,Pulpwood [13112],95.5,E,[13112]
2018-08,Canada,"Rough untreated poles, posts and piling [13113]",106.7,E,[13113]
2018-08,Canada,Natural rubber [282M],88.9,NA,[282M]
2018-08,Canada,Natural rubber [28211M],88.9,NA,[28211M]
2018-08,Canada,"Metal ores, concentrates and scrap [M61]",97.4,NA,[M61]
2018-08,Canada,Iron ores and concentrates [151],69.9,NA,[151]
2018-08,Canada,Iron ores and concentrates [15111],69.9,NA,[15111]
2018-08,Canada,Copper ores and concentrates [152],99.4,E,[152]
2018-08,Canada,Copper ores and concentrates [15211],99.4,NA,[15211]
2018-08,Canada,Nickel ores and concentrates [153],97.4,E,[153]
2018-08,Canada,Nickel ores and concentrates [15311],97.4,NA,[15311]
2018-08,Canada,Radioactive ores and concentrates [154],114.3,E,[154]
2018-08,Canada,Radioactive ores and concentrates [15411],114.3,NA,[15411]
2018-08,Canada,Other metal ores and concentrates [155],88.8,E,[155]
2018-08,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",77.2,E,[15511]
2018-08,Canada,Bauxite and aluminum oxide [15521],103.7,E,[15521]
2018-08,Canada,Lead and zinc ores and concentrates [15522],105.7,NA,[15522]
2018-08,Canada,"Other metal ores and concentrates, n.e.c. [15523]",132.7,NA,[15523]
2018-08,Canada,Waste and scrap of metal [156],127.4,NA,[156]
2018-08,Canada,Waste and scrap of iron and steel [15611],111.8,NA,[15611]
2018-08,Canada,Waste and scrap of non-ferrous metals [15612],139.7,E,[15612]
2018-09,Canada,"Total, Raw materials price indexes (RMPI)",104.8,NA,NA
2018-09,Canada,Crude energy products [M51],117.3,NA,[M51]
2018-09,Canada,Crude oil and bitumen [141],118,NA,[141]
2018-09,Canada,Conventional crude oil [14111],117.5,NA,[14111]
2018-09,Canada,Natural gas [142],105.2,NA,[142]
2018-09,Canada,Coal [144],107.7,E,[144]
2018-09,Canada,Hard coal [14411],107.8,E,[14411]
2018-09,Canada,Brown coal [14412],107.8,E,[14412]
2018-09,Canada,Fuel wood and solid fuel products n.e.c. [14512],105,E,[14512]
2018-09,Canada,Steam and heated or cooled air or water [14513],105.2,E,[14513]
2018-09,Canada,"Total, excluding crude energy products",96.3,NA,NA
2018-09,Canada,Crop products [M11],95.1,NA,[M11]
2018-09,Canada,Wheat [112],100.4,NA,[112]
2018-09,Canada,Canola (including rapeseed) [113],104.2,NA,[113]
2018-09,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",96.7,NA,[114]
2018-09,Canada,Fresh fruit and nuts [11411],100.3,NA,[11411]
2018-09,Canada,Fresh potatoes [11421],86,NA,[11421]
2018-09,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],100,E,[11422]
2018-09,Canada,Other crop products [115],92.2,NA,[115]
2018-09,Canada,Grains (except wheat) [11511],91.2,NA,[11511]
2018-09,Canada,Oilseeds (except canola) [11512],91.6,NA,[11512]
2018-09,Canada,Other miscellaneous crop products [11513],94.7,NA,[11513]
2018-09,Canada,"Floriculture and nursery products, and sod [11514]",99.6,E,[11514]
2018-09,Canada,Animals and animal products [M21],96.1,NA,[M21]
2018-09,Canada,Live animals [111],92.4,NA,[111]
2018-09,Canada,Cattle and calves [11111],93.2,NA,[11111]
2018-09,Canada,Hogs [11112],88.2,NA,[11112]
2018-09,Canada,Poultry [11113],97.6,NA,[11113]
2018-09,Canada,Other live animals [11114],81.4,E,[11114]
2018-09,Canada,Other animal products [116],98.6,NA,[116]
2018-09,Canada,Eggs in shell [11611],95,NA,[11611]
2018-09,Canada,Unprocessed milk [11612],98.6,NA,[11612]
2018-09,Canada,"Raw furskins, and animal products n.e.c. [11613]",114.1,NA,[11613]
2018-09,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",106.2,NA,[121]
2018-09,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",106.2,NA,[12111]
2018-09,Canada,Non-metallic minerals [M31],99.9,NA,[M31]
2018-09,Canada,Potash [161],97.8,NA,[161]
2018-09,Canada,Potash [16111],97.8,NA,[16111]
2018-09,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",100,NA,[162]
2018-09,Canada,Stone [16211],93.8,NA,[16211]
2018-09,Canada,"Sand, gravel, clay, and refractory minerals [16212]",101.2,NA,[16212]
2018-09,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],100.7,NA,[163]
2018-09,Canada,Non-metallic minerals (except diamonds) [16312],100.7,NA,[16312]
2018-09,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",105,NA,[M41]
2018-09,Canada,"Logs, pulpwood and other forestry products [131]",105.9,NA,[131]
2018-09,Canada,Logs and bolts [13111],106.7,E,[13111]
2018-09,Canada,Pulpwood [13112],95.7,E,[13112]
2018-09,Canada,"Rough untreated poles, posts and piling [13113]",106.7,E,[13113]
2018-09,Canada,Natural rubber [282M],87.6,NA,[282M]
2018-09,Canada,Natural rubber [28211M],87.6,NA,[28211M]
2018-09,Canada,"Metal ores, concentrates and scrap [M61]",95.7,NA,[M61]
2018-09,Canada,Iron ores and concentrates [151],71.1,NA,[151]
2018-09,Canada,Iron ores and concentrates [15111],71.1,NA,[15111]
2018-09,Canada,Copper ores and concentrates [152],99,E,[152]
2018-09,Canada,Copper ores and concentrates [15211],99,NA,[15211]
2018-09,Canada,Nickel ores and concentrates [153],95.7,E,[153]
2018-09,Canada,Nickel ores and concentrates [15311],95.7,NA,[15311]
2018-09,Canada,Radioactive ores and concentrates [154],114.3,E,[154]
2018-09,Canada,Radioactive ores and concentrates [15411],114.3,NA,[15411]
2018-09,Canada,Other metal ores and concentrates [155],87.6,E,[155]
2018-09,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",77.5,E,[15511]
2018-09,Canada,Bauxite and aluminum oxide [15521],98.6,E,[15521]
2018-09,Canada,Lead and zinc ores and concentrates [15522],103,NA,[15522]
2018-09,Canada,"Other metal ores and concentrates, n.e.c. [15523]",142.3,NA,[15523]
2018-09,Canada,Waste and scrap of metal [156],120.8,NA,[156]
2018-09,Canada,Waste and scrap of iron and steel [15611],108.8,NA,[15611]
2018-09,Canada,Waste and scrap of non-ferrous metals [15612],130.8,E,[15612]
2018-10,Canada,"Total, Raw materials price indexes (RMPI)",102.5,NA,NA
2018-10,Canada,Crude energy products [M51],109.3,NA,[M51]
2018-10,Canada,Crude oil and bitumen [141],109.5,NA,[141]
2018-10,Canada,Conventional crude oil [14111],109,NA,[14111]
2018-10,Canada,Natural gas [142],107,NA,[142]
2018-10,Canada,Coal [144],113,E,[144]
2018-10,Canada,Hard coal [14411],113.2,E,[14411]
2018-10,Canada,Brown coal [14412],113.2,E,[14412]
2018-10,Canada,Fuel wood and solid fuel products n.e.c. [14512],105.7,E,[14512]
2018-10,Canada,Steam and heated or cooled air or water [14513],107,E,[14513]
2018-10,Canada,"Total, excluding crude energy products",98.5,NA,NA
