REF_DATE,GEO,North American Product Classification System (NAPCS),VALUE,STATUS,Classification Code for North American Product Classification System (NAPCS)
2011-09,Canada,Natural gas [142],143,NA,[142]
2011-09,Canada,Coal [144],99.9,E,[144]
2011-09,Canada,Hard coal [14411],99.7,E,[14411]
2011-09,Canada,Brown coal [14412],99.7,E,[14412]
2011-09,Canada,Fuel wood and solid fuel products n.e.c. [14512],85.4,E,[14512]
2011-09,Canada,Steam and heated or cooled air or water [14513],143,E,[14513]
2011-09,Canada,"Total, excluding crude energy products",101.1,NA,NA
2011-09,Canada,Crop products [M11],99.6,NA,[M11]
2011-09,Canada,Wheat [112],102.5,NA,[112]
2011-09,Canada,Canola (including rapeseed) [113],107.6,NA,[113]
2011-09,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",75,NA,[114]
2011-09,Canada,Fresh fruit and nuts [11411],91.3,NA,[11411]
2011-09,Canada,Fresh potatoes [11421],44.8,NA,[11421]
2011-09,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2011-09,Canada,Other crop products [115],106.5,NA,[115]
2011-09,Canada,Grains (except wheat) [11511],108.5,NA,[11511]
2011-09,Canada,Oilseeds (except canola) [11512],103.1,NA,[11512]
2011-09,Canada,Other miscellaneous crop products [11513],107.7,NA,[11513]
2011-09,Canada,"Floriculture and nursery products, and sod [11514]",69.9,E,[11514]
2011-09,Canada,Animals and animal products [M21],92,NA,[M21]
2011-09,Canada,Live animals [111],93.4,NA,[111]
2011-09,Canada,Cattle and calves [11111],75.4,NA,[11111]
2011-09,Canada,Hogs [11112],117,NA,[11112]
2011-09,Canada,Poultry [11113],101.9,NA,[11113]
2011-09,Canada,Other live animals [11114],52.2,E,[11114]
2011-09,Canada,Other animal products [116],91.4,NA,[116]
2011-09,Canada,Eggs in shell [11611],88.2,NA,[11611]
2011-09,Canada,Unprocessed milk [11612],91.6,NA,[11612]
2011-09,Canada,"Raw furskins, and animal products n.e.c. [11613]",80.6,NA,[11613]
2011-09,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",84,NA,[121]
2011-09,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",84,NA,[12111]
2011-09,Canada,Non-metallic minerals [M31],91.4,NA,[M31]
2011-09,Canada,Potash [161],157.1,NA,[161]
2011-09,Canada,Potash [16111],157.1,NA,[16111]
2011-09,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",89.3,NA,[162]
2011-09,Canada,Stone [16211],82.7,NA,[16211]
2011-09,Canada,"Sand, gravel, clay, and refractory minerals [16212]",90.7,NA,[16212]
2011-09,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],98.6,NA,[163]
2011-09,Canada,Non-metallic minerals (except diamonds) [16312],98.6,NA,[16312]
2011-09,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",85.4,NA,[M41]
2011-09,Canada,"Logs, pulpwood and other forestry products [131]",72.3,NA,[131]
2011-09,Canada,Logs and bolts [13111],65.5,E,[13111]
2011-09,Canada,Pulpwood [13112],159.5,E,[13112]
2011-09,Canada,"Rough untreated poles, posts and piling [13113]",64.5,E,[13113]
2011-09,Canada,Natural rubber [282M],220.8,NA,[282M]
2011-09,Canada,Natural rubber [28211M],220.8,NA,[28211M]
2011-09,Canada,"Metal ores, concentrates and scrap [M61]",112.6,NA,[M61]
2011-09,Canada,Iron ores and concentrates [151],141.7,NA,[151]
2011-09,Canada,Iron ores and concentrates [15111],141.7,NA,[15111]
2011-09,Canada,Copper ores and concentrates [152],124.5,E,[152]
2011-09,Canada,Copper ores and concentrates [15211],124.5,NA,[15211]
2011-09,Canada,Nickel ores and concentrates [153],111.9,E,[153]
2011-09,Canada,Nickel ores and concentrates [15311],111.9,NA,[15311]
2011-09,Canada,Radioactive ores and concentrates [154],129.6,E,[154]
2011-09,Canada,Radioactive ores and concentrates [15411],129.6,NA,[15411]
2011-09,Canada,Other metal ores and concentrates [155],103.2,E,[155]
2011-09,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",112.2,E,[15511]
2011-09,Canada,Bauxite and aluminum oxide [15521],109.8,E,[15521]
2011-09,Canada,Lead and zinc ores and concentrates [15522],77.7,NA,[15522]
2011-09,Canada,"Other metal ores and concentrates, n.e.c. [15523]",121.1,NA,[15523]
2011-09,Canada,Waste and scrap of metal [156],121.1,NA,[156]
2011-09,Canada,Waste and scrap of iron and steel [15611],130.3,NA,[15611]
2011-09,Canada,Waste and scrap of non-ferrous metals [15612],117.9,E,[15612]
2011-10,Canada,"Total, Raw materials price indexes (RMPI)",112.2,NA,NA
2011-10,Canada,Crude energy products [M51],132.7,NA,[M51]
2011-10,Canada,Crude oil and bitumen [141],133.6,NA,[141]
2011-10,Canada,Conventional crude oil [14111],133,NA,[14111]
2011-10,Canada,Natural gas [142],140.7,NA,[142]
2011-10,Canada,Coal [144],104.2,E,[144]
2011-10,Canada,Hard coal [14411],104,E,[14411]
2011-10,Canada,Brown coal [14412],104,E,[14412]
2011-10,Canada,Fuel wood and solid fuel products n.e.c. [14512],85,E,[14512]
2011-10,Canada,Steam and heated or cooled air or water [14513],140.7,E,[14513]
2011-10,Canada,"Total, excluding crude energy products",97.8,NA,NA
2011-10,Canada,Crop products [M11],97.8,NA,[M11]
2011-10,Canada,Wheat [112],103.9,NA,[112]
2011-10,Canada,Canola (including rapeseed) [113],104.8,NA,[113]
2011-10,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",75.6,NA,[114]
2011-10,Canada,Fresh fruit and nuts [11411],93.7,NA,[11411]
2011-10,Canada,Fresh potatoes [11421],44.1,NA,[11421]
2011-10,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2011-10,Canada,Other crop products [115],103.1,NA,[115]
2011-10,Canada,Grains (except wheat) [11511],103.5,NA,[11511]
2011-10,Canada,Oilseeds (except canola) [11512],101.5,NA,[11512]
2011-10,Canada,Other miscellaneous crop products [11513],104.4,NA,[11513]
2011-10,Canada,"Floriculture and nursery products, and sod [11514]",71.1,E,[11514]
2011-10,Canada,Animals and animal products [M21],94.9,NA,[M21]
2011-10,Canada,Live animals [111],98.4,NA,[111]
2011-10,Canada,Cattle and calves [11111],76.8,NA,[11111]
2011-10,Canada,Hogs [11112],130.7,NA,[11112]
2011-10,Canada,Poultry [11113],102,NA,[11113]
2011-10,Canada,Other live animals [11114],54,E,[11114]
2011-10,Canada,Other animal products [116],91.4,NA,[116]
2011-10,Canada,Eggs in shell [11611],88.2,NA,[11611]
2011-10,Canada,Unprocessed milk [11612],91.6,NA,[11612]
2011-10,Canada,"Raw furskins, and animal products n.e.c. [11613]",79.9,NA,[11613]
2011-10,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",84.1,NA,[121]
2011-10,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",84.1,NA,[12111]
2011-10,Canada,Non-metallic minerals [M31],91.8,NA,[M31]
2011-10,Canada,Potash [161],159.7,NA,[161]
2011-10,Canada,Potash [16111],159.7,NA,[16111]
2011-10,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",89.3,NA,[162]
2011-10,Canada,Stone [16211],81.4,NA,[16211]
2011-10,Canada,"Sand, gravel, clay, and refractory minerals [16212]",91,NA,[16212]
2011-10,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],100.5,NA,[163]
2011-10,Canada,Non-metallic minerals (except diamonds) [16312],100.5,NA,[16312]
2011-10,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",85,NA,[M41]
2011-10,Canada,"Logs, pulpwood and other forestry products [131]",73.6,NA,[131]
2011-10,Canada,Logs and bolts [13111],67,E,[13111]
2011-10,Canada,Pulpwood [13112],157.8,E,[13112]
2011-10,Canada,"Rough untreated poles, posts and piling [13113]",65.9,E,[13113]
2011-10,Canada,Natural rubber [282M],201.8,NA,[282M]
2011-10,Canada,Natural rubber [28211M],201.8,NA,[28211M]
2011-10,Canada,"Metal ores, concentrates and scrap [M61]",102.8,NA,[M61]
2011-10,Canada,Iron ores and concentrates [151],122.3,NA,[151]
2011-10,Canada,Iron ores and concentrates [15111],122.3,NA,[15111]
2011-10,Canada,Copper ores and concentrates [152],108.7,E,[152]
2011-10,Canada,Copper ores and concentrates [15211],108.7,NA,[15211]
2011-10,Canada,Nickel ores and concentrates [153],105.4,E,[153]
2011-10,Canada,Nickel ores and concentrates [15311],105.4,NA,[15311]
2011-10,Canada,Radioactive ores and concentrates [154],133.2,E,[154]
2011-10,Canada,Radioactive ores and concentrates [15411],133.2,NA,[15411]
2011-10,Canada,Other metal ores and concentrates [155],93,E,[155]
2011-10,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",99.8,E,[15511]
2011-10,Canada,Bauxite and aluminum oxide [15521],105.7,E,[15521]
2011-10,Canada,Lead and zinc ores and concentrates [15522],68.8,NA,[15522]
2011-10,Canada,"Other metal ores and concentrates, n.e.c. [15523]",117.8,NA,[15523]
2011-10,Canada,Waste and scrap of metal [156],115.3,NA,[156]
2011-10,Canada,Waste and scrap of iron and steel [15611],131.7,NA,[15611]
2011-10,Canada,Waste and scrap of non-ferrous metals [15612],107.6,E,[15612]
2011-11,Canada,"Total, Raw materials price indexes (RMPI)",115,NA,NA
2011-11,Canada,Crude energy products [M51],139.7,NA,[M51]
2011-11,Canada,Crude oil and bitumen [141],141.1,NA,[141]
2011-11,Canada,Conventional crude oil [14111],140.5,NA,[14111]
2011-11,Canada,Natural gas [142],138.4,NA,[142]
2011-11,Canada,Coal [144],99.5,E,[144]
2011-11,Canada,Hard coal [14411],99.3,E,[14411]
2011-11,Canada,Brown coal [14412],99.3,E,[14412]
2011-11,Canada,Fuel wood and solid fuel products n.e.c. [14512],82.5,E,[14512]
2011-11,Canada,Steam and heated or cooled air or water [14513],138.4,E,[14513]
2011-11,Canada,"Total, excluding crude energy products",97.4,NA,NA
2011-11,Canada,Crop products [M11],96.4,NA,[M11]
2011-11,Canada,Wheat [112],105.2,NA,[112]
2011-11,Canada,Canola (including rapeseed) [113],104.5,NA,[113]
2011-11,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",75.5,NA,[114]
2011-11,Canada,Fresh fruit and nuts [11411],94.4,NA,[11411]
2011-11,Canada,Fresh potatoes [11421],42.8,NA,[11421]
2011-11,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2011-11,Canada,Other crop products [115],100.3,NA,[115]
2011-11,Canada,Grains (except wheat) [11511],99.2,NA,[11511]
2011-11,Canada,Oilseeds (except canola) [11512],100.5,NA,[11512]
2011-11,Canada,Other miscellaneous crop products [11513],101.7,NA,[11513]
2011-11,Canada,"Floriculture and nursery products, and sod [11514]",71.9,E,[11514]
2011-11,Canada,Animals and animal products [M21],93.7,NA,[M21]
2011-11,Canada,Live animals [111],96.3,NA,[111]
2011-11,Canada,Cattle and calves [11111],79.1,NA,[11111]
2011-11,Canada,Hogs [11112],120.6,NA,[11112]
2011-11,Canada,Poultry [11113],101.9,NA,[11113]
2011-11,Canada,Other live animals [11114],54,E,[11114]
2011-11,Canada,Other animal products [116],91.4,NA,[116]
2011-11,Canada,Eggs in shell [11611],88.1,NA,[11611]
2011-11,Canada,Unprocessed milk [11612],91.6,NA,[11612]
2011-11,Canada,"Raw furskins, and animal products n.e.c. [11613]",80.7,NA,[11613]
2011-11,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",84.2,NA,[121]
2011-11,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",84.2,NA,[12111]
2011-11,Canada,Non-metallic minerals [M31],92,NA,[M31]
2011-11,Canada,Potash [161],162.1,NA,[161]
2011-11,Canada,Potash [16111],162.1,NA,[16111]
2011-11,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",89.3,NA,[162]
2011-11,Canada,Stone [16211],80.5,NA,[16211]
2011-11,Canada,"Sand, gravel, clay, and refractory minerals [16212]",91.1,NA,[16212]
2011-11,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],101.6,NA,[163]
2011-11,Canada,Non-metallic minerals (except diamonds) [16312],101.6,NA,[16312]
2011-11,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",82.5,NA,[M41]
2011-11,Canada,"Logs, pulpwood and other forestry products [131]",74.1,NA,[131]
2011-11,Canada,Logs and bolts [13111],67.6,E,[13111]
2011-11,Canada,Pulpwood [13112],156.1,E,[13112]
2011-11,Canada,"Rough untreated poles, posts and piling [13113]",66.9,E,[13113]
2011-11,Canada,Natural rubber [282M],167,NA,[282M]
2011-11,Canada,Natural rubber [28211M],167,NA,[28211M]
2011-11,Canada,"Metal ores, concentrates and scrap [M61]",104,NA,[M61]
2011-11,Canada,Iron ores and concentrates [151],110.9,NA,[151]
2011-11,Canada,Iron ores and concentrates [15111],110.9,NA,[15111]
2011-11,Canada,Copper ores and concentrates [152],111.7,E,[152]
2011-11,Canada,Copper ores and concentrates [15211],111.7,NA,[15211]
2011-11,Canada,Nickel ores and concentrates [153],100.4,E,[153]
2011-11,Canada,Nickel ores and concentrates [15311],100.4,NA,[15311]
2011-11,Canada,Radioactive ores and concentrates [154],134.8,E,[154]
2011-11,Canada,Radioactive ores and concentrates [15411],134.8,NA,[15411]
2011-11,Canada,Other metal ores and concentrates [155],97,E,[155]
2011-11,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",107,E,[15511]
2011-11,Canada,Bauxite and aluminum oxide [15521],101.5,E,[15521]
2011-11,Canada,Lead and zinc ores and concentrates [15522],70.9,NA,[15522]
2011-11,Canada,"Other metal ores and concentrates, n.e.c. [15523]",112.6,NA,[15523]
2011-11,Canada,Waste and scrap of metal [156],113.8,NA,[156]
2011-11,Canada,Waste and scrap of iron and steel [15611],130.5,NA,[15611]
2011-11,Canada,Waste and scrap of non-ferrous metals [15612],105.8,E,[15612]
2011-12,Canada,"Total, Raw materials price indexes (RMPI)",111.9,NA,NA
2011-12,Canada,Crude energy products [M51],136,NA,[M51]
2011-12,Canada,Crude oil and bitumen [141],137.4,NA,[141]
2011-12,Canada,Conventional crude oil [14111],136.8,NA,[14111]
2011-12,Canada,Natural gas [142],138.8,NA,[142]
2011-12,Canada,Coal [144],93.2,E,[144]
2011-12,Canada,Hard coal [14411],92.9,E,[14411]
2011-12,Canada,Brown coal [14412],92.9,E,[14412]
2011-12,Canada,Fuel wood and solid fuel products n.e.c. [14512],81,E,[14512]
2011-12,Canada,Steam and heated or cooled air or water [14513],138.8,E,[14513]
2011-12,Canada,"Total, excluding crude energy products",94.7,NA,NA
2011-12,Canada,Crop products [M11],94,NA,[M11]
2011-12,Canada,Wheat [112],99,NA,[112]
2011-12,Canada,Canola (including rapeseed) [113],102.4,NA,[113]
2011-12,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",75.3,NA,[114]
2011-12,Canada,Fresh fruit and nuts [11411],94.7,NA,[11411]
2011-12,Canada,Fresh potatoes [11421],41.5,NA,[11421]
2011-12,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2011-12,Canada,Other crop products [115],98.1,NA,[115]
2011-12,Canada,Grains (except wheat) [11511],96.6,NA,[11511]
2011-12,Canada,Oilseeds (except canola) [11512],100.2,NA,[11512]
2011-12,Canada,Other miscellaneous crop products [11513],97.5,NA,[11513]
2011-12,Canada,"Floriculture and nursery products, and sod [11514]",70.4,E,[11514]
2011-12,Canada,Animals and animal products [M21],93.2,NA,[M21]
2011-12,Canada,Live animals [111],95.4,NA,[111]
2011-12,Canada,Cattle and calves [11111],80.4,NA,[11111]
2011-12,Canada,Hogs [11112],117.5,NA,[11112]
2011-12,Canada,Poultry [11113],99.2,NA,[11113]
2011-12,Canada,Other live animals [11114],53.5,E,[11114]
2011-12,Canada,Other animal products [116],91.5,NA,[116]
2011-12,Canada,Eggs in shell [11611],92,NA,[11611]
2011-12,Canada,Unprocessed milk [11612],91.6,NA,[11612]
2011-12,Canada,"Raw furskins, and animal products n.e.c. [11613]",79.8,NA,[11613]
2011-12,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",84.2,NA,[121]
2011-12,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",84.2,NA,[12111]
2011-12,Canada,Non-metallic minerals [M31],92.1,NA,[M31]
2011-12,Canada,Potash [161],162.1,NA,[161]
2011-12,Canada,Potash [16111],162.1,NA,[16111]
2011-12,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",89.4,NA,[162]
2011-12,Canada,Stone [16211],81.8,NA,[16211]
2011-12,Canada,"Sand, gravel, clay, and refractory minerals [16212]",91,NA,[16212]
2011-12,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],101.4,NA,[163]
2011-12,Canada,Non-metallic minerals (except diamonds) [16312],101.4,NA,[16312]
2011-12,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",81,NA,[M41]
2011-12,Canada,"Logs, pulpwood and other forestry products [131]",72.4,NA,[131]
2011-12,Canada,Logs and bolts [13111],65.9,E,[13111]
2011-12,Canada,Pulpwood [13112],155.1,E,[13112]
2011-12,Canada,"Rough untreated poles, posts and piling [13113]",65.3,E,[13113]
2011-12,Canada,Natural rubber [282M],167.4,NA,[282M]
2011-12,Canada,Natural rubber [28211M],167.4,NA,[28211M]
2011-12,Canada,"Metal ores, concentrates and scrap [M61]",98.8,NA,[M61]
2011-12,Canada,Iron ores and concentrates [151],111.4,NA,[151]
2011-12,Canada,Iron ores and concentrates [15111],111.4,NA,[15111]
2011-12,Canada,Copper ores and concentrates [152],104.6,E,[152]
2011-12,Canada,Copper ores and concentrates [15211],104.6,NA,[15211]
2011-12,Canada,Nickel ores and concentrates [153],101.7,E,[153]
2011-12,Canada,Nickel ores and concentrates [15311],101.7,NA,[15311]
2011-12,Canada,Radioactive ores and concentrates [154],133,E,[154]
2011-12,Canada,Radioactive ores and concentrates [15411],133,NA,[15411]
2011-12,Canada,Other metal ores and concentrates [155],88.3,E,[155]
2011-12,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",92.7,E,[15511]
2011-12,Canada,Bauxite and aluminum oxide [15521],98.7,E,[15521]
2011-12,Canada,Lead and zinc ores and concentrates [15522],71.4,NA,[15522]
2011-12,Canada,"Other metal ores and concentrates, n.e.c. [15523]",108.6,NA,[15523]
2011-12,Canada,Waste and scrap of metal [156],113.2,NA,[156]
2011-12,Canada,Waste and scrap of iron and steel [15611],133.8,NA,[15611]
2011-12,Canada,Waste and scrap of non-ferrous metals [15612],102.8,E,[15612]
2012-01,Canada,"Total, Raw materials price indexes (RMPI)",113.1,NA,NA
2012-01,Canada,Crude energy products [M51],136.5,NA,[M51]
2012-01,Canada,Crude oil and bitumen [141],137.8,NA,[141]
2012-01,Canada,Conventional crude oil [14111],137.2,NA,[14111]
2012-01,Canada,Natural gas [142],128,NA,[142]
2012-01,Canada,Coal [144],98.9,E,[144]
2012-01,Canada,Hard coal [14411],98.8,E,[14411]
2012-01,Canada,Brown coal [14412],98.8,E,[14412]
2012-01,Canada,Fuel wood and solid fuel products n.e.c. [14512],83.1,E,[14512]
2012-01,Canada,Steam and heated or cooled air or water [14513],128,E,[14513]
2012-01,Canada,"Total, excluding crude energy products",96.5,NA,NA
2012-01,Canada,Crop products [M11],92.7,NA,[M11]
2012-01,Canada,Wheat [112],95.9,NA,[112]
2012-01,Canada,Canola (including rapeseed) [113],104.6,NA,[113]
2012-01,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",74.4,NA,[114]
2012-01,Canada,Fresh fruit and nuts [11411],91.7,NA,[11411]
2012-01,Canada,Fresh potatoes [11421],41.9,NA,[11421]
2012-01,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2012-01,Canada,Other crop products [115],96.5,NA,[115]
2012-01,Canada,Grains (except wheat) [11511],94.2,NA,[11511]
2012-01,Canada,Oilseeds (except canola) [11512],98.9,NA,[11512]
2012-01,Canada,Other miscellaneous crop products [11513],96.6,NA,[11513]
2012-01,Canada,"Floriculture and nursery products, and sod [11514]",71.9,E,[11514]
2012-01,Canada,Animals and animal products [M21],93.2,NA,[M21]
2012-01,Canada,Live animals [111],95.2,NA,[111]
2012-01,Canada,Cattle and calves [11111],81.1,NA,[11111]
2012-01,Canada,Hogs [11112],116,NA,[11112]
2012-01,Canada,Poultry [11113],99.1,NA,[11113]
2012-01,Canada,Other live animals [11114],53.5,E,[11114]
2012-01,Canada,Other animal products [116],91.5,NA,[116]
2012-01,Canada,Eggs in shell [11611],90.2,NA,[11611]
2012-01,Canada,Unprocessed milk [11612],91.6,NA,[11612]
2012-01,Canada,"Raw furskins, and animal products n.e.c. [11613]",80.4,NA,[11613]
2012-01,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",84.8,NA,[121]
2012-01,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",84.8,NA,[12111]
2012-01,Canada,Non-metallic minerals [M31],92.5,NA,[M31]
2012-01,Canada,Potash [161],160.8,NA,[161]
2012-01,Canada,Potash [16111],160.8,NA,[16111]
2012-01,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",90.1,NA,[162]
2012-01,Canada,Stone [16211],84.2,NA,[16211]
2012-01,Canada,"Sand, gravel, clay, and refractory minerals [16212]",91.3,NA,[16212]
2012-01,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],101,NA,[163]
2012-01,Canada,Non-metallic minerals (except diamonds) [16312],101,NA,[16312]
2012-01,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",83.1,NA,[M41]
2012-01,Canada,"Logs, pulpwood and other forestry products [131]",74,NA,[131]
2012-01,Canada,Logs and bolts [13111],67.7,E,[13111]
2012-01,Canada,Pulpwood [13112],154,E,[13112]
2012-01,Canada,"Rough untreated poles, posts and piling [13113]",67,E,[13113]
2012-01,Canada,Natural rubber [282M],175.4,NA,[282M]
2012-01,Canada,Natural rubber [28211M],175.4,NA,[28211M]
2012-01,Canada,"Metal ores, concentrates and scrap [M61]",103.7,NA,[M61]
2012-01,Canada,Iron ores and concentrates [151],113.4,NA,[151]
2012-01,Canada,Iron ores and concentrates [15111],113.4,NA,[15111]
2012-01,Canada,Copper ores and concentrates [152],114.9,E,[152]
2012-01,Canada,Copper ores and concentrates [15211],114.9,NA,[15211]
2012-01,Canada,Nickel ores and concentrates [153],109.9,E,[153]
2012-01,Canada,Nickel ores and concentrates [15311],109.9,NA,[15311]
2012-01,Canada,Radioactive ores and concentrates [154],131,E,[154]
2012-01,Canada,Radioactive ores and concentrates [15411],131,NA,[15411]
2012-01,Canada,Other metal ores and concentrates [155],90.9,E,[155]
2012-01,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",94.9,E,[15511]
2012-01,Canada,Bauxite and aluminum oxide [15521],103.6,E,[15521]
2012-01,Canada,Lead and zinc ores and concentrates [15522],73.2,NA,[15522]
2012-01,Canada,"Other metal ores and concentrates, n.e.c. [15523]",111,NA,[15523]
2012-01,Canada,Waste and scrap of metal [156],116.2,NA,[156]
2012-01,Canada,Waste and scrap of iron and steel [15611],138.4,NA,[15611]
2012-01,Canada,Waste and scrap of non-ferrous metals [15612],104.9,E,[15612]
2012-02,Canada,"Total, Raw materials price indexes (RMPI)",114.6,NA,NA
2012-02,Canada,Crude energy products [M51],138.1,NA,[M51]
2012-02,Canada,Crude oil and bitumen [141],139.6,NA,[141]
2012-02,Canada,Conventional crude oil [14111],139,NA,[14111]
2012-02,Canada,Natural gas [142],118.5,NA,[142]
2012-02,Canada,Coal [144],100.8,E,[144]
2012-02,Canada,Hard coal [14411],100.8,E,[14411]
2012-02,Canada,Brown coal [14412],100.8,E,[14412]
2012-02,Canada,Fuel wood and solid fuel products n.e.c. [14512],83.8,E,[14512]
2012-02,Canada,Steam and heated or cooled air or water [14513],118.5,E,[14513]
2012-02,Canada,"Total, excluding crude energy products",97.9,NA,NA
2012-02,Canada,Crop products [M11],93.9,NA,[M11]
2012-02,Canada,Wheat [112],93.8,NA,[112]
2012-02,Canada,Canola (including rapeseed) [113],110.6,NA,[113]
2012-02,Canada,"Fresh fruit, nuts and vegetables, and pulse crops [114]",74.7,NA,[114]
2012-02,Canada,Fresh fruit and nuts [11411],92,NA,[11411]
2012-02,Canada,Fresh potatoes [11421],42.7,NA,[11421]
2012-02,Canada,Fresh vegetables (except potatoes and pulse crops) [11422],79.7,E,[11422]
2012-02,Canada,Other crop products [115],98.1,NA,[115]
2012-02,Canada,Grains (except wheat) [11511],96.8,NA,[11511]
2012-02,Canada,Oilseeds (except canola) [11512],100.6,NA,[11512]
2012-02,Canada,Other miscellaneous crop products [11513],96.1,NA,[11513]
2012-02,Canada,"Floriculture and nursery products, and sod [11514]",71.8,E,[11514]
2012-02,Canada,Animals and animal products [M21],92.8,NA,[M21]
2012-02,Canada,Live animals [111],94.8,NA,[111]
2012-02,Canada,Cattle and calves [11111],80.4,NA,[11111]
2012-02,Canada,Hogs [11112],117.7,NA,[11112]
2012-02,Canada,Poultry [11113],95.9,NA,[11113]
2012-02,Canada,Other live animals [11114],53.3,E,[11114]
2012-02,Canada,Other animal products [116],91.1,NA,[116]
2012-02,Canada,Eggs in shell [11611],90.2,NA,[11611]
2012-02,Canada,Unprocessed milk [11612],91.2,NA,[11612]
2012-02,Canada,"Raw furskins, and animal products n.e.c. [11613]",80.5,NA,[11613]
2012-02,Canada,"Fish, crustaceans, shellfish and other fishery products [121]",85.2,NA,[121]
2012-02,Canada,"Fish, crustaceans, shellfish and other fishery products [12111]",85.2,NA,[12111]
2012-02,Canada,Non-metallic minerals [M31],91.9,NA,[M31]
2012-02,Canada,Potash [161],160.4,NA,[161]
2012-02,Canada,Potash [16111],160.4,NA,[16111]
2012-02,Canada,"Stone, sand, gravel, clay, and refractory minerals [162]",89.9,NA,[162]
2012-02,Canada,Stone [16211],83.9,NA,[16211]
2012-02,Canada,"Sand, gravel, clay, and refractory minerals [16212]",91.1,NA,[16212]
2012-02,Canada,Diamonds and other non-metallic minerals (except cut gemstones) [163],99,NA,[163]
2012-02,Canada,Non-metallic minerals (except diamonds) [16312],99,NA,[16312]
2012-02,Canada,"Logs, pulpwood, natural rubber and other forestry products [M41]",83.8,NA,[M41]
2012-02,Canada,"Logs, pulpwood and other forestry products [131]",73.6,NA,[131]
2012-02,Canada,Logs and bolts [13111],67,E,[13111]
2012-02,Canada,Pulpwood [13112],155.1,E,[13112]
2012-02,Canada,"Rough untreated poles, posts and piling [13113]",66.9,E,[13113]
2012-02,Canada,Natural rubber [282M],188.3,NA,[282M]
2012-02,Canada,Natural rubber [28211M],188.3,NA,[28211M]
2012-02,Canada,"Metal ores, concentrates and scrap [M61]",106.7,NA,[M61]
2012-02,Canada,Iron ores and concentrates [151],111.6,NA,[151]
2012-02,Canada,Iron ores and concentrates [15111],111.6,NA,[15111]
2012-02,Canada,Copper ores and concentrates [152],118.8,E,[152]
2012-02,Canada,Copper ores and concentrates [15211],118.8,NA,[15211]
2012-02,Canada,Nickel ores and concentrates [153],111.6,E,[153]
2012-02,Canada,Nickel ores and concentrates [15311],111.6,NA,[15311]
2012-02,Canada,Radioactive ores and concentrates [154],129,E,[154]
2012-02,Canada,Radioactive ores and concentrates [15411],129,NA,[15411]
2012-02,Canada,Other metal ores and concentrates [155],95.2,E,[155]
2012-02,Canada,"Gold, silver, and platinum group metal ores and concentrates [15511]",101.7,E,[15511]
2012-02,Canada,Bauxite and aluminum oxide [15521],104.8,E,[15521]
2012-02,Canada,Lead and zinc ores and concentrates [15522],73.9,NA,[15522]
2012-02,Canada,"Other metal ores and concentrates, n.e.c. [15523]",112.1,NA,[15523]
2012-02,Canada,Waste and scrap of metal [156],117.8,NA,[156]
2012-02,Canada,Waste and scrap of iron and steel [15611],134.4,NA,[15611]
