REF_DATE,GEO,Price index,VALUE,STATUS
2008-01,Prince Edward Island,Cattle,59.5,NA
2008-01,Prince Edward Island,Hogs,57.8,NA
2008-01,Prince Edward Island,Commercial feed,80.5,NA
2008-01,Prince Edward Island,Prepared feed,82.4,NA
2008-01,Prince Edward Island,Grain feed,73.5,NA
2008-01,Nova Scotia,Farm input total,90.9,NA
2008-01,Nova Scotia,Buildings,90.5,NA
2008-01,Nova Scotia,Machinery and motor vehicles,90.9,NA
2008-01,Nova Scotia,Depreciation on machinery and motor vehicles,88.1,NA
2008-01,Nova Scotia,Depreciation on machinery,85.9,NA
2008-01,Nova Scotia,Depreciation on motor vehicles,102.3,NA
2008-01,Nova Scotia,Machinery fuel,92.9,NA
2008-01,Nova Scotia,Machine repairs,92.1,NA
2008-01,Nova Scotia,General business costs,116.3,NA
2008-01,Nova Scotia,Crop production,92.5,NA
2008-01,Nova Scotia,Commercial seed and plant,91.9,NA
2008-01,Nova Scotia,Fertilizer,79.6,NA
2008-01,Nova Scotia,Nitrogen fertilizers,87.5,NA
2008-01,Nova Scotia,Production insurance,70,NA
2008-01,Nova Scotia,Stabilization premiums,70,NA
2008-01,Nova Scotia,Animal production,81.9,NA
2008-01,Nova Scotia,Livestock purchases,75.4,NA
2008-01,Nova Scotia,Cattle,60.9,NA
2008-01,Nova Scotia,Hogs,60.7,NA
2008-01,Nova Scotia,Commercial feed,80,NA
2008-01,Nova Scotia,Prepared feed,80.4,NA
2008-01,Nova Scotia,Grain feed,76.6,NA
2008-01,New Brunswick,Farm input total,86.4,NA
2008-01,New Brunswick,Buildings,93.6,NA
2008-01,New Brunswick,Machinery and motor vehicles,91,NA
2008-01,New Brunswick,Depreciation on machinery and motor vehicles,88.3,NA
2008-01,New Brunswick,Depreciation on machinery,86.1,NA
2008-01,New Brunswick,Depreciation on motor vehicles,102.4,NA
2008-01,New Brunswick,Machinery fuel,92.9,NA
2008-01,New Brunswick,Machine repairs,92,NA
2008-01,New Brunswick,General business costs,110.8,NA
2008-01,New Brunswick,Crop production,77.3,NA
2008-01,New Brunswick,Commercial seed and plant,68.4,NA
2008-01,New Brunswick,Fertilizer,79.6,NA
2008-01,New Brunswick,Nitrogen fertilizers,87.3,NA
2008-01,New Brunswick,Production insurance,75.4,NA
2008-01,New Brunswick,Animal production,82.4,NA
2008-01,New Brunswick,Livestock purchases,75.2,NA
2008-01,New Brunswick,Cattle,60,NA
2008-01,New Brunswick,Hogs,59.4,NA
2008-01,New Brunswick,Commercial feed,80.5,NA
2008-01,New Brunswick,Prepared feed,81.3,NA
2008-01,New Brunswick,Grain feed,74,NA
2008-01,Quebec,Farm input total,85.3,NA
2008-01,Quebec,Buildings,92.6,NA
2008-01,Quebec,Machinery and motor vehicles,86.9,NA
2008-01,Quebec,Depreciation on machinery and motor vehicles,88.1,NA
2008-01,Quebec,Depreciation on machinery,86.6,NA
2008-01,Quebec,Depreciation on motor vehicles,102.2,NA
2008-01,Quebec,Machinery fuel,83.7,NA
2008-01,Quebec,Machine repairs,92.1,NA
2008-01,Quebec,General business costs,109.8,NA
2008-01,Quebec,Crop production,84.3,NA
2008-01,Quebec,Commercial seed and plant,78.1,NA
2008-01,Quebec,Fertilizer,80.3,NA
2008-01,Quebec,Nitrogen fertilizers,85.1,NA
2008-01,Quebec,Production insurance,84.2,NA
2008-01,Quebec,Stabilization premiums,84.2,NA
2008-01,Quebec,Animal production,76.7,NA
2008-01,Quebec,Livestock purchases,68.3,NA
2008-01,Quebec,Cattle,62.5,NA
2008-01,Quebec,Hogs,56.6,NA
2008-01,Quebec,Commercial feed,79.4,NA
2008-01,Quebec,Prepared feed,81.7,NA
2008-01,Quebec,Grain feed,69.7,NA
2008-01,Ontario,Farm input total,85.6,NA
2008-01,Ontario,Buildings,96.6,NA
2008-01,Ontario,Machinery and motor vehicles,90.7,NA
2008-01,Ontario,Depreciation on machinery and motor vehicles,88.5,NA
2008-01,Ontario,Depreciation on machinery,86.2,NA
2008-01,Ontario,Depreciation on motor vehicles,102.4,NA
2008-01,Ontario,Machinery fuel,92.9,NA
2008-01,Ontario,Machine repairs,92.2,NA
2008-01,Ontario,General business costs,90.2,NA
2008-01,Ontario,Crop production,86.2,NA
2008-01,Ontario,Commercial seed and plant,81.1,NA
2008-01,Ontario,Fertilizer,83.6,NA
2008-01,Ontario,Nitrogen fertilizers,82.9,NA
2008-01,Ontario,Production insurance,92.6,NA
2008-01,Ontario,Animal production,76.2,NA
2008-01,Ontario,Livestock purchases,68.2,NA
2008-01,Ontario,Cattle,63.4,NA
2008-01,Ontario,Hogs,58.4,NA
2008-01,Ontario,Commercial feed,78.7,NA
2008-01,Ontario,Prepared feed,79.3,NA
2008-01,Ontario,Grain feed,76.5,NA
2008-01,Western Canada,Farm input total,88,NA
2008-01,Western Canada,Buildings,98.2,NA
2008-01,Western Canada,Machinery and motor vehicles,92.2,NA
2008-01,Western Canada,Depreciation on machinery and motor vehicles,90.7,NA
2008-01,Western Canada,Depreciation on machinery,87.1,NA
2008-01,Western Canada,Depreciation on motor vehicles,104,NA
2008-01,Western Canada,Machinery fuel,93.4,NA
2008-01,Western Canada,Machine repairs,92.2,NA
2008-01,Western Canada,General business costs,94.9,NA
2008-01,Western Canada,Crop production,87.8,NA
2008-01,Western Canada,Commercial seed and plant,90.7,NA
2008-01,Western Canada,Fertilizer,88.9,NA
2008-01,Western Canada,Nitrogen fertilizers,80.6,NA
2008-01,Western Canada,Production insurance,62.8,NA
2008-01,Western Canada,Animal production,77.2,NA
2008-01,Western Canada,Livestock purchases,63,NA
2008-01,Western Canada,Cattle,60.2,NA
2008-01,Western Canada,Hogs,61.9,NA
2008-01,Western Canada,Commercial feed,89.6,NA
2008-01,Western Canada,Prepared feed,88.3,NA
2008-01,Western Canada,Grain feed,92.6,NA
2008-01,Manitoba,Farm input total,89.6,NA
2008-01,Manitoba,Buildings,96.1,NA
2008-01,Manitoba,Machinery and motor vehicles,91.5,NA
2008-01,Manitoba,Depreciation on machinery and motor vehicles,88.2,NA
2008-01,Manitoba,Depreciation on machinery,85.9,NA
2008-01,Manitoba,Depreciation on motor vehicles,102.4,NA
2008-01,Manitoba,Machinery fuel,93.4,NA
2008-01,Manitoba,Machine repairs,92.2,NA
2008-01,Manitoba,General business costs,93.6,NA
2008-01,Manitoba,Crop production,90.1,NA
2008-01,Manitoba,Commercial seed and plant,89.3,NA
2008-01,Manitoba,Fertilizer,88.2,NA
2008-01,Manitoba,Nitrogen fertilizers,80.6,NA
2008-01,Manitoba,Production insurance,71.3,NA
2008-01,Manitoba,Animal production,83.3,NA
2008-01,Manitoba,Livestock purchases,65.5,NA
2008-01,Manitoba,Cattle,61.2,NA
2008-01,Manitoba,Hogs,62.4,NA
2008-01,Manitoba,Commercial feed,96.1,NA
2008-01,Manitoba,Prepared feed,98.8,NA
2008-01,Manitoba,Grain feed,89.2,NA
2008-01,Saskatchewan,Farm input total,88,NA
2008-01,Saskatchewan,Buildings,94.4,NA
2008-01,Saskatchewan,Machinery and motor vehicles,91.5,NA
2008-01,Saskatchewan,Depreciation on machinery and motor vehicles,88.6,NA
2008-01,Saskatchewan,Depreciation on machinery,86.2,NA
2008-01,Saskatchewan,Depreciation on motor vehicles,102.8,NA
2008-01,Saskatchewan,Machinery fuel,93.2,NA
2008-01,Saskatchewan,Machine repairs,92.2,NA
2008-01,Saskatchewan,General business costs,93,NA
2008-01,Saskatchewan,Crop production,85.2,NA
2008-01,Saskatchewan,Commercial seed and plant,90.6,NA
2008-01,Saskatchewan,Fertilizer,89.9,NA
2008-01,Saskatchewan,Nitrogen fertilizers,81.2,NA
2008-01,Saskatchewan,Production insurance,60.2,NA
2008-01,Saskatchewan,Animal production,76,NA
2008-01,Saskatchewan,Livestock purchases,61.5,NA
2008-01,Saskatchewan,Cattle,60.6,NA
2008-01,Saskatchewan,Hogs,57.2,NA
2008-01,Saskatchewan,Commercial feed,91.8,NA
2008-01,Saskatchewan,Prepared feed,93.6,NA
2008-01,Saskatchewan,Grain feed,88.9,NA
2008-01,Alberta,Farm input total,86.3,NA
2008-01,Alberta,Buildings,102,NA
2008-01,Alberta,Machinery and motor vehicles,92.7,NA
2008-01,Alberta,Depreciation on machinery and motor vehicles,92.5,NA
2008-01,Alberta,Depreciation on machinery,88.4,NA
2008-01,Alberta,Depreciation on motor vehicles,104.5,NA
2008-01,Alberta,Machinery fuel,93.3,NA
2008-01,Alberta,Machine repairs,92.1,NA
2008-01,Alberta,General business costs,97.1,NA
2008-01,Alberta,Crop production,88.5,NA
2008-01,Alberta,Commercial seed and plant,90.5,NA
2008-01,Alberta,Fertilizer,88.3,NA
2008-01,Alberta,Nitrogen fertilizers,80,NA
2008-01,Alberta,Production insurance,64.3,NA
2008-01,Alberta,Animal production,73.7,NA
2008-01,Alberta,Livestock purchases,61.1,NA
2008-01,Alberta,Cattle,60.1,NA
2008-01,Alberta,Hogs,61.6,NA
2008-01,Alberta,Commercial feed,88.3,NA
2008-01,Alberta,Prepared feed,84.9,NA
2008-01,Alberta,Grain feed,94.1,NA
2008-01,British Columbia,Farm input total,92.3,NA
2008-01,British Columbia,Buildings,96.8,NA
2008-01,British Columbia,Machinery and motor vehicles,95.4,NA
2008-01,British Columbia,Depreciation on machinery and motor vehicles,98.7,NA
2008-01,British Columbia,Depreciation on machinery,89.2,NA
2008-01,British Columbia,Depreciation on motor vehicles,104.7,NA
2008-01,British Columbia,Machinery fuel,95,NA
2008-01,British Columbia,Machine repairs,92.2,NA
2008-01,British Columbia,General business costs,95.8,NA
2008-01,British Columbia,Crop production,92.2,NA
2008-01,British Columbia,Commercial seed and plant,95.2,NA
2008-01,British Columbia,Fertilizer,87.8,NA
2008-01,British Columbia,Nitrogen fertilizers,81.3,NA
2008-01,British Columbia,Production insurance,107.2,NA
2008-01,British Columbia,Animal production,87.1,NA
2008-01,British Columbia,Livestock purchases,80.9,NA
2008-01,British Columbia,Cattle,60.2,NA
2008-01,British Columbia,Hogs,70.1,NA
2008-01,British Columbia,Commercial feed,83.7,NA
2008-01,British Columbia,Prepared feed,82.2,NA
2008-01,British Columbia,Grain feed,96.7,NA
2008-04,Canada,Farm input total,93.6,NA
2008-04,Canada,Buildings,102.6,NA
2008-04,Canada,Machinery and motor vehicles,101.5,NA
2008-04,Canada,Depreciation on machinery and motor vehicles,90.2,NA
2008-04,Canada,Depreciation on machinery,87.5,NA
2008-04,Canada,Depreciation on motor vehicles,102.3,NA
2008-04,Canada,Machinery fuel,115,NA
2008-04,Canada,Machine repairs,92.9,NA
2008-04,Canada,General business costs,95.4,NA
2008-04,Canada,Crop production,95.1,NA
2008-04,Canada,Commercial seed and plant,84.7,NA
2008-04,Canada,Fertilizer,111.5,NA
2008-04,Canada,Nitrogen fertilizers,95.9,NA
2008-04,Canada,Other fertilizers,151,NA
2008-04,Canada,Pesticides,101.5,NA
2008-04,Canada,"Twine, wire and containers",93.1,NA
2008-04,Canada,Production insurance,65.4,NA
2008-04,Canada,Stabilization premiums,84.2,NA
2008-04,Canada,Animal production,83.4,NA
2008-04,Canada,Livestock purchases,72.2,NA
2008-04,Canada,Cattle,66.1,NA
2008-04,Canada,Hogs,81,NA
2008-04,Canada,Commercial feed,91.5,NA
2008-04,Canada,Prepared feed,91.8,NA
2008-04,Canada,Grain feed,90.6,NA
2008-04,Eastern Canada,Farm input total,91,NA
2008-04,Eastern Canada,Buildings,100.1,NA
2008-04,Eastern Canada,Machinery and motor vehicles,98.5,NA
2008-04,Eastern Canada,Depreciation on machinery and motor vehicles,88.8,NA
2008-04,Eastern Canada,Depreciation on machinery,87,NA
2008-04,Eastern Canada,Depreciation on motor vehicles,101.8,NA
2008-04,Eastern Canada,Machinery fuel,111,NA
2008-04,Eastern Canada,Machine repairs,92.9,NA
2008-04,Eastern Canada,General business costs,96,NA
2008-04,Eastern Canada,Crop production,90.6,NA
2008-04,Eastern Canada,Commercial seed and plant,79.7,NA
2008-04,Eastern Canada,Fertilizer,103.9,NA
2008-04,Eastern Canada,Nitrogen fertilizers,96.7,NA
2008-04,Eastern Canada,Production insurance,89.2,NA
2008-04,Eastern Canada,Stabilization premiums,84.2,NA
2008-04,Eastern Canada,Animal production,83.3,NA
2008-04,Eastern Canada,Livestock purchases,76,NA
2008-04,Eastern Canada,Cattle,66.6,NA
2008-04,Eastern Canada,Hogs,79.3,NA
2008-04,Eastern Canada,Commercial feed,87.5,NA
2008-04,Eastern Canada,Prepared feed,88.7,NA
2008-04,Eastern Canada,Grain feed,83,NA
2008-04,Newfoundland and Labrador,Farm input total,89.5,NA
2008-04,Newfoundland and Labrador,Buildings,96,NA
2008-04,Newfoundland and Labrador,Machinery and motor vehicles,101.1,NA
2008-04,Newfoundland and Labrador,Depreciation on machinery and motor vehicles,89.3,NA
2008-04,Newfoundland and Labrador,Depreciation on machinery,87.9,NA
2008-04,Newfoundland and Labrador,Depreciation on motor vehicles,101.9,NA
2008-04,Newfoundland and Labrador,Machinery fuel,114.6,NA
2008-04,Newfoundland and Labrador,Machine repairs,92.9,NA
2008-04,Newfoundland and Labrador,General business costs,90.9,NA
2008-04,Newfoundland and Labrador,Crop production,90.8,NA
2008-04,Newfoundland and Labrador,Commercial seed and plant,95,NA
2008-04,Newfoundland and Labrador,Fertilizer,101.9,NA
2008-04,Newfoundland and Labrador,Nitrogen fertilizers,94.8,NA
2008-04,Newfoundland and Labrador,Production insurance,81.7,NA
2008-04,Newfoundland and Labrador,Animal production,85.1,NA
2008-04,Newfoundland and Labrador,Livestock purchases,89.7,NA
2008-04,Newfoundland and Labrador,Cattle,71.2,NA
2008-04,Newfoundland and Labrador,Hogs,78.2,NA
2008-04,Newfoundland and Labrador,Commercial feed,85.9,NA
2008-04,Newfoundland and Labrador,Prepared feed,86.3,NA
2008-04,Newfoundland and Labrador,Grain feed,77.3,NA
2008-04,Prince Edward Island,Farm input total,95.1,NA
2008-04,Prince Edward Island,Buildings,101.4,NA
2008-04,Prince Edward Island,Machinery and motor vehicles,100.1,NA
2008-04,Prince Edward Island,Depreciation on machinery and motor vehicles,86.6,NA
2008-04,Prince Edward Island,Depreciation on machinery,85.8,NA
2008-04,Prince Edward Island,Depreciation on motor vehicles,102.1,NA
2008-04,Prince Edward Island,Machinery fuel,113.9,NA
2008-04,Prince Edward Island,Machine repairs,93,NA
2008-04,Prince Edward Island,General business costs,103.6,NA
2008-04,Prince Edward Island,Crop production,95.4,NA
2008-04,Prince Edward Island,Commercial seed and plant,66.4,NA
2008-04,Prince Edward Island,Fertilizer,101.8,NA
2008-04,Prince Edward Island,Nitrogen fertilizers,94.7,NA
2008-04,Prince Edward Island,Production insurance,78.2,NA
2008-04,Prince Edward Island,Animal production,83.5,NA
2008-04,Prince Edward Island,Livestock purchases,65.8,NA
2008-04,Prince Edward Island,Cattle,62.5,NA
2008-04,Prince Edward Island,Hogs,77.5,NA
2008-04,Prince Edward Island,Commercial feed,90.9,NA
2008-04,Prince Edward Island,Prepared feed,94.2,NA
2008-04,Prince Edward Island,Grain feed,78.8,NA
2008-04,Nova Scotia,Farm input total,94,NA
2008-04,Nova Scotia,Buildings,96,NA
2008-04,Nova Scotia,Machinery and motor vehicles,99.9,NA
2008-04,Nova Scotia,Depreciation on machinery and motor vehicles,88.5,NA
2008-04,Nova Scotia,Depreciation on machinery,86.6,NA
2008-04,Nova Scotia,Depreciation on motor vehicles,101.8,NA
2008-04,Nova Scotia,Machinery fuel,113.4,NA
2008-04,Nova Scotia,Machine repairs,92.8,NA
2008-04,Nova Scotia,General business costs,112.9,NA
2008-04,Nova Scotia,Crop production,84.6,NA
2008-04,Nova Scotia,Commercial seed and plant,91.2,NA
2008-04,Nova Scotia,Fertilizer,101.8,NA
2008-04,Nova Scotia,Nitrogen fertilizers,94.7,NA
2008-04,Nova Scotia,Production insurance,70,NA
2008-04,Nova Scotia,Stabilization premiums,70,NA
2008-04,Nova Scotia,Animal production,89.5,NA
2008-04,Nova Scotia,Livestock purchases,79.4,NA
2008-04,Nova Scotia,Cattle,64.6,NA
2008-04,Nova Scotia,Hogs,80.8,NA
2008-04,Nova Scotia,Commercial feed,91.1,NA
2008-04,Nova Scotia,Prepared feed,92.2,NA
2008-04,Nova Scotia,Grain feed,81.7,NA
2008-04,New Brunswick,Farm input total,91.7,NA
2008-04,New Brunswick,Buildings,99,NA
2008-04,New Brunswick,Machinery and motor vehicles,100.1,NA
2008-04,New Brunswick,Depreciation on machinery and motor vehicles,88.8,NA
2008-04,New Brunswick,Depreciation on machinery,86.8,NA
2008-04,New Brunswick,Depreciation on motor vehicles,101.9,NA
2008-04,New Brunswick,Machinery fuel,113.4,NA
2008-04,New Brunswick,Machine repairs,92.7,NA
2008-04,New Brunswick,General business costs,108.7,NA
2008-04,New Brunswick,Crop production,86.5,NA
2008-04,New Brunswick,Commercial seed and plant,73.7,NA
2008-04,New Brunswick,Fertilizer,101.7,NA
2008-04,New Brunswick,Nitrogen fertilizers,94.7,NA
2008-04,New Brunswick,Production insurance,75.4,NA
2008-04,New Brunswick,Animal production,84.2,NA
2008-04,New Brunswick,Livestock purchases,80.9,NA
2008-04,New Brunswick,Cattle,63.2,NA
2008-04,New Brunswick,Hogs,79.6,NA
2008-04,New Brunswick,Commercial feed,87.9,NA
2008-04,New Brunswick,Prepared feed,88.9,NA
2008-04,New Brunswick,Grain feed,80.8,NA
2008-04,Quebec,Farm input total,91.7,NA
2008-04,Quebec,Buildings,96.9,NA
2008-04,Quebec,Machinery and motor vehicles,95.4,NA
2008-04,Quebec,Depreciation on machinery and motor vehicles,88.6,NA
2008-04,Quebec,Depreciation on machinery,87.2,NA
2008-04,Quebec,Depreciation on motor vehicles,101.6,NA
2008-04,Quebec,Machinery fuel,103.1,NA
2008-04,Quebec,Machine repairs,92.8,NA
2008-04,Quebec,General business costs,108.1,NA
2008-04,Quebec,Crop production,91.1,NA
2008-04,Quebec,Commercial seed and plant,76.6,NA
2008-04,Quebec,Fertilizer,102.1,NA
2008-04,Quebec,Nitrogen fertilizers,96.3,NA
2008-04,Quebec,Production insurance,84.2,NA
2008-04,Quebec,Stabilization premiums,84.2,NA
2008-04,Quebec,Animal production,85,NA
2008-04,Quebec,Livestock purchases,79.3,NA
2008-04,Quebec,Cattle,68.4,NA
2008-04,Quebec,Hogs,80.3,NA
2008-04,Quebec,Commercial feed,89.1,NA
2008-04,Quebec,Prepared feed,91.5,NA
2008-04,Quebec,Grain feed,79.1,NA
2008-04,Ontario,Farm input total,90.3,NA
2008-04,Ontario,Buildings,102.1,NA
2008-04,Ontario,Machinery and motor vehicles,100.2,NA
2008-04,Ontario,Depreciation on machinery and motor vehicles,89,NA
2008-04,Ontario,Depreciation on machinery,86.9,NA
2008-04,Ontario,Depreciation on motor vehicles,101.8,NA
2008-04,Ontario,Machinery fuel,115.8,NA
2008-04,Ontario,Machine repairs,92.9,NA
2008-04,Ontario,General business costs,88.5,NA
2008-04,Ontario,Crop production,90.6,NA
2008-04,Ontario,Commercial seed and plant,81.3,NA
2008-04,Ontario,Fertilizer,105.1,NA
2008-04,Ontario,Nitrogen fertilizers,97.1,NA
2008-04,Ontario,Production insurance,92.6,NA
2008-04,Ontario,Animal production,81.5,NA
2008-04,Ontario,Livestock purchases,73.5,NA
2008-04,Ontario,Cattle,66,NA
2008-04,Ontario,Hogs,77.5,NA
2008-04,Ontario,Commercial feed,85.8,NA
2008-04,Ontario,Prepared feed,85.7,NA
2008-04,Ontario,Grain feed,86.9,NA
2008-04,Western Canada,Farm input total,95.5,NA
2008-04,Western Canada,Buildings,105.1,NA
2008-04,Western Canada,Machinery and motor vehicles,103.1,NA
2008-04,Western Canada,Depreciation on machinery and motor vehicles,91,NA
2008-04,Western Canada,Depreciation on machinery,87.8,NA
2008-04,Western Canada,Depreciation on motor vehicles,102.5,NA
2008-04,Western Canada,Machinery fuel,116.9,NA
2008-04,Western Canada,Machine repairs,92.9,NA
2008-04,Western Canada,General business costs,95,NA
2008-04,Western Canada,Crop production,98,NA
2008-04,Western Canada,Commercial seed and plant,90.5,NA
2008-04,Western Canada,Fertilizer,115.3,NA
2008-04,Western Canada,Nitrogen fertilizers,96,NA
2008-04,Western Canada,Production insurance,62.8,NA
2008-04,Western Canada,Animal production,83.2,NA
2008-04,Western Canada,Livestock purchases,69.7,NA
2008-04,Western Canada,Cattle,65.8,NA
2008-04,Western Canada,Hogs,84.3,NA
2008-04,Western Canada,Commercial feed,96.4,NA
2008-04,Western Canada,Prepared feed,96.3,NA
2008-04,Western Canada,Grain feed,96.6,NA
2008-04,Manitoba,Farm input total,98.8,NA
2008-04,Manitoba,Buildings,101.6,NA
2008-04,Manitoba,Machinery and motor vehicles,102.8,NA
2008-04,Manitoba,Depreciation on machinery and motor vehicles,88.7,NA
2008-04,Manitoba,Depreciation on machinery,86.6,NA
2008-04,Manitoba,Depreciation on motor vehicles,101.8,NA
2008-04,Manitoba,Machinery fuel,117,NA
2008-04,Manitoba,Machine repairs,93,NA
2008-04,Manitoba,General business costs,96.9,NA
2008-04,Manitoba,Crop production,101.2,NA
2008-04,Manitoba,Commercial seed and plant,89.4,NA
2008-04,Manitoba,Fertilizer,114.9,NA
2008-04,Manitoba,Nitrogen fertilizers,96.3,NA
2008-04,Manitoba,Production insurance,71.3,NA
2008-04,Manitoba,Animal production,92.3,NA
2008-04,Manitoba,Livestock purchases,77.7,NA
2008-04,Manitoba,Cattle,65.3,NA
2008-04,Manitoba,Hogs,85.9,NA
2008-04,Manitoba,Commercial feed,104,NA
2008-04,Manitoba,Prepared feed,107.3,NA
2008-04,Manitoba,Grain feed,95.4,NA
2008-04,Saskatchewan,Farm input total,96.7,NA
2008-04,Saskatchewan,Buildings,98.3,NA
2008-04,Saskatchewan,Machinery and motor vehicles,102.9,NA
2008-04,Saskatchewan,Depreciation on machinery and motor vehicles,89.1,NA
2008-04,Saskatchewan,Depreciation on machinery,86.9,NA
2008-04,Saskatchewan,Depreciation on motor vehicles,102.2,NA
2008-04,Saskatchewan,Machinery fuel,116.7,NA
2008-04,Saskatchewan,Machine repairs,92.9,NA
2008-04,Saskatchewan,General business costs,94.1,NA
2008-04,Saskatchewan,Crop production,96.4,NA
2008-04,Saskatchewan,Commercial seed and plant,90.6,NA
2008-04,Saskatchewan,Fertilizer,116.9,NA
2008-04,Saskatchewan,Nitrogen fertilizers,96.5,NA
2008-04,Saskatchewan,Production insurance,60.2,NA
2008-04,Saskatchewan,Animal production,84.6,NA
2008-04,Saskatchewan,Livestock purchases,68.1,NA
2008-04,Saskatchewan,Cattle,65.6,NA
2008-04,Saskatchewan,Hogs,82.1,NA
2008-04,Saskatchewan,Commercial feed,99.1,NA
2008-04,Saskatchewan,Prepared feed,99.3,NA
2008-04,Saskatchewan,Grain feed,98.5,NA
2008-04,Alberta,Farm input total,92.9,NA
2008-04,Alberta,Buildings,111.5,NA
2008-04,Alberta,Machinery and motor vehicles,103.2,NA
2008-04,Alberta,Depreciation on machinery and motor vehicles,92.6,NA
2008-04,Alberta,Depreciation on machinery,89.2,NA
2008-04,Alberta,Depreciation on motor vehicles,102.7,NA
2008-04,Alberta,Machinery fuel,116.9,NA
2008-04,Alberta,Machine repairs,92.8,NA
2008-04,Alberta,General business costs,95.2,NA
2008-04,Alberta,Crop production,99.1,NA
2008-04,Alberta,Commercial seed and plant,90.1,NA
2008-04,Alberta,Fertilizer,114.3,NA
2008-04,Alberta,Nitrogen fertilizers,95.6,NA
2008-04,Alberta,Production insurance,64.3,NA
2008-04,Alberta,Animal production,78.6,NA
2008-04,Alberta,Livestock purchases,67.1,NA
2008-04,Alberta,Cattle,66,NA
2008-04,Alberta,Hogs,80.6,NA
2008-04,Alberta,Commercial feed,94.5,NA
2008-04,Alberta,Prepared feed,93.4,NA
2008-04,Alberta,Grain feed,96.5,NA
2008-04,British Columbia,Farm input total,96.4,NA
2008-04,British Columbia,Buildings,103,NA
2008-04,British Columbia,Machinery and motor vehicles,105.3,NA
2008-04,British Columbia,Depreciation on machinery and motor vehicles,97.7,NA
2008-04,British Columbia,Depreciation on machinery,90,NA
2008-04,British Columbia,Depreciation on motor vehicles,102.9,NA
2008-04,British Columbia,Machinery fuel,117.9,NA
2008-04,British Columbia,Machine repairs,93,NA
2008-04,British Columbia,General business costs,94.2,NA
2008-04,British Columbia,Crop production,94.8,NA
2008-04,British Columbia,Commercial seed and plant,94.4,NA
2008-04,British Columbia,Fertilizer,111.9,NA
2008-04,British Columbia,Nitrogen fertilizers,96,NA
2008-04,British Columbia,Production insurance,107.2,NA
2008-04,British Columbia,Animal production,91.3,NA
2008-04,British Columbia,Livestock purchases,84.6,NA
2008-04,British Columbia,Cattle,64.7,NA
2008-04,British Columbia,Hogs,84.6,NA
2008-04,British Columbia,Commercial feed,90.5,NA
2008-04,British Columbia,Prepared feed,89.8,NA
2008-04,British Columbia,Grain feed,96,NA
2008-07,Canada,Farm input total,96.5,NA
2008-07,Canada,Buildings,105.1,NA
2008-07,Canada,Machinery and motor vehicles,102.6,NA
2008-07,Canada,Depreciation on machinery and motor vehicles,92.1,NA
2008-07,Canada,Depreciation on machinery,90.3,NA
2008-07,Canada,Depreciation on motor vehicles,100.4,NA
2008-07,Canada,Machinery fuel,115.5,NA
2008-07,Canada,Machine repairs,93.7,NA
2008-07,Canada,General business costs,94.8,NA
2008-07,Canada,Crop production,98.8,NA
2008-07,Canada,Commercial seed and plant,84.5,NA
2008-07,Canada,Fertilizer,119.5,NA
2008-07,Canada,Nitrogen fertilizers,105.1,NA
2008-07,Canada,Other fertilizers,158.5,NA
2008-07,Canada,Pesticides,101.7,NA
2008-07,Canada,"Twine, wire and containers",93.3,NA
2008-07,Canada,Production insurance,65.4,NA
2008-07,Canada,Stabilization premiums,84.2,NA
2008-07,Canada,Animal production,89,NA
2008-07,Canada,Livestock purchases,78.5,NA
2008-07,Canada,Cattle,72.2,NA
2008-07,Canada,Hogs,92.4,NA
2008-07,Canada,Commercial feed,97.3,NA
2008-07,Canada,Prepared feed,99.1,NA
2008-07,Canada,Grain feed,91.7,NA
2008-07,Eastern Canada,Farm input total,94.1,NA
2008-07,Eastern Canada,Buildings,103,NA
2008-07,Eastern Canada,Machinery and motor vehicles,99,NA
2008-07,Eastern Canada,Depreciation on machinery and motor vehicles,90.9,NA
2008-07,Eastern Canada,Depreciation on machinery,89.5,NA
2008-07,Eastern Canada,Depreciation on motor vehicles,100.7,NA
2008-07,Eastern Canada,Machinery fuel,110.1,NA
2008-07,Eastern Canada,Machine repairs,93.7,NA
2008-07,Eastern Canada,General business costs,95.2,NA
2008-07,Eastern Canada,Crop production,93.6,NA
2008-07,Eastern Canada,Commercial seed and plant,79.5,NA
2008-07,Eastern Canada,Fertilizer,106.3,NA
2008-07,Eastern Canada,Nitrogen fertilizers,98.7,NA
2008-07,Eastern Canada,Production insurance,89.2,NA
2008-07,Eastern Canada,Stabilization premiums,84.2,NA
2008-07,Eastern Canada,Animal production,89.5,NA
2008-07,Eastern Canada,Livestock purchases,83.9,NA
2008-07,Eastern Canada,Cattle,74.6,NA
2008-07,Eastern Canada,Hogs,91.6,NA
2008-07,Eastern Canada,Commercial feed,93.8,NA
2008-07,Eastern Canada,Prepared feed,95.3,NA
2008-07,Eastern Canada,Grain feed,87.4,NA
2008-07,Newfoundland and Labrador,Farm input total,92.7,NA
2008-07,Newfoundland and Labrador,Buildings,97.5,NA
2008-07,Newfoundland and Labrador,Machinery and motor vehicles,101.2,NA
2008-07,Newfoundland and Labrador,Depreciation on machinery and motor vehicles,91.8,NA
2008-07,Newfoundland and Labrador,Depreciation on machinery,90.7,NA
2008-07,Newfoundland and Labrador,Depreciation on motor vehicles,100.8,NA
2008-07,Newfoundland and Labrador,Machinery fuel,112.8,NA
