REF_DATE,GEO,North American Industry Classification System (NAICS),VALUE,STATUS,Classification Code for North American Industry Classification System (NAICS)
2017-04,Canada,"Specialized freight (except used goods) trucking, local [48422]",93.1,NA,[48422]
2017-04,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",96.5,NA,[48423]
2017-07,Canada,Truck transportation [484],99.7,NA,[484]
2017-07,Canada,General freight trucking [4841],101.7,NA,[4841]
2017-07,Canada,"General freight trucking, local [48411]",102.7,NA,[48411]
2017-07,Canada,"General freight trucking, long distance [48412]",101.4,NA,[48412]
2017-07,Canada,Specialized freight trucking [4842],95.8,NA,[4842]
2017-07,Canada,Used household and office goods moving [48421],103.6,NA,[48421]
2017-07,Canada,"Specialized freight (except used goods) trucking, local [48422]",93.1,NA,[48422]
2017-07,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",96,NA,[48423]
2017-10,Canada,Truck transportation [484],102.5,NA,[484]
2017-10,Canada,General freight trucking [4841],105,NA,[4841]
2017-10,Canada,"General freight trucking, local [48411]",104.3,NA,[48411]
2017-10,Canada,"General freight trucking, long distance [48412]",104.8,NA,[48412]
2017-10,Canada,Specialized freight trucking [4842],97.7,NA,[4842]
2017-10,Canada,Used household and office goods moving [48421],101.9,NA,[48421]
2017-10,Canada,"Specialized freight (except used goods) trucking, local [48422]",94.3,NA,[48422]
2017-10,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",98.7,NA,[48423]
2018-01,Canada,Truck transportation [484],106,NA,[484]
2018-01,Canada,General freight trucking [4841],108.6,NA,[4841]
2018-01,Canada,"General freight trucking, local [48411]",108.5,NA,[48411]
2018-01,Canada,"General freight trucking, long distance [48412]",108.4,NA,[48412]
2018-01,Canada,Specialized freight trucking [4842],100.8,NA,[4842]
2018-01,Canada,Used household and office goods moving [48421],102.4,NA,[48421]
2018-01,Canada,"Specialized freight (except used goods) trucking, local [48422]",94.6,NA,[48422]
2018-01,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",103.2,NA,[48423]
2018-04,Canada,Truck transportation [484],109.3,NA,[484]
2018-04,Canada,General freight trucking [4841],112.2,NA,[4841]
2018-04,Canada,"General freight trucking, local [48411]",111.5,NA,[48411]
2018-04,Canada,"General freight trucking, long distance [48412]",112,NA,[48412]
2018-04,Canada,Specialized freight trucking [4842],103.6,NA,[4842]
2018-04,Canada,Used household and office goods moving [48421],105.2,NA,[48421]
2018-04,Canada,"Specialized freight (except used goods) trucking, local [48422]",95.4,NA,[48422]
2018-04,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",107,NA,[48423]
2018-07,Canada,Truck transportation [484],111,NA,[484]
2018-07,Canada,General freight trucking [4841],114.1,NA,[4841]
2018-07,Canada,"General freight trucking, local [48411]",113,NA,[48411]
2018-07,Canada,"General freight trucking, long distance [48412]",113.9,NA,[48412]
2018-07,Canada,Specialized freight trucking [4842],105,NA,[4842]
2018-07,Canada,Used household and office goods moving [48421],109.9,NA,[48421]
2018-07,Canada,"Specialized freight (except used goods) trucking, local [48422]",96,NA,[48422]
2018-07,Canada,"Specialized freight (except used goods) trucking, long distance [48423]",108.2,NA,[48423]
2018-10,Canada,Truck transportation [484],112.1,NA,[484]
2018-10,Canada,General freight trucking [4841],115.7,NA,[4841]
2018-10,Canada,"General freight trucking, local [48411]",112.7,NA,[48411]
