REF_DATE,GEO,Index,VALUE,STATUS
2012-01,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-01,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-01,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-01,Quebec,Electric power selling price over 5000kw,94.8,NA
2012-01,Quebec,Electric power selling price under 5000kw,95.4,NA
2012-01,Ontario,Electric power selling price over 5000kw,76.7,NA
2012-01,Ontario,Electric power selling price under 5000kw,90.9,NA
2012-01,Prairie Region,Electric power selling price over 5000kw,92.4,NA
2012-01,Prairie Region,Electric power selling price under 5000kw,106.4,NA
2012-01,Manitoba,Electric power selling price over 5000kw,90.6,NA
2012-01,Manitoba,Electric power selling price under 5000kw,91.2,NA
2012-01,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-01,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-01,Alberta,Electric power selling price over 5000kw,94.9,NA
2012-01,Alberta,Electric power selling price under 5000kw,116.1,NA
2012-01,British Columbia,Electric power selling price over 5000kw,86.8,NA
2012-01,British Columbia,Electric power selling price under 5000kw,87.4,NA
2012-02,Canada,"Electric power selling price indexes, national total",93.1,NA
2012-02,Canada,Electric power selling price over 5000kw,86.5,NA
2012-02,Canada,Electric power selling price under 5000kw,95.9,NA
2012-02,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-02,Atlantic Region,Electric power selling price under 5000kw,98.1,NA
2012-02,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-02,Newfoundland and Labrador,Electric power selling price under 5000kw,106,NA
2012-02,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-02,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-02,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-02,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-02,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-02,Quebec,Electric power selling price over 5000kw,94.8,NA
2012-02,Quebec,Electric power selling price under 5000kw,95.4,NA
2012-02,Ontario,Electric power selling price over 5000kw,77.8,NA
2012-02,Ontario,Electric power selling price under 5000kw,92.7,NA
2012-02,Prairie Region,Electric power selling price over 5000kw,87.7,NA
2012-02,Prairie Region,Electric power selling price under 5000kw,105.1,NA
2012-02,Manitoba,Electric power selling price over 5000kw,90.6,NA
2012-02,Manitoba,Electric power selling price under 5000kw,91.2,NA
2012-02,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-02,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-02,Alberta,Electric power selling price over 5000kw,88.8,NA
2012-02,Alberta,Electric power selling price under 5000kw,114,NA
2012-02,British Columbia,Electric power selling price over 5000kw,86.8,NA
2012-02,British Columbia,Electric power selling price under 5000kw,87.4,NA
2012-03,Canada,"Electric power selling price indexes, national total",91,NA
2012-03,Canada,Electric power selling price over 5000kw,82.2,NA
2012-03,Canada,Electric power selling price under 5000kw,95,NA
2012-03,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-03,Atlantic Region,Electric power selling price under 5000kw,98.1,NA
2012-03,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-03,Newfoundland and Labrador,Electric power selling price under 5000kw,106,NA
2012-03,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-03,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-03,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-03,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-03,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-03,Quebec,Electric power selling price over 5000kw,94.8,NA
2012-03,Quebec,Electric power selling price under 5000kw,95.4,NA
2012-03,Ontario,Electric power selling price over 5000kw,79.2,NA
2012-03,Ontario,Electric power selling price under 5000kw,94.8,NA
2012-03,Prairie Region,Electric power selling price over 5000kw,69.4,NA
2012-03,Prairie Region,Electric power selling price under 5000kw,98.9,NA
2012-03,Manitoba,Electric power selling price over 5000kw,90.6,NA
2012-03,Manitoba,Electric power selling price under 5000kw,91.2,NA
2012-03,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-03,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-03,Alberta,Electric power selling price over 5000kw,64.7,NA
2012-03,Alberta,Electric power selling price under 5000kw,103.8,NA
2012-03,British Columbia,Electric power selling price over 5000kw,86.8,NA
2012-03,British Columbia,Electric power selling price under 5000kw,87.4,NA
2012-04,Canada,"Electric power selling price indexes, national total",91.6,NA
2012-04,Canada,Electric power selling price over 5000kw,81.6,NA
2012-04,Canada,Electric power selling price under 5000kw,96.3,NA
2012-04,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-04,Atlantic Region,Electric power selling price under 5000kw,97.6,NA
2012-04,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-04,Newfoundland and Labrador,Electric power selling price under 5000kw,102.4,NA
2012-04,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-04,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-04,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-04,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-04,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-04,Quebec,Electric power selling price over 5000kw,94.4,NA
2012-04,Quebec,Electric power selling price under 5000kw,94.8,NA
2012-04,Ontario,Electric power selling price over 5000kw,80.2,NA
2012-04,Ontario,Electric power selling price under 5000kw,98.1,NA
2012-04,Prairie Region,Electric power selling price over 5000kw,65,NA
2012-04,Prairie Region,Electric power selling price under 5000kw,98.3,NA
2012-04,Manitoba,Electric power selling price over 5000kw,92.6,NA
2012-04,Manitoba,Electric power selling price under 5000kw,92.9,NA
2012-04,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-04,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-04,Alberta,Electric power selling price over 5000kw,58.8,NA
2012-04,Alberta,Electric power selling price under 5000kw,102.5,NA
2012-04,British Columbia,Electric power selling price over 5000kw,92.3,NA
2012-04,British Columbia,Electric power selling price under 5000kw,93.4,NA
2012-05,Canada,"Electric power selling price indexes, national total",90.8,NA
2012-05,Canada,Electric power selling price over 5000kw,81.4,NA
2012-05,Canada,Electric power selling price under 5000kw,95.2,NA
2012-05,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-05,Atlantic Region,Electric power selling price under 5000kw,97.6,NA
2012-05,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-05,Newfoundland and Labrador,Electric power selling price under 5000kw,102.4,NA
2012-05,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-05,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-05,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-05,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-05,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-05,Quebec,Electric power selling price over 5000kw,94.4,NA
2012-05,Quebec,Electric power selling price under 5000kw,94.8,NA
2012-05,Ontario,Electric power selling price over 5000kw,81.8,NA
2012-05,Ontario,Electric power selling price under 5000kw,95.4,NA
2012-05,Prairie Region,Electric power selling price over 5000kw,62.2,NA
2012-05,Prairie Region,Electric power selling price under 5000kw,97.4,NA
2012-05,Manitoba,Electric power selling price over 5000kw,92.6,NA
2012-05,Manitoba,Electric power selling price under 5000kw,92.9,NA
2012-05,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-05,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-05,Alberta,Electric power selling price over 5000kw,55.1,NA
2012-05,Alberta,Electric power selling price under 5000kw,100.9,NA
2012-05,British Columbia,Electric power selling price over 5000kw,92.3,NA
2012-05,British Columbia,Electric power selling price under 5000kw,93.4,NA
2012-06,Canada,"Electric power selling price indexes, national total",91.2,NA
2012-06,Canada,Electric power selling price over 5000kw,82.3,NA
2012-06,Canada,Electric power selling price under 5000kw,95.3,NA
2012-06,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-06,Atlantic Region,Electric power selling price under 5000kw,97.6,NA
2012-06,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-06,Newfoundland and Labrador,Electric power selling price under 5000kw,102.4,NA
2012-06,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-06,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-06,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-06,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-06,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-06,Quebec,Electric power selling price over 5000kw,94.4,NA
2012-06,Quebec,Electric power selling price under 5000kw,94.8,NA
2012-06,Ontario,Electric power selling price over 5000kw,81.3,NA
2012-06,Ontario,Electric power selling price under 5000kw,94.6,NA
2012-06,Prairie Region,Electric power selling price over 5000kw,66.4,NA
2012-06,Prairie Region,Electric power selling price under 5000kw,98.9,NA
2012-06,Manitoba,Electric power selling price over 5000kw,92.6,NA
2012-06,Manitoba,Electric power selling price under 5000kw,92.9,NA
2012-06,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-06,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-06,Alberta,Electric power selling price over 5000kw,60.6,NA
2012-06,Alberta,Electric power selling price under 5000kw,103.4,NA
2012-06,British Columbia,Electric power selling price over 5000kw,92.3,NA
2012-06,British Columbia,Electric power selling price under 5000kw,93.4,NA
2012-07,Canada,"Electric power selling price indexes, national total",93.1,NA
2012-07,Canada,Electric power selling price over 5000kw,84.9,NA
2012-07,Canada,Electric power selling price under 5000kw,96.7,NA
2012-07,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-07,Atlantic Region,Electric power selling price under 5000kw,98.4,NA
2012-07,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-07,Newfoundland and Labrador,Electric power selling price under 5000kw,108.4,NA
2012-07,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-07,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-07,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-07,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-07,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-07,Quebec,Electric power selling price over 5000kw,94.4,NA
2012-07,Quebec,Electric power selling price under 5000kw,94.8,NA
2012-07,Ontario,Electric power selling price over 5000kw,85.8,NA
2012-07,Ontario,Electric power selling price under 5000kw,97.9,NA
2012-07,Prairie Region,Electric power selling price over 5000kw,71.3,NA
2012-07,Prairie Region,Electric power selling price under 5000kw,100.2,NA
2012-07,Manitoba,Electric power selling price over 5000kw,92.6,NA
2012-07,Manitoba,Electric power selling price under 5000kw,92.9,NA
2012-07,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-07,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-07,Alberta,Electric power selling price over 5000kw,67,NA
2012-07,Alberta,Electric power selling price under 5000kw,105.5,NA
2012-07,British Columbia,Electric power selling price over 5000kw,92.3,NA
2012-07,British Columbia,Electric power selling price under 5000kw,93.4,NA
2012-08,Canada,"Electric power selling price indexes, national total",90.3,NA
2012-08,Canada,Electric power selling price over 5000kw,83.2,NA
2012-08,Canada,Electric power selling price under 5000kw,93.4,NA
2012-08,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-08,Atlantic Region,Electric power selling price under 5000kw,98.4,NA
2012-08,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-08,Newfoundland and Labrador,Electric power selling price under 5000kw,108.4,NA
2012-08,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-08,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-08,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-08,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-08,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-08,Quebec,Electric power selling price over 5000kw,94.4,NA
2012-08,Quebec,Electric power selling price under 5000kw,94.8,NA
2012-08,Ontario,Electric power selling price over 5000kw,73.2,NA
2012-08,Ontario,Electric power selling price under 5000kw,85.4,NA
2012-08,Prairie Region,Electric power selling price over 5000kw,79.3,NA
2012-08,Prairie Region,Electric power selling price under 5000kw,102.7,NA
2012-08,Manitoba,Electric power selling price over 5000kw,92.6,NA
2012-08,Manitoba,Electric power selling price under 5000kw,92.9,NA
2012-08,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-08,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-08,Alberta,Electric power selling price over 5000kw,77.5,NA
2012-08,Alberta,Electric power selling price under 5000kw,109.6,NA
2012-08,British Columbia,Electric power selling price over 5000kw,92.3,NA
2012-08,British Columbia,Electric power selling price under 5000kw,93.4,NA
2012-09,Canada,"Electric power selling price indexes, national total",91.8,NA
2012-09,Canada,Electric power selling price over 5000kw,84.7,NA
2012-09,Canada,Electric power selling price under 5000kw,94.8,NA
2012-09,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-09,Atlantic Region,Electric power selling price under 5000kw,98.4,NA
2012-09,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-09,Newfoundland and Labrador,Electric power selling price under 5000kw,108.4,NA
2012-09,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-09,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-09,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-09,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-09,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-09,Quebec,Electric power selling price over 5000kw,94.4,NA
2012-09,Quebec,Electric power selling price under 5000kw,94.8,NA
2012-09,Ontario,Electric power selling price over 5000kw,78,NA
2012-09,Ontario,Electric power selling price under 5000kw,90.7,NA
2012-09,Prairie Region,Electric power selling price over 5000kw,79.4,NA
2012-09,Prairie Region,Electric power selling price under 5000kw,101.7,NA
2012-09,Manitoba,Electric power selling price over 5000kw,94.9,NA
2012-09,Manitoba,Electric power selling price under 5000kw,94.9,NA
2012-09,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-09,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-09,British Columbia,Electric power selling price over 5000kw,92.3,NA
2012-09,British Columbia,Electric power selling price under 5000kw,93.4,NA
2012-10,Canada,"Electric power selling price indexes, national total",92.7,NA
2012-10,Canada,Electric power selling price over 5000kw,85.5,NA
2012-10,Canada,Electric power selling price under 5000kw,95.8,NA
2012-10,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-10,Atlantic Region,Electric power selling price under 5000kw,98.4,NA
2012-10,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-10,Newfoundland and Labrador,Electric power selling price under 5000kw,108.4,NA
2012-10,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-10,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-10,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-10,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-10,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-10,Quebec,Electric power selling price over 5000kw,94.4,NA
2012-10,Quebec,Electric power selling price under 5000kw,94.8,NA
2012-10,Ontario,Electric power selling price over 5000kw,80.7,NA
2012-10,Ontario,Electric power selling price under 5000kw,93.7,NA
2012-10,Prairie Region,Electric power selling price over 5000kw,79.4,NA
2012-10,Prairie Region,Electric power selling price under 5000kw,101.7,NA
2012-10,Manitoba,Electric power selling price over 5000kw,94.9,NA
2012-10,Manitoba,Electric power selling price under 5000kw,94.9,NA
2012-10,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-10,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-10,British Columbia,Electric power selling price over 5000kw,92.3,NA
2012-10,British Columbia,Electric power selling price under 5000kw,93.4,NA
2012-11,Canada,"Electric power selling price indexes, national total",92.2,NA
2012-11,Canada,Electric power selling price over 5000kw,86.5,NA
2012-11,Canada,Electric power selling price under 5000kw,94.5,NA
2012-11,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-11,Atlantic Region,Electric power selling price under 5000kw,98.4,NA
2012-11,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-11,Newfoundland and Labrador,Electric power selling price under 5000kw,108.4,NA
2012-11,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-11,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-11,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-11,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-11,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-11,Quebec,Electric power selling price over 5000kw,94.4,NA
2012-11,Quebec,Electric power selling price under 5000kw,94.8,NA
2012-11,Ontario,Electric power selling price over 5000kw,84.1,NA
2012-11,Ontario,Electric power selling price under 5000kw,96.2,NA
2012-11,Prairie Region,Electric power selling price over 5000kw,79.4,NA
2012-11,Prairie Region,Electric power selling price under 5000kw,93.4,NA
2012-11,Manitoba,Electric power selling price over 5000kw,94.9,NA
2012-11,Manitoba,Electric power selling price under 5000kw,94.9,NA
2012-11,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-11,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-11,British Columbia,Electric power selling price over 5000kw,92.3,NA
2012-11,British Columbia,Electric power selling price under 5000kw,93.4,NA
2012-12,Canada,"Electric power selling price indexes, national total",90.8,NA
2012-12,Canada,Electric power selling price over 5000kw,84.4,NA
2012-12,Canada,Electric power selling price under 5000kw,93.4,NA
2012-12,Atlantic Region,Electric power selling price over 5000kw,93.1,NA
2012-12,Atlantic Region,Electric power selling price under 5000kw,98.8,NA
2012-12,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2012-12,Newfoundland and Labrador,Electric power selling price under 5000kw,112,NA
2012-12,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2012-12,Nova Scotia,Electric power selling price over 5000kw,91.5,NA
2012-12,Nova Scotia,Electric power selling price under 5000kw,94.6,NA
2012-12,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2012-12,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2012-12,Quebec,Electric power selling price over 5000kw,94.4,NA
2012-12,Quebec,Electric power selling price under 5000kw,94.8,NA
2012-12,Ontario,Electric power selling price over 5000kw,77.2,NA
2012-12,Ontario,Electric power selling price under 5000kw,90.1,NA
2012-12,Prairie Region,Electric power selling price over 5000kw,79.4,NA
2012-12,Prairie Region,Electric power selling price under 5000kw,96.5,NA
2012-12,Manitoba,Electric power selling price over 5000kw,94.9,NA
2012-12,Manitoba,Electric power selling price under 5000kw,94.9,NA
2012-12,Saskatchewan,Electric power selling price over 5000kw,88.1,NA
2012-12,Saskatchewan,Electric power selling price under 5000kw,90.5,NA
2012-12,British Columbia,Electric power selling price over 5000kw,92.3,NA
2012-12,British Columbia,Electric power selling price under 5000kw,93.4,NA
2013-01,Canada,"Electric power selling price indexes, national total",93,NA
2013-01,Canada,Electric power selling price over 5000kw,86.8,NA
2013-01,Canada,Electric power selling price under 5000kw,95.5,NA
2013-01,Atlantic Region,Electric power selling price over 5000kw,94.5,NA
2013-01,Atlantic Region,Electric power selling price under 5000kw,100.1,NA
2013-01,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2013-01,Newfoundland and Labrador,Electric power selling price under 5000kw,112,NA
2013-01,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2013-01,Nova Scotia,Electric power selling price over 5000kw,95,NA
2013-01,Nova Scotia,Electric power selling price under 5000kw,97.1,NA
2013-01,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2013-01,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2013-01,Quebec,Electric power selling price over 5000kw,94.4,NA
2013-01,Quebec,Electric power selling price under 5000kw,94.8,NA
2013-01,Ontario,Electric power selling price over 5000kw,84.1,NA
2013-01,Ontario,Electric power selling price under 5000kw,94.8,NA
2013-01,Prairie Region,Electric power selling price over 5000kw,80.1,NA
2013-01,Prairie Region,Electric power selling price under 5000kw,98.7,NA
2013-01,Manitoba,Electric power selling price over 5000kw,94.9,NA
2013-01,Manitoba,Electric power selling price under 5000kw,94.9,NA
2013-01,Saskatchewan,Electric power selling price over 5000kw,92.5,NA
2013-01,Saskatchewan,Electric power selling price under 5000kw,94.9,NA
2013-01,British Columbia,Electric power selling price over 5000kw,92.3,NA
2013-01,British Columbia,Electric power selling price under 5000kw,93.4,NA
2013-02,Canada,"Electric power selling price indexes, national total",93.1,NA
2013-02,Canada,Electric power selling price over 5000kw,87,NA
2013-02,Canada,Electric power selling price under 5000kw,95.5,NA
2013-02,Atlantic Region,Electric power selling price over 5000kw,94.5,NA
2013-02,Atlantic Region,Electric power selling price under 5000kw,100.1,NA
2013-02,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2013-02,Newfoundland and Labrador,Electric power selling price under 5000kw,112,NA
2013-02,Prince Edward Island,Electric power selling price under 5000kw,95.4,NA
2013-02,Nova Scotia,Electric power selling price over 5000kw,95,NA
2013-02,Nova Scotia,Electric power selling price under 5000kw,97.1,NA
2013-02,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2013-02,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2013-02,Quebec,Electric power selling price over 5000kw,94.4,NA
2013-02,Quebec,Electric power selling price under 5000kw,94.8,NA
2013-02,Ontario,Electric power selling price over 5000kw,85.1,NA
2013-02,Ontario,Electric power selling price under 5000kw,98.2,NA
2013-02,Prairie Region,Electric power selling price over 5000kw,80.1,NA
2013-02,Prairie Region,Electric power selling price under 5000kw,94.2,NA
2013-02,Manitoba,Electric power selling price over 5000kw,94.9,NA
2013-02,Manitoba,Electric power selling price under 5000kw,94.9,NA
2013-02,Saskatchewan,Electric power selling price over 5000kw,92.5,NA
2013-02,Saskatchewan,Electric power selling price under 5000kw,94.9,NA
2013-02,British Columbia,Electric power selling price over 5000kw,92.3,NA
2013-02,British Columbia,Electric power selling price under 5000kw,93.4,NA
2013-03,Canada,"Electric power selling price indexes, national total",92.2,NA
2013-03,Canada,Electric power selling price over 5000kw,86.4,NA
2013-03,Canada,Electric power selling price under 5000kw,94.5,NA
2013-03,Atlantic Region,Electric power selling price over 5000kw,94.5,NA
2013-03,Atlantic Region,Electric power selling price under 5000kw,100.2,NA
2013-03,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2013-03,Newfoundland and Labrador,Electric power selling price under 5000kw,112,NA
2013-03,Prince Edward Island,Electric power selling price under 5000kw,97.7,NA
2013-03,Nova Scotia,Electric power selling price over 5000kw,95,NA
2013-03,Nova Scotia,Electric power selling price under 5000kw,97.1,NA
2013-03,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2013-03,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2013-03,Quebec,Electric power selling price over 5000kw,94.4,NA
2013-03,Quebec,Electric power selling price under 5000kw,94.8,NA
2013-03,Ontario,Electric power selling price over 5000kw,82.9,NA
2013-03,Ontario,Electric power selling price under 5000kw,95.1,NA
2013-03,Prairie Region,Electric power selling price over 5000kw,80.1,NA
2013-03,Prairie Region,Electric power selling price under 5000kw,94,NA
2013-03,Manitoba,Electric power selling price over 5000kw,94.9,NA
2013-03,Manitoba,Electric power selling price under 5000kw,94.9,NA
2013-03,Saskatchewan,Electric power selling price over 5000kw,92.5,NA
2013-03,Saskatchewan,Electric power selling price under 5000kw,94.9,NA
2013-03,British Columbia,Electric power selling price over 5000kw,92.3,NA
2013-03,British Columbia,Electric power selling price under 5000kw,93.4,NA
2013-04,Canada,"Electric power selling price indexes, national total",96.3,NA
2013-04,Canada,Electric power selling price over 5000kw,91.1,NA
2013-04,Canada,Electric power selling price under 5000kw,98.2,NA
2013-04,Atlantic Region,Electric power selling price over 5000kw,94.5,NA
2013-04,Atlantic Region,Electric power selling price under 5000kw,99.7,NA
2013-04,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2013-04,Newfoundland and Labrador,Electric power selling price under 5000kw,108.4,NA
2013-04,Prince Edward Island,Electric power selling price under 5000kw,97.7,NA
2013-04,Nova Scotia,Electric power selling price over 5000kw,95,NA
2013-04,Nova Scotia,Electric power selling price under 5000kw,97.1,NA
2013-04,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2013-04,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2013-04,Quebec,Electric power selling price over 5000kw,96.7,NA
2013-04,Quebec,Electric power selling price under 5000kw,96.9,NA
2013-04,Ontario,Electric power selling price over 5000kw,87.9,NA
2013-04,Ontario,Electric power selling price under 5000kw,101.1,NA
2013-04,Prairie Region,Electric power selling price over 5000kw,89.8,NA
2013-04,Prairie Region,Electric power selling price under 5000kw,98.8,NA
2013-04,Manitoba,Electric power selling price over 5000kw,94.9,NA
2013-04,Manitoba,Electric power selling price under 5000kw,94.9,NA
2013-04,Saskatchewan,Electric power selling price over 5000kw,92.5,NA
2013-04,Saskatchewan,Electric power selling price under 5000kw,94.9,NA
2013-04,British Columbia,Electric power selling price over 5000kw,93.7,NA
2013-04,British Columbia,Electric power selling price under 5000kw,94.8,NA
2013-05,Canada,"Electric power selling price indexes, national total",96.3,NA
2013-05,Canada,Electric power selling price over 5000kw,92,NA
2013-05,Canada,Electric power selling price under 5000kw,97.7,NA
2013-05,Atlantic Region,Electric power selling price over 5000kw,94.5,NA
2013-05,Atlantic Region,Electric power selling price under 5000kw,99.7,NA
2013-05,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2013-05,Newfoundland and Labrador,Electric power selling price under 5000kw,108.4,NA
2013-05,Prince Edward Island,Electric power selling price under 5000kw,97.7,NA
2013-05,Nova Scotia,Electric power selling price over 5000kw,95,NA
2013-05,Nova Scotia,Electric power selling price under 5000kw,97.1,NA
2013-05,New Brunswick,Electric power selling price over 5000kw,97.6,NA
2013-05,New Brunswick,Electric power selling price under 5000kw,97.6,NA
2013-05,Quebec,Electric power selling price over 5000kw,96.7,NA
2013-05,Quebec,Electric power selling price under 5000kw,96.9,NA
2013-05,Ontario,Electric power selling price over 5000kw,87.1,NA
2013-05,Ontario,Electric power selling price under 5000kw,101.4,NA
2013-05,Prairie Region,Electric power selling price over 5000kw,94.3,NA
2013-05,Prairie Region,Electric power selling price under 5000kw,96.4,NA
2013-05,Manitoba,Electric power selling price over 5000kw,98.2,NA
2013-05,Manitoba,Electric power selling price under 5000kw,98.2,NA
2013-05,Saskatchewan,Electric power selling price over 5000kw,92.5,NA
2013-05,Saskatchewan,Electric power selling price under 5000kw,94.9,NA
2013-05,British Columbia,Electric power selling price over 5000kw,93.7,NA
2013-05,British Columbia,Electric power selling price under 5000kw,94.8,NA
2013-06,Canada,"Electric power selling price indexes, national total",98.9,NA
2013-06,Canada,Electric power selling price over 5000kw,94.7,NA
2013-06,Canada,Electric power selling price under 5000kw,100.3,NA
2013-06,Atlantic Region,Electric power selling price over 5000kw,94.5,NA
2013-06,Atlantic Region,Electric power selling price under 5000kw,99.7,NA
2013-06,Newfoundland and Labrador,Electric power selling price over 5000kw,83.9,NA
2013-06,Newfoundland and Labrador,Electric power selling price under 5000kw,108.4,NA
2013-06,Prince Edward Island,Electric power selling price under 5000kw,97.7,NA
2013-06,Nova Scotia,Electric power selling price over 5000kw,95,NA
2013-06,Nova Scotia,Electric power selling price under 5000kw,97.1,NA
2013-06,New Brunswick,Electric power selling price over 5000kw,97.6,NA
